SampleID,Plate,Date,avg_copies_per_g_sample,avg_std,C_material,Sample_source,Week,HRT,Gene
CC-1-30W,1,30-Jan-25,31392348.137655545,8238683.358561393,corncob,water,30,16,nirS
CC-1-30W,1,30-Jan-25,31392348.137655545,8238683.358561393,corncob,water,30,16,nirS
CC-1-30W,1,30-Jan-25,31392348.137655545,8238683.358561393,corncob,water,30,16,nirS
CC-2-32W,1,30-Jan-25,27505491.655484457,6013875.706681149,corncob,water,32,16,nirS
CC-2-32W,1,30-Jan-25,27505491.655484457,6013875.706681149,corncob,water,32,16,nirS
CC-2-32W,1,30-Jan-25,27505491.655484457,6013875.706681149,corncob,water,32,16,nirS
CC-2-35W,1,30-Jan-25,50236072.38108816,9038411.262897955,corncob,water,35,16,nirS
CC-2-35W,1,30-Jan-25,50236072.38108816,9038411.262897955,corncob,water,35,16,nirS
CC-2-35W,1,30-Jan-25,50236072.38108816,9038411.262897955,corncob,water,35,16,nirS
CC-2-30W,1,30-Jan-25,27206124.13010907,18351029.011740424,corncob,water,30,16,nirS
CC-2-30W,1,30-Jan-25,27206124.13010907,18351029.011740424,corncob,water,30,16,nirS
CC-2-30W,1,30-Jan-25,27206124.13010907,18351029.011740424,corncob,water,30,16,nirS
C-3-32W,1,30-Jan-25,66502851.81041225,48561902.979454674,,water,32,16,nirS
C-3-32W,1,30-Jan-25,66502851.81041225,48561902.979454674,,water,32,16,nirS
C-3-32W,1,30-Jan-25,66502851.81041225,48561902.979454674,,water,32,16,nirS
CC-3-35W,1,30-Jan-25,57667111.13127308,7828089.32634865,corncob,water,35,16,nirS
CC-3-35W,1,30-Jan-25,57667111.13127308,7828089.32634865,corncob,water,35,16,nirS
CC-3-35W,1,30-Jan-25,57667111.13127308,7828089.32634865,corncob,water,35,16,nirS
CC-3-30W,1,30-Jan-25,27883528.238164533,12590352.20076148,corncob,water,30,16,nirS
CC-3-30W,1,30-Jan-25,27883528.238164533,12590352.20076148,corncob,water,30,16,nirS
CC-3-30W,1,30-Jan-25,27883528.238164533,12590352.20076148,corncob,water,30,16,nirS
INF32,1,30-Jan-25,2833402.343743309,1216417.285259304,influent,water,32,16,nirS
INF32,1,30-Jan-25,2833402.343743309,1216417.285259304,influent,water,32,16,nirS
INF32,1,30-Jan-25,2833402.343743309,1216417.285259304,influent,water,32,16,nirS
INF35,1,30-Jan-25,793829.906667451,476045.7417788255,influent,water,35,16,nirS
INF35,1,30-Jan-25,793829.906667451,476045.7417788255,influent,water,35,16,nirS
INF35,1,30-Jan-25,793829.906667451,476045.7417788255,influent,water,35,16,nirS
WC-4-30W,1,30-Jan-25,8098054.562188804,5176086.481934091,woodchip,water,30,16,nirS
WC-4-30W,1,30-Jan-25,8098054.562188804,5176086.481934091,woodchip,water,30,16,nirS
WC-4-30W,1,30-Jan-25,8098054.562188804,5176086.481934091,woodchip,water,30,16,nirS
CC-1-33W,1,30-Jan-25,63119884.02204341,17187264.41667913,corncob,water,33,16,nirS
CC-1-33W,1,30-Jan-25,63119884.02204341,17187264.41667913,corncob,water,33,16,nirS
CC-1-33W,1,30-Jan-25,63119884.02204341,17187264.41667913,corncob,water,33,16,nirS
CC-1-22W,1,30-Jan-25,63522709.88072386,27636557.852078952,corncob,water,22,16,nirS
CC-1-22W,1,30-Jan-25,63522709.88072386,27636557.852078952,corncob,water,22,16,nirS
CC-1-22W,1,30-Jan-25,63522709.88072386,27636557.852078952,corncob,water,22,16,nirS
WC-5-30W,1,30-Jan-25,11652783.61878617,10217887.003098568,woodchip,water,30,16,nirS
WC-5-30W,1,30-Jan-25,11652783.61878617,10217887.003098568,woodchip,water,30,16,nirS
WC-5-30W,1,30-Jan-25,11652783.61878617,10217887.003098568,woodchip,water,30,16,nirS
CC-2-33W,1,30-Jan-25,44712441.15714453,8189215.269721142,corncob,water,33,16,nirS
CC-2-33W,1,30-Jan-25,44712441.15714453,8189215.269721142,corncob,water,33,16,nirS
CC-2-33W,1,30-Jan-25,44712441.15714453,8189215.269721142,corncob,water,33,16,nirS
CC-2-22W,1,30-Jan-25,53803925.80339668,12893370.710034736,corncob,water,22,16,nirS
CC-2-22W,1,30-Jan-25,53803925.80339668,12893370.710034736,corncob,water,22,16,nirS
CC-2-22W,1,30-Jan-25,53803925.80339668,12893370.710034736,corncob,water,22,16,nirS
WC-6-30W,1,30-Jan-25,10400367.529717175,10565341.750639817,woodchip,water,30,16,nirS
WC-6-30W,1,30-Jan-25,10400367.529717175,10565341.750639817,woodchip,water,30,16,nirS
WC-6-30W,1,30-Jan-25,10400367.529717175,10565341.750639817,woodchip,water,30,16,nirS
