SampleID,Plate,Date,avg_copies_per_g_sample,avg_std,C_material,Sample_source,Week,HRT,Gene
CC-1-2,1,28-Feb-25,33377.93659994236,31754.311464533173,corncob,media,2.0,8,nirK
CC-1-2,1,28-Feb-25,33377.93659994236,31754.311464533173,corncob,media,2.0,8,nirK
CC-1-2,1,28-Feb-25,33377.93659994236,31754.311464533173,corncob,media,2.0,8,nirK
CC-3-3,1,28-Feb-25,7635.47388620645,4494.584320591129,corncob,media,3.0,8,nirK
CC-3-3,1,28-Feb-25,7635.47388620645,4494.584320591129,corncob,media,3.0,8,nirK
CC-3-3,1,28-Feb-25,7635.47388620645,4494.584320591129,corncob,media,3.0,8,nirK
WC-5-4,1,28-Feb-25,272386.2822381065,21415.68083620921,woodchip,media,4.0,8,nirK
WC-5-4,1,28-Feb-25,272386.2822381065,21415.68083620921,woodchip,media,4.0,8,nirK
WC-5-4,1,28-Feb-25,272386.2822381065,21415.68083620921,woodchip,media,4.0,8,nirK
CC-2-2,1,28-Feb-25,29200.8694969754,30397.183682173018,corncob,media,2.0,8,nirK
CC-2-2,1,28-Feb-25,29200.8694969754,30397.183682173018,corncob,media,2.0,8,nirK
CC-2-2,1,28-Feb-25,29200.8694969754,30397.183682173018,corncob,media,2.0,8,nirK
CC-4-3,1,28-Feb-25,122721.04635205584,14550.60764610891,corncob,media,3.0,8,nirK
CC-4-3,1,28-Feb-25,122721.04635205584,14550.60764610891,corncob,media,3.0,8,nirK
CC-4-3,1,28-Feb-25,122721.04635205584,14550.60764610891,corncob,media,3.0,8,nirK
WC-6-4,1,28-Feb-25,549124.9306514267,39136.05576127577,woodchip,media,4.0,8,nirK
WC-6-4,1,28-Feb-25,549124.9306514267,39136.05576127577,woodchip,media,4.0,8,nirK
WC-6-4,1,28-Feb-25,549124.9306514267,39136.05576127577,woodchip,media,4.0,8,nirK
CC-3-2,1,28-Feb-25,34140.12557623237,38129.7473507648,corncob,media,2.0,8,nirK
CC-3-2,1,28-Feb-25,34140.12557623237,38129.7473507648,corncob,media,2.0,8,nirK
CC-3-2,1,28-Feb-25,34140.12557623237,38129.7473507648,corncob,media,2.0,8,nirK
WC-5-3,1,28-Feb-25,212320.8003981316,8151.156876829936,woodchip,media,3.0,8,nirK
WC-5-3,1,28-Feb-25,212320.8003981316,8151.156876829936,woodchip,media,3.0,8,nirK
WC-5-3,1,28-Feb-25,212320.8003981316,8151.156876829936,woodchip,media,3.0,8,nirK
CC-1-20,1,28-Feb-25,57959.14175228508,30154.166235067423,corncob,media,20.0,8,nirK
CC-1-20,1,28-Feb-25,57959.14175228508,30154.166235067423,corncob,media,20.0,8,nirK
CC-1-20,1,28-Feb-25,57959.14175228508,30154.166235067423,corncob,media,20.0,8,nirK
WC-4-2,1,28-Feb-25,197231.4236527164,164040.89381768077,woodchip,media,2.0,8,nirK
WC-4-2,1,28-Feb-25,197231.4236527164,164040.89381768077,woodchip,media,2.0,8,nirK
WC-4-2,1,28-Feb-25,197231.4236527164,164040.89381768077,woodchip,media,2.0,8,nirK
WC-6-3,1,28-Feb-25,232536.73882713,24606.02282420053,woodchip,media,3.0,8,nirK
WC-6-3,1,28-Feb-25,232536.73882713,24606.02282420053,woodchip,media,3.0,8,nirK
WC-6-3,1,28-Feb-25,232536.73882713,24606.02282420053,woodchip,media,3.0,8,nirK
CC-2-20,1,28-Feb-25,9543.637941137677,1584.9493441009706,corncob,media,20.0,8,nirK
CC-2-20,1,28-Feb-25,9543.637941137677,1584.9493441009706,corncob,media,20.0,8,nirK
CC-2-20,1,28-Feb-25,9543.637941137677,1584.9493441009706,corncob,media,20.0,8,nirK
WC-5-2,1,28-Feb-25,102005.0185951306,65162.62388970288,woodchip,media,2.0,8,nirK
WC-5-2,1,28-Feb-25,102005.0185951306,65162.62388970288,woodchip,media,2.0,8,nirK
WC-5-2,1,28-Feb-25,102005.0185951306,65162.62388970288,woodchip,media,2.0,8,nirK
CC-1-4,1,28-Feb-25,62066.27026823896,8842.902508650655,corncob,media,4.0,8,nirK
CC-1-4,1,28-Feb-25,62066.27026823896,8842.902508650655,corncob,media,4.0,8,nirK
CC-1-4,1,28-Feb-25,62066.27026823896,8842.902508650655,corncob,media,4.0,8,nirK
CC-3-20,1,28-Feb-25,16090.87416129266,5479.541965383478,corncob,media,20.0,8,nirK
CC-3-20,1,28-Feb-25,16090.87416129266,5479.541965383478,corncob,media,20.0,8,nirK
CC-3-20,1,28-Feb-25,16090.87416129266,5479.541965383478,corncob,media,20.0,8,nirK
WC-6-2,1,28-Feb-25,179890.74815596748,196126.5063251845,woodchip,media,2.0,8,nirK
WC-6-2,1,28-Feb-25,179890.74815596748,196126.5063251845,woodchip,media,2.0,8,nirK
WC-6-2,1,28-Feb-25,179890.74815596748,196126.5063251845,woodchip,media,2.0,8,nirK
CC-2-4,1,28-Feb-25,18778.038849051325,325.7859161197446,corncob,media,4.0,8,nirK
CC-2-4,1,28-Feb-25,18778.038849051325,325.7859161197446,corncob,media,4.0,8,nirK
CC-2-4,1,28-Feb-25,18778.038849051325,325.7859161197446,corncob,media,4.0,8,nirK
WC-4-20,1,28-Feb-25,203452.1447126534,23324.6725113192,woodchip,media,20.0,8,nirK
WC-4-20,1,28-Feb-25,203452.1447126534,23324.6725113192,woodchip,media,20.0,8,nirK
WC-4-20,1,28-Feb-25,203452.1447126534,23324.6725113192,woodchip,media,20.0,8,nirK
CC-1-3,1,28-Feb-25,41616.71596105414,40669.52189152178,corncob,media,3.0,8,nirK
CC-1-3,1,28-Feb-25,41616.71596105414,40669.52189152178,corncob,media,3.0,8,nirK
CC-1-3,1,28-Feb-25,41616.71596105414,40669.52189152178,corncob,media,3.0,8,nirK
CC-3-4,1,28-Feb-25,14288.472803888892,12048.852173687026,corncob,media,4.0,8,nirK
CC-3-4,1,28-Feb-25,14288.472803888892,12048.852173687026,corncob,media,4.0,8,nirK
WC-5-20,1,28-Feb-25,111018.8235580242,23647.87906177485,woodchip,media,20.0,8,nirK
WC-5-20,1,28-Feb-25,111018.8235580242,23647.87906177485,woodchip,media,20.0,8,nirK
WC-5-20,1,28-Feb-25,111018.8235580242,23647.87906177485,woodchip,media,20.0,8,nirK
CC-2-3,1,28-Feb-25,20408.869158305617,16558.21513040383,corncob,media,3.0,8,nirK
CC-2-3,1,28-Feb-25,20408.869158305617,16558.21513040383,corncob,media,3.0,8,nirK
CC-2-3,1,28-Feb-25,20408.869158305617,16558.21513040383,corncob,media,3.0,8,nirK
WC-4-4,1,28-Feb-25,233408.97053229864,62930.203016202446,woodchip,media,4.0,8,nirK
WC-4-4,1,28-Feb-25,233408.97053229864,62930.203016202446,woodchip,media,4.0,8,nirK
WC-4-4,1,28-Feb-25,233408.97053229864,62930.203016202446,woodchip,media,4.0,8,nirK
WC-6-20,1,28-Feb-25,476084.97793284187,11442.60700065105,woodchip,media,20.0,8,nirK
WC-6-20,1,28-Feb-25,476084.97793284187,11442.60700065105,woodchip,media,20.0,8,nirK
CC-1-21,2,28-Feb-25,22803.75655985045,3318.7617356066207,corncob,media,21.0,16,nirK
CC-1-21,2,28-Feb-25,22803.75655985045,3318.7617356066207,corncob,media,21.0,16,nirK
CC-1-21,2,28-Feb-25,22803.75655985045,3318.7617356066207,corncob,media,21.0,16,nirK
WC-6-24,2,28-Feb-25,95688.89825928508,13956.73033769212,woodchip,media,24.0,16,nirK
WC-6-24,2,28-Feb-25,95688.89825928508,13956.73033769212,woodchip,media,24.0,16,nirK
WC-6-24,2,28-Feb-25,95688.89825928508,13956.73033769212,woodchip,media,24.0,16,nirK
CC-2-28,2,28-Feb-25,497.84590818836847,13.37466022719524,corncob,media,28.0,16,nirK
CC-2-28,2,28-Feb-25,497.84590818836847,13.37466022719524,corncob,media,28.0,16,nirK
CC-2-28,2,28-Feb-25,497.84590818836847,13.37466022719524,corncob,media,28.0,16,nirK
CC-2-21,2,28-Feb-25,45634.07383992867,6256.176476802681,corncob,media,21.0,16,nirK
CC-2-21,2,28-Feb-25,45634.07383992867,6256.176476802681,corncob,media,21.0,16,nirK
CC-2-21,2,28-Feb-25,45634.07383992867,6256.176476802681,corncob,media,21.0,16,nirK
CC-1-25,2,28-Feb-25,669.2026215356399,103.28639248369328,corncob,media,25.0,16,nirK
CC-1-25,2,28-Feb-25,669.2026215356399,103.28639248369328,corncob,media,25.0,16,nirK
CC-1-25,2,28-Feb-25,669.2026215356399,103.28639248369328,corncob,media,25.0,16,nirK
CC-3-28,2,28-Feb-25,190.50567868355336,16.979507878831846,corncob,media,28.0,16,nirK
CC-3-28,2,28-Feb-25,190.50567868355336,16.979507878831846,corncob,media,28.0,16,nirK
CC-3-28,2,28-Feb-25,190.50567868355336,16.979507878831846,corncob,media,28.0,16,nirK
CC-3-21,2,28-Feb-25,16504.723481709214,2076.165542481871,corncob,media,21.0,16,nirK
CC-3-21,2,28-Feb-25,16504.723481709214,2076.165542481871,corncob,media,21.0,16,nirK
CC-3-21,2,28-Feb-25,16504.723481709214,2076.165542481871,corncob,media,21.0,16,nirK
CC-2-25,2,28-Feb-25,1412.6403962794402,548.9129199102563,corncob,media,25.0,16,nirK
CC-2-25,2,28-Feb-25,1412.6403962794402,548.9129199102563,corncob,media,25.0,16,nirK
