,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,15811.926879125,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,16278.0824718205,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,16724.4606669644,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,13517.0722281349,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,12613.8986034006,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,13137.6201498455,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,14160.8557920377,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,12573.7402975752,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,12778.4084712512,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,-2.17624455792557,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,-3.49319680373555,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,-1.26672591186025,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,15647.2392108956,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,15692.8549139827,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,16376.5664565406,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,12660.6541397811,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,12966.6974603321,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,12259.4615428894,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,12763.0976270309,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,12327.8506135455,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,12791.214561642,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,-0.148184194063015,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,-4.72213557804253,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,-4.29733216876257,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,15739.8776057165,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,17341.9689579973,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,17142.5430228284,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13267.4835686481,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,12529.0776385999,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,13427.6441288104,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,13816.8403865835,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,13334.0799504635,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13462.7362618073,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,-5.61448657668152,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,-2.32170987367226,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,-4.69392527234504,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,15718.5161923235,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,15129.6434412428,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,16905.9693462059,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,14015.2445820505,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,14000.6528926985,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,13995.2970532277,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,13920.0931209959,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,13207.2911268535,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,13555.7542471126,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,-2.03083396016245,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,-5.33432128147051,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,-1.62241631378074,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,15041.697238247,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,16602.4454566986,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17733.790944195,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,13678.4291734309,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,13553.958782474,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,13523.759535225,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,16261.5065441432,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,15749.5156063609,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,15309.2781243684,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,-2.16743983626038,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,-2.16200358328269,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,-5.04853226170244,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,15664.198236317,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,15602.5370699168,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,16497.3272779795,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,13772.4556764129,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,13643.8318101341,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,13992.9756767593,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,15522.0158797864,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,15726.4557435689,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,16188.4556825997,,Unknown,Unassigned,False
