,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,9.78595990005859,9.87057246599612,9.62107029162369,30.344463242682,19.7681701784152,20.1143628574548,30.8811820301816,19.9780639096243,21.2055588435474,NaN,NaN,NaN
A,copy number,365000000,365000000,365000000,280.434931930052,457045.952824961,358771.247244427,192.674906104385,394650.817655771,167267.017306617,NaN,NaN,NaN
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,12.8418513246248,12.924387104972,12.6637806726791,19.6630472713631,19.470399063471,19.7913601174822,20.40407164021,19.8039560456039,20.9227721279797,NaN,NaN,NaN
B,copy number,36500000,36500000,36500000,491911.259640998,562854.293581785,449693.745475617,292974.705874562,445749.983531152,203842.8646531,NaN,NaN,NaN
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,18.1753864200897,17.7096825710123,17.4873555530872,21.7799887412487,21.6813007960787,21.7004091544924,19.1030278393914,19.1788011474561,19.0524355660202,NaN,NaN,NaN
C,copy number,3650000,3650000,3650000,111930.929730825,119928.566798417,118336.641901556,727730.136292985,690171.840497558,753938.19920261,NaN,NaN,NaN
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,20.4423523974458,20.597732315126,20.3446072755689,20.022164669662,19.8674223562488,19.9201342428397,20.6996254338782,18.7016268174222,20.5971874395257,NaN,NaN,NaN
D,copy number,365000,365000,365000,382665.366388864,426398.798083132,410966.891865407,238268.940793453,963562.594586116,255964.00380642,NaN,NaN,NaN
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,24.0023651235809,23.5613056021558,23.850144058618,18.6552768056395,18.5451707866002,18.5504570331442,30.0698576584308,30.4095785804151,31.0086367746154,NaN,NaN,NaN
E,copy number,36500,36500,36500,995306.64209971,1074972.16769683,1071005.57908412,339.807232619845,267.951331585112,176.244614033825,NaN,NaN,NaN
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,26.9662071960064,26.9268326438658,26.8946051084332,19.1285991959653,19.0392660468835,19.0345561487658,30.1549039576949,30.1577429397978,30.6652720773044,NaN,NaN,NaN
F,copy number,3650,3650,3650,714832.153386427,760913.807435744,763424.175599262,320.186629438395,319.551576650021,224.077992165604,NaN,NaN,NaN
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,27.5340749093997,29.505278411061,30.1791945788033,20.6832843609561,20.6011546511424,20.6991554429334,30.4449633343825,30.5387472832574,29.3177196691185,NaN,NaN,NaN
G,copy number,365,365,365,241007.403702533,255254.855642996,238347.26631943,261.402182933507,244.808262187216,574.995670299604,NaN,NaN,NaN
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-23,Unkn-23,Unkn-23
H,Sample,,,,,,,,,,,,
H,Cq,30.5954083134834,29.8854094057127,30.2727218172921,20.1650394711579,22.1831536922705,19.1634978067293,30.5572732468856,30.6142530864178,NaN,NaN,NaN,NaN
H,copy number,NaN,NaN,NaN,346279.376983122,84431.5603901797,697597.661371379,241.657093326233,232.217096567143,NaN,NaN,NaN,NaN
