,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,18324.1315209204,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,18083.406010121,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19387.1941123525,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,13034.7131862576,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,13852.8568940366,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,13332.745026537,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,13567.8975056715,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,13948.8697650083,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,14183.1417530113,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,6151.87985496292,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,7855.17049579553,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,6934.93380701062,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18259.880737723,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,18489.9541594468,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,20000.0377395132,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,14509.8071833961,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,13808.4493093839,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,14207.5380148074,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,14787.9976106446,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,14200.9583109384,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,15133.7354847085,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,11000.7245130058,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,11839.2722929246,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,10559.5408368234,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,16838.7497833357,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,19515.8949278753,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,18850.7693294108,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,12614.2468851986,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,14057.7539155398,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,12752.5270807299,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,13268.3670029481,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,12982.706226354,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13535.7209020583,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,11042.088790658,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,12194.1790495376,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,10497.184822317,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,19652.8772929501,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,18814.519254414,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,18146.2407489997,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,12543.8274240758,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,13607.1564220513,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,13023.3260173265,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,12736.6128323788,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,12835.1984273703,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,12791.4796934671,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,13033.4883691249,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,13446.8119538602,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,12967.0174632336,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,19084.5144289035,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,19494.8926389723,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,19846.7383244456,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,13987.2646945308,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,13887.9373289188,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,13828.4735856171,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,11329.1871433812,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12163.5757709059,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,12377.6129403923,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,14563.8690127359,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,14499.2342685472,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,14072.7393578483,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,18110.2235485427,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,18435.702245514,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,19373.2039527845,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,14544.5347194731,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,14589.7232278097,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,14628.8805215142,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,14675.7390162458,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,14683.9880519097,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,14571.6798597023,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,13897.5846082702,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,13535.455354182,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,14090.0369473674,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,14863.1637684957,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,17043.0394588213,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,18039.3389692885,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,14422.6902805181,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,14330.8569233385,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,13728.5582807476,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,14553.9082104386,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,12581.0055766207,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,13761.3064505578,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,13654.8489133705,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,13691.3205778004,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,13227.8324285281,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,16120.8274907892,,NTC,Unassigned,False
,H02,SYBR,,NTC,,14971.5048445321,,NTC,Unassigned,False
,H03,SYBR,,NTC,,15973.6958478412,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,13513.4676293108,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,14076.7369503304,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,13658.5465686134,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,14144.7646492331,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,14420.5166200958,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,14725.4218488115,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-24,,12906.990266848,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-24,,12688.2008750674,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-24,,14376.8191874736,,Unknown,Unassigned,False
