,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,3041.918375915,77.5,94,
,A02,SYBR,,Std-01,,87,2829.65804285067,81,95,
,A03,SYBR,,Std-01,,87,3106.82140677196,80.5,95,
,A04,SYBR,,Unkn-01,,87,2180.09135987266,68.5,95,
,A05,SYBR,,Unkn-01,,87,2264.231019921,68.5,94,
,A06,SYBR,,Unkn-01,,87,2156.75541021257,69,94,
,A07,SYBR,,Unkn-09,,86.5,2484.06804669504,79,94,
,A08,SYBR,,Unkn-09,,86.5,2451.4697887096,68.5,94,
,A09,SYBR,,Unkn-09,,86.5,2503.62490412663,68.5,94,
,A10,SYBR,,Unkn-17,,86,2228.75556448178,78.5,90,
,A11,SYBR,,Unkn-17,,86,2598.58215790602,75.5,90.5,
,A12,SYBR,,Unkn-17,,86,2423.01855329144,81,90,
,B01,SYBR,,Std-02,,87,2927.59826502512,79,95,
,B02,SYBR,,Std-02,,87,2828.69958554237,80.5,94,
,B03,SYBR,,Std-02,,87,3061.16690940119,80,94,
,B04,SYBR,,Unkn-02,,86.5,2371.68782465403,68.5,95,
,B05,SYBR,,Unkn-02,,86.5,2322.32801597751,69.5,95,
,B06,SYBR,,Unkn-02,,86.5,2307.4061903105,68,95,
,B07,SYBR,,Unkn-10,,86,2359.94919799439,67.5,95,
,B08,SYBR,,Unkn-10,,86,2352.35416199152,73.5,95,
,B09,SYBR,,Unkn-10,,86,2405.07397131992,67.5,95,
,B10,SYBR,,Unkn-18,,86.5,2671.09946801296,78.5,91,
,B11,SYBR,,Unkn-18,,86.5,2770.99248915069,68,91,
,B12,SYBR,,Unkn-18,,86.5,2579.8078296907,82.5,94,
,C01,SYBR,,Std-03,,87,2702.78687973499,80.5,95,
,C02,SYBR,,Std-03,,87,3110.29416153403,80.5,95,
,C03,SYBR,,Std-03,,87,3009.52894005421,81,94,
,C04,SYBR,,Unkn-03,,87,2376.79477435372,68.5,94,
,C05,SYBR,,Unkn-03,,87,2398.92202426497,68,94,
,C06,SYBR,,Unkn-03,,87,2178.13481946644,67.5,95,
,C07,SYBR,,Unkn-11,,86.5,2232.0789588039,73,95,
,C08,SYBR,,Unkn-11,,86.5,2230.62820589135,74,95,
,C09,SYBR,,Unkn-11,,86,2285.7560528072,67.5,95,
,C10,SYBR,,Unkn-19,,86.5,2699.19136260468,68,91,
,C11,SYBR,,Unkn-19,,86.5,2890.38102827125,68,91,
,C12,SYBR,,Unkn-19,,86.5,2572.3611637028,75,91,
,D01,SYBR,,Std-04,,87,3052.26357361872,80,94,
,D02,SYBR,,Std-04,,87,2912.46477751985,80.5,94,
,D03,SYBR,,Std-04,,86.5,2826.00969268787,81,95,
,D04,SYBR,,Unkn-04,,87,2254.31973511982,68.5,95,
,D05,SYBR,,Unkn-04,,87,2343.07762121249,68.5,95,
,D06,SYBR,,Unkn-04,,87,2237.42094342792,68,95,
,D07,SYBR,,Unkn-12,,87,2373.3817162519,69,95,
,D08,SYBR,,Unkn-12,,87,2253.1359692842,67.5,94,
,D09,SYBR,,Unkn-12,,87,2251.23528794315,67.5,95,
,D10,SYBR,,Unkn-20,,86.5,2862.65724461538,68,94,
,D11,SYBR,,Unkn-20,,86.5,2827.68825317818,68.5,91,
,D12,SYBR,,Unkn-20,,87,2771.50466808356,68.5,91,
,E01,SYBR,,Std-05,,87,2891.3159974958,80.5,93,
,E02,SYBR,,Std-05,,86.5,2971.62866108286,80.5,95,
,E03,SYBR,,Std-05,,86.5,2999.88590112918,81,95,
,E04,SYBR,,Unkn-05,,86.5,2460.12971938517,72,91,
,E05,SYBR,,Unkn-05,,86.5,2366.50664471031,67.5,91,
,E06,SYBR,,Unkn-05,,86.5,2401.35255597281,67.5,91,
,E07,SYBR,,Unkn-13,,86,2608.86328959502,73.5,91,
,E08,SYBR,,Unkn-13,,86,2621.38827641101,69,91,
,E09,SYBR,,Unkn-13,,86,2648.18327728122,67.5,91,
,E10,SYBR,,Unkn-21,,87,2582.4615908967,67.5,95,
,E11,SYBR,,Unkn-21,,87,2564.93118167878,68,94,
,E12,SYBR,,Unkn-21,,87,2641.8248906745,73,94,
,F01,SYBR,,Std-06,,86.5,2839.79673872716,80.5,90.5,
,F02,SYBR,,Std-06,,86.5,2850.99382459017,80.5,94,
,F03,SYBR,,Std-06,,86.5,2901.36779103453,80.5,94,
,F04,SYBR,,Unkn-06,,86,2373.96741773754,68,94,
,F05,SYBR,,Unkn-06,,86,2421.69876391923,67.5,94,
,F06,SYBR,,Unkn-06,,86,2376.57817298172,67.5,94,
,F07,SYBR,,Unkn-14,,86.5,2416.40600328525,68,95,
,F08,SYBR,,Unkn-14,,86.5,2320.10503810844,67.5,95,
,F09,SYBR,,Unkn-14,,86.5,2330.39678903813,67.5,95,
,F10,SYBR,,Unkn-22,,86.5,2399.63302359753,67.5,94,
,F11,SYBR,,Unkn-22,,86.5,2272.16797383551,67.5,94,
,F12,SYBR,,Unkn-22,,86.5,2395.34145196076,68,94,
,G01,SYBR,,Std-07,,86.5,2065.93778325716,80.5,94,
,G02,SYBR,,Std-07,,86.5,2121.33443051897,80.5,95,
,G03,SYBR,,Std-07,,86.5,2463.75027483939,80.5,92,
,G04,SYBR,,Unkn-07,,86,2177.58536051358,68,95,
,G05,SYBR,,Unkn-07,,86,2172.23626897164,67.5,94,
,G06,SYBR,,Unkn-07,,86,2232.17699406385,67.5,95,
,G07,SYBR,,Unkn-15,,86,2532.55356423652,67.5,94,
,G08,SYBR,,Unkn-15,,85.5,2218.11351781028,67.5,95,
,G09,SYBR,,Unkn-15,,85.5,2375.33093340088,67.5,94,
,G10,SYBR,,Unkn-23,,86.5,2363.46466625455,67.5,95,
,G11,SYBR,,Unkn-23,,86.5,2337.64741074965,67.5,94,
,G12,SYBR,,Unkn-23,,87,2338.74975942155,69,94,
,H01,SYBR,,NTC,,87,2184.20897145792,79.5,92,
,H02,SYBR,,NTC,,87,2288.84258991168,80,91,
,H03,SYBR,,NTC,,87,2084.51498112979,81,92.5,
,H04,SYBR,,Unkn-08,,86.5,2283.1368754453,67.5,95,
,H05,SYBR,,Unkn-08,,86.5,2401.92021557206,67.5,95,
,H06,SYBR,,Unkn-08,,86.5,2301.87483412999,67.5,94,
,H07,SYBR,,Unkn-16,,86,2357.62926997709,67.5,95,
,H08,SYBR,,Unkn-16,,86,2385.65332332677,68,95,
,H09,SYBR,,Unkn-16,,86,2441.7095745054,67.5,94,
,H10,SYBR,,Unkn-24,,86.5,2582.46459889865,79.5,91,
,H11,SYBR,,Unkn-24,,86.5,2498.14680026097,79.5,91,
,H12,SYBR,,Unkn-24,,86.5,2935.1120025251,79,91,
