,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,20153.8794467907,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,19821.05693759,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,20508.6471651188,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,13211.5046754091,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,13060.8677171388,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,14412.7437359423,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,14527.1326396986,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,13138.2725109759,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,13596.9193731702,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,14819.512958253,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,15165.4710539782,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,15140.8283554673,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18746.2438586223,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,20448.3031520491,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,20114.0673558435,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,13789.0945677119,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,13990.7420610277,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,14257.018978848,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,13558.2928340604,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,12938.604982918,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,12713.4659631178,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,14037.1372074805,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,14559.1903771977,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,13736.8855535111,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,18503.3580787906,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,20959.4025772005,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,20963.0437812763,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13360.4060402509,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,14181.3452718372,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,13828.5488024745,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,12300.1647663549,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,13208.2261404135,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13233.6273604307,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,12513.2647655298,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,15668.6143790918,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,14323.961282423,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,20036.3163582827,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,19398.2798666895,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,20526.4927672209,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,14881.1083971223,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,15119.5411217009,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,14721.0310404877,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,12060.6549447944,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,11423.9866908943,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,11997.5729785049,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,14990.2309258561,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,15349.4019798865,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,14371.4246106427,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,18904.7306228946,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,20438.7606206465,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,20688.7008817733,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,17564.2153382689,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,16737.3686050526,,Unknown,Unassigned,False
