,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,3322.14922513994,82.5,94,
,A02,SYBR,,Std-01,,86.5,2977.63097442674,80.5,94,
,A03,SYBR,,Std-01,,86.5,3083.87114722851,81,95,
,A04,SYBR,,Unkn-01,,87,2753.61057789,68.5,95,
,A05,SYBR,,Unkn-01,,87,2749.96160373871,68,95,
,A06,SYBR,,Unkn-01,,87,2777.46909571509,68,94,
,A07,SYBR,,Unkn-09,,87,2561.35305007238,79.5,94,
,A08,SYBR,,Unkn-09,,87,2525.99915645931,79,95,
,A09,SYBR,,Unkn-09,,87,2568.90716612559,67.5,94,
,A10,SYBR,,Unkn-17,,86.5,2499.55706010845,67.5,94,
,A11,SYBR,,Unkn-17,,86.5,2549.757883275,67.5,93.5,
,A12,SYBR,,Unkn-17,,86.5,2714.07146278584,81.5,91.5,
,B01,SYBR,,Std-02,,86.5,3224.37247290034,80.5,95,
,B02,SYBR,,Std-02,,86.5,3213.73027355068,80.5,95,
,B03,SYBR,,Std-02,,86.5,3336.97761577982,80.5,94,
,B04,SYBR,,Unkn-02,,86.5,2509.76894047544,67.5,95,
,B05,SYBR,,Unkn-02,,86.5,2513.79073279351,67.5,95,
,B06,SYBR,,Unkn-02,,86.5,2582.75746355783,67.5,95,
,B07,SYBR,,Unkn-10,,86.5,2688.28377103567,67.5,95,
,B08,SYBR,,Unkn-10,,86.5,2630.47480666754,68,95,
,B09,SYBR,,Unkn-10,,86.5,2674.15605891445,68.5,95,
,B10,SYBR,,Unkn-18,,86.5,2378.29975788786,68,95,
,B11,SYBR,,Unkn-18,,86.5,2403.31729891479,68,95,
,B12,SYBR,,Unkn-18,,86.5,2401.31514186979,78,95,
,C01,SYBR,,Std-03,,86.5,3059.81304419262,80.5,94,
,C02,SYBR,,Std-03,,86.5,3314.53513391815,80,94,
,C03,SYBR,,Std-03,,86.5,3291.72179808355,80.5,93.5,
,C04,SYBR,,Unkn-03,,86,2571.66196123173,67.5,95,
,C05,SYBR,,Unkn-03,,86,2660.15347626536,67.5,95,
,C06,SYBR,,Unkn-03,,86,2538.22594959107,68,95,
,C07,SYBR,,Unkn-11,,86.5,2335.18547868042,69,95,
,C08,SYBR,,Unkn-11,,86.5,2407.40426500413,68.5,95,
,C09,SYBR,,Unkn-11,,86.5,2415.54958984953,68,94,
,C10,SYBR,,Unkn-19,,86,1919.84410558129,68.5,95,
,C11,SYBR,,Unkn-19,,86,2389.30044117367,68,94,
,C12,SYBR,,Unkn-19,,86,2283.15519025086,73,95,
,D01,SYBR,,Std-04,,86.5,3219.85014620716,80.5,94,
,D02,SYBR,,Std-04,,86.5,3073.52066966266,79,95,
,D03,SYBR,,Std-04,,86.5,3238.98717884998,80,95,
,D04,SYBR,,Unkn-04,,86.5,2546.1767177592,68,95,
,D05,SYBR,,Unkn-04,,86.5,2627.09692815814,68,95,
,D06,SYBR,,Unkn-04,,86.5,2598.92525445482,67.5,95,
,D07,SYBR,,Unkn-12,,86.5,2921.5055573603,67.5,91,
,D08,SYBR,,Unkn-12,,86.5,2731.60707642884,67.5,91,
,D09,SYBR,,Unkn-12,,86.5,2853.5436237776,68,91,
,D10,SYBR,,Unkn-20,,86.5,2492.44022272774,67.5,95,
,D11,SYBR,,Unkn-20,,86.5,2517.45969041873,67.5,95,
,D12,SYBR,,Unkn-20,,86.5,2471.92503500647,75.5,95,
,E01,SYBR,,Std-05,,86.5,2862.33427516489,79.5,94,
,E02,SYBR,,Std-05,,86.5,3189.78907061466,80,94,
,E03,SYBR,,Std-05,,86.5,3220.01591368723,80.5,90.5,
,E04,SYBR,,Unkn-05,,86.5,2777.21707356934,67.5,94,
,E05,SYBR,,Unkn-05,,86.5,2714.90177944119,67.5,95,
,E06,SYBR,,Unkn-05,,86.5,2788.86155668641,67.5,95,
,E07,SYBR,,Unkn-13,,86.5,2740.82153290813,67.5,95,
,E08,SYBR,,Unkn-13,,86.5,2554.13563845239,67.5,93.5,
,E09,SYBR,,Unkn-13,,86.5,2650.98844470336,67.5,95,
,E10,SYBR,,Unkn-21,,86,2553.66346266216,67.5,91,
,E11,SYBR,,Unkn-21,,86,2595.60131826672,67.5,91,
,E12,SYBR,,Unkn-21,,86,2574.3485844752,67.5,91,
,F01,SYBR,,Std-06,,86.5,2985.60000563965,79.5,94,
,F02,SYBR,,Std-06,,86.5,2771.25936546958,79.5,90.5,
,F03,SYBR,,Std-06,,86.5,2844.17405733952,80.5,95,
,F04,SYBR,,Unkn-06,,86.5,2451.30619393581,68,94,
,F05,SYBR,,Unkn-06,,87,2614.53695452122,68.5,95,
,F06,SYBR,,Unkn-06,,86.5,2479.28458375597,67.5,94,
,F07,SYBR,,Unkn-14,,86.5,2882.26304949484,68,94,
,F08,SYBR,,Unkn-14,,86.5,2808.68877219792,68,95,
,F09,SYBR,,Unkn-14,,86.5,2844.86519892203,68,95,
,F10,SYBR,,Unkn-22,,86.5,2532.83211224499,68,95,
,F11,SYBR,,Unkn-22,,86.5,2503.06547059741,68,95,
,F12,SYBR,,Unkn-22,,86.5,2371.38281397204,76.5,95,
,G01,SYBR,,Std-07,,86.5,2729.3204988569,79.5,91.5,
,G02,SYBR,,Std-07,,86.5,2663.55589842489,79,94,
,G03,SYBR,,Std-07,,86.5,2693.91461858724,80.5,91.5,
,G04,SYBR,,Unkn-07,,88.5,2039.8374397302,68.5,92,
,G05,SYBR,,Unkn-07,,88.5,2137.5219133048,68.5,92,
,G06,SYBR,,Unkn-07,,88.5,2147.4970429283,68.5,92,
,G07,SYBR,,Unkn-15,,86.5,3121.03607932017,68.5,95,
,G08,SYBR,,Unkn-15,,86.5,2891.98243038045,67.5,95,
,G09,SYBR,,Unkn-15,,86.5,3011.59189089424,68,95,
,G10,SYBR,,Unkn-23,,86.5,2383.51087518743,67.5,95,
,G11,SYBR,,Unkn-23,,86.5,2382.19214556663,68,94,
,G12,SYBR,,Unkn-23,,86.5,2336.0883652833,76.5,94,
,H01,SYBR,,NTC,,86.5,2307.84768313522,80,92,
,H02,SYBR,,NTC,,87,2431.70779802693,77.5,91.5,
,H03,SYBR,,NTC,,86.5,2498.43855081084,67.5,92,
,H04,SYBR,,Unkn-08,,86.5,2053.51872014502,68.5,92,
,H05,SYBR,,Unkn-08,,87,2197.05673019279,68,92,
,H06,SYBR,,Unkn-08,,87,2177.13395337003,68,92,
,H07,SYBR,,Unkn-16,,86.5,2138.48490967956,68.5,95,
,H08,SYBR,,Unkn-16,,86.5,2114.71167526704,68,95,
,H09,SYBR,,Unkn-16,,86.5,2099.06280799358,68.5,95,
,H10,SYBR,,Unkn-24,,86.5,2396.9518912576,68,91,
,H11,SYBR,,Unkn-24,,86.5,2361.53490224046,68,91,
,H12,SYBR,,Unkn-24,,86.5,2652.29914021945,68.5,94,
