,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,17441.56195868,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,18271.2327891971,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19217.1254840616,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,10152.8539286632,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,10459.2685182542,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,10158.742172357,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,9823.22556342642,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,10259.5564774195,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,9837.90388895873,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,9470.97734917386,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,10203.8211061974,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,9803.72467860641,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16927.143292298,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,17278.122674454,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,18083.7110141542,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,10899.81601414,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,11911.5133251109,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,12162.0185514007,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,12864.6688097977,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,12456.1385762381,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,12571.8847171883,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,9606.07364958655,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,10037.1353751742,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,9043.13955651306,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,17344.1224310153,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,19770.9233739562,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,18962.5490194915,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,12016.3811212343,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,13006.8578755753,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,12348.9146445422,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,10307.4312843586,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,10852.4708364824,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,10818.8670752126,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,14047.1729269732,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,14490.0294516945,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,13085.7832675866,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,19249.5508746246,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,18027.0701040706,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,19153.7913740337,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,9566.94704956455,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,10320.4602389899,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,10848.9837980325,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,10898.8508730677,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,10737.4588948659,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,10730.3877974801,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,14428.2485297559,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,14689.5455861298,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,14132.8336808837,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,18009.7942140034,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,18813.4038152925,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,18933.3065746848,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,11799.022807734,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,11071.934783443,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,11721.9171887946,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,2734.69517754838,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12668.9935600421,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,12793.6786307286,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,10602.2287614909,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,10371.5572890312,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,9530.02120179691,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,16666.0630041667,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,17846.886647657,,Standard,Unassigned,False
