,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,9.36011347462579,365000000
,A02,SYBR,,Std-01,,9.17176511106141,365000000
,A03,SYBR,,Std-01,,9.06100882855719,365000000
,A04,SYBR,,Unkn-01,,20.9389237161452,412919.139124485
,A05,SYBR,,Unkn-01,,21.0172474298926,393815.734523187
,A06,SYBR,,Unkn-01,,20.8990486008461,422998.012932384
,A07,SYBR,,Unkn-09,,21.258405503022,340370.725735302
,A08,SYBR,,Unkn-09,,21.4703837990383,299416.334905515
,A09,SYBR,,Unkn-09,,21.2188649858932,348608.226553136
,A10,SYBR,,Unkn-17,,18.8755932057769,1438151.77479124
,A11,SYBR,,Unkn-17,,19.0162222985842,1320894.35697762
,A12,SYBR,,Unkn-17,,18.954458412593,1371167.6159141
,B01,SYBR,,Std-02,,13.7435707257563,36500000
,B02,SYBR,,Std-02,,13.9161611210422,36500000
,B03,SYBR,,Std-02,,13.4390717602437,36500000
,B04,SYBR,,Unkn-02,,21.4742173357825,298722.957581351
,B05,SYBR,,Unkn-02,,21.6777626461557,264123.374789976
,B06,SYBR,,Unkn-02,,21.5147743217976,291484.986936405
,B07,SYBR,,Unkn-10,,20.1755591524846,655186.465024677
,B08,SYBR,,Unkn-10,,20.16787242274,658239.376792889
,B09,SYBR,,Unkn-10,,19.9679028512159,742859.092484072
,B10,SYBR,,Unkn-18,,17.8580378005058,2661145.26967067
,B11,SYBR,,Unkn-18,,17.816986367267,2728040.79392791
,B12,SYBR,,Unkn-18,,17.9152433694591,2570652.5148332
,C01,SYBR,,Std-03,,17.7586261159008,3650000
,C02,SYBR,,Std-03,,17.5242811743142,3650000
,C03,SYBR,,Std-03,,17.8670411719344,3650000
,C04,SYBR,,Unkn-03,,21.2782362688016,336312.95181503
,C05,SYBR,,Unkn-03,,21.2709332891998,337801.63049816
,C06,SYBR,,Unkn-03,,21.2096894476305,350548.096397763
,C07,SYBR,,Unkn-11,,19.3572181512112,1074742.79134229
,C08,SYBR,,Unkn-11,,19.2897074140926,1119531.79100319
,C09,SYBR,,Unkn-11,,19.1867042996238,1191490.2576798
,C10,SYBR,,Unkn-19,,19.4758828043373,1000315.33697006
,C11,SYBR,,Unkn-19,,19.3963907177447,1049580.49968525
,C12,SYBR,,Unkn-19,,19.4754511626314,1000576.50191125
,D01,SYBR,,Std-04,,21.4065808465905,365000
,D02,SYBR,,Std-04,,21.5356278795249,365000
,D03,SYBR,,Std-04,,21.2016048656827,365000
,D04,SYBR,,Unkn-04,,19.842432537439,801422.595998429
,D05,SYBR,,Unkn-04,,19.6833795151963,882342.742948928
,D06,SYBR,,Unkn-04,,19.708256895336,869166.946988969
,D07,SYBR,,Unkn-12,,18.6600352411635,1638406.42563746
,D08,SYBR,,Unkn-12,,18.8561320121891,1455178.46883662
,D09,SYBR,,Unkn-12,,18.618103374937,1680487.0423673
