,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,9.36011347462579,9.17176511106141,9.06100882855719,20.9389237161452,21.0172474298926,20.8990486008461,21.258405503022,21.4703837990383,21.2188649858932,18.8755932057769,19.0162222985842,18.954458412593
A,copy number,365000000,365000000,365000000,412919.139124485,393815.734523187,422998.012932384,340370.725735302,299416.334905515,348608.226553136,1438151.77479124,1320894.35697762,1371167.6159141
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,13.7435707257563,13.9161611210422,13.4390717602437,21.4742173357825,21.6777626461557,21.5147743217976,20.1755591524846,20.16787242274,19.9679028512159,17.8580378005058,17.816986367267,17.9152433694591
B,copy number,36500000,36500000,36500000,298722.957581351,264123.374789976,291484.986936405,655186.465024677,658239.376792889,742859.092484072,2661145.26967067,2728040.79392791,2570652.5148332
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,17.7586261159008,17.5242811743142,17.8670411719344,21.2782362688016,21.2709332891998,21.2096894476305,19.3572181512112,19.2897074140926,19.1867042996238,19.4758828043373,19.3963907177447,19.4754511626314
C,copy number,3650000,3650000,3650000,336312.95181503,337801.63049816,350548.096397763,1074742.79134229,1119531.79100319,1191490.2576798,1000315.33697006,1049580.49968525,1000576.50191125
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,21.4065808465905,21.5356278795249,21.2016048656827,19.842432537439,19.6833795151963,19.708256895336,18.6600352411635,18.8561320121891,18.618103374937,20.7170137791652,20.765635338972,20.6869234457891
D,copy number,365000,365000,365000,801422.595998429,882342.742948928,869166.946988969,1638406.42563746,1455178.46883662,1680487.0423673,472226.438329436,458542.616924196,480898.708685054
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,25.2022997929803,25.1056759845403,24.9173293272966,20.6740469287059,20.7032172528031,20.5736156808375,38.5889792867947,20.5147940712939,20.4606939888656,21.5337423513881,21.6920346195415,21.5615172903013
E,copy number,36500,36500,36500,484658.311842649,476183.119202626,515008.29265461,9.55052008320181,533659.06069309,551408.466499466,288160.323792997,261853.427422667,283360.307850792
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,28.3260817048403,28.4783668554664,28.8506538776329,19.3311097090081,19.3129434666123,19.2700172768618,19.7679089929859,19.7868743502079,19.8476480786872,18.9678990943169,19.034937403947,19.0433863416013
F,copy number,3650,3650,3650,1091847.5362973,1103909.35669004,1132943.10828764,838369.377909604,828808.318344422,798898.684797448,1360067.03299434,1306028.06174985,1299371.60094281
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,32.1070682711879,32.6137397455448,32.4140066670047,21.6077044773276,21.9793359598023,21.4224070837077,20.8602117725005,21.0131992223491,20.855778727287,19.3406537503555,19.1490719440556,19.8896665784584
G,copy number,365,365,365,275554.696731544,220088.696018974,308231.281972639,433050.886716672,394781.085945472,434213.462469672,1085563.48979239,1218918.70714705,778852.87266934
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,NaN,NaN,NaN,20.9562922318887,20.5701649733673,20.6384364930988,19.083850303122,19.1252830152644,19.076996378936,30.3546350318958,18.428745243322,17.9274022225832
H,copy number,NaN,NaN,NaN,408604.478583485,516084.196540132,495209.364688011,1267959.53646567,1236582.14975122,1273226.28963029,1389.31679294623,1884389.29080158,2551818.71072131
