,Well,Fluor,Target,Content,Sample,Cq,SQ
,H01,SYBR,,NTC,,34.4434050857471,NaN
,H02,SYBR,,NTC,,34.4513867717306,NaN
,H03,SYBR,,NTC,,34.4449909029551,NaN
,A01,SYBR,,Std-01,,34.5259571083322,365000000
,A02,SYBR,,Std-01,,34.9199007292502,365000000
,A03,SYBR,,Std-01,,34.539375942377,365000000
,B01,SYBR,,Std-02,,10.5909020241938,36500000
,B02,SYBR,,Std-02,,10.5741985863812,36500000
,B03,SYBR,,Std-02,,10.794337469397,36500000
,C01,SYBR,,Std-03,,14.4024579753493,3650000
,C02,SYBR,,Std-03,,14.3089649175176,3650000
,C03,SYBR,,Std-03,,14.4419282109872,3650000
,D01,SYBR,,Std-04,,17.8051982464844,365000
,D02,SYBR,,Std-04,,18.0931418701268,365000
,D03,SYBR,,Std-04,,18.0278953553814,365000
,E01,SYBR,,Std-05,,21.6068939931489,36500
,E02,SYBR,,Std-05,,21.3839775009554,36500
,E03,SYBR,,Std-05,,21.7263088461986,36500
,F01,SYBR,,Std-06,,25.3036976569638,3650
,F02,SYBR,,Std-06,,25.2469418631444,3650
,F03,SYBR,,Std-06,,25.3380863758878,3650
,G01,SYBR,,Std-07,,29.0346955546881,365
,G02,SYBR,,Std-07,,28.6485679911953,365
,G03,SYBR,,Std-07,,28.9892639460259,365
,A04,SYBR,,Unkn-01,,21.3886813662532,2175143.49696824
,A05,SYBR,,Unkn-01,,21.1680716012081,4569388.7097075
,A06,SYBR,,Unkn-01,,21.4881861927711,1556268.77455037
,B04,SYBR,,Unkn-02,,20.6300889543808,27925143.9592071
,B05,SYBR,,Unkn-02,,20.6068129234469,30200070.7950412
,B06,SYBR,,Unkn-02,,20.7319129240873,19824544.5841134
,C04,SYBR,,Unkn-03,,20.4653409890937,48611217.7301608
,C05,SYBR,,Unkn-03,,20.556645328691,35753314.3716583
,C06,SYBR,,Unkn-03,,21.1775734816098,4425611.65188853
,D04,SYBR,,Unkn-04,,26.4194445618173,0.0968701690683047
,D05,SYBR,,Unkn-04,,26.6520469809148,0.0442889489725486
,D06,SYBR,,Unkn-04,,26.6482904602987,0.0448522940688663
,E04,SYBR,,Unkn-05,,18.8646680628024,10610847773.8794
,E05,SYBR,,Unkn-05,,19.1133956610037,4595070485.22572
,E06,SYBR,,Unkn-05,,18.8981561131341,9480146249.92678
,F04,SYBR,,Unkn-06,,21.9813133679587,296137.355297953
,F05,SYBR,,Unkn-06,,20.4198732751319,56647018.59382
,F06,SYBR,,Unkn-06,,19.9564106990255,269414217.862216
,G04,SYBR,,Unkn-07,,22.8010504358321,18777.4624070278
,G05,SYBR,,Unkn-07,,21.8834147954762,411670.108534145
,G06,SYBR,,Unkn-07,,21.3747080337075,2279852.28653097
,H04,SYBR,,Unkn-08,,22.0048150907808,273621.901484584
,H05,SYBR,,Unkn-08,,21.6566859558175,882797.589214597
,H06,SYBR,,Unkn-08,,22.0153872381402,264059.688338588
