,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,88,2135.61684702512,83,91.5,
,A02,SYBR,,Std-01,,88,1972.88301893256,82.5,95,
,A03,SYBR,,Std-01,,88,2192.54422241992,83,91.5,
,A04,SYBR,,Unkn-01,,88,2461.00632180917,69,95,
,A05,SYBR,,Unkn-01,,88,2638.45601985563,69,95,
,A06,SYBR,,Unkn-01,,88,2510.66502073892,69,94,
,A07,SYBR,,Unkn-09,,88,2532.16268642613,69,94,
,A08,SYBR,,Unkn-09,,88,2491.18618196801,69,95,
,A09,SYBR,,Unkn-09,,87.5,2598.119709989,69,95,
,A10,SYBR,,Unkn-17,,87,2575.55236329801,69.5,95,
,A11,SYBR,,Unkn-17,,87,2562.20704804704,69,95,
,A12,SYBR,,Unkn-17,,87.5,2365.02139253289,68.5,94,
,B01,SYBR,,Std-02,,88,4200.02392646749,80,91.5,
,B02,SYBR,,Std-02,,88,4071.30507915219,82.5,95,
,B03,SYBR,,Std-02,,88,3998.9601798017,82.5,94,
,B04,SYBR,,Unkn-02,,88,2962.55932165179,69,94,
,B05,SYBR,,Unkn-02,,88,2924.40952840842,69,94,
,B06,SYBR,,Unkn-02,,88,3008.39637131361,69,94,
,B07,SYBR,,Unkn-10,,87,2340.1736148287,69,95,
,B08,SYBR,,Unkn-10,,86.5,2397.71192802854,69,95,
,B09,SYBR,,Unkn-10,,86.5,2583.80739611467,69.5,95,
,B10,SYBR,,Unkn-18,,86.5,2686.15326344745,69,95,
,B11,SYBR,,Unkn-18,,86.5,2692.16189117885,69,94,
,B12,SYBR,,Unkn-18,,86,2401.71075731943,78,95,
,C01,SYBR,,Std-03,,88,3980.73519707781,82.5,91.5,
,C02,SYBR,,Std-03,,88,4031.12126291346,82.5,91.5,
,C03,SYBR,,Std-03,,88,3992.56077033931,83,91.5,
,C04,SYBR,,Unkn-03,,87.5,2577.2633642556,69,95,
,C05,SYBR,,Unkn-03,,87.5,2661.01651191155,69,95,
,C06,SYBR,,Unkn-03,,87.5,2579.05109016146,69,95,
,C07,SYBR,,Unkn-11,,87,3046.4514195639,74,94,
,C08,SYBR,,Unkn-11,,86.5,2698.22596618873,69,94,
,C09,SYBR,,Unkn-11,,87,3198.94004303514,69,95,
,C10,SYBR,,Unkn-19,,89,3116.54217860277,68.5,95,
,C11,SYBR,,Unkn-19,,89,3015.68121028001,68.5,95,
,C12,SYBR,,Unkn-19,,89,3103.70702368478,78.5,95,
,D01,SYBR,,Std-04,,88,4072.34323304062,82.5,91.5,
,D02,SYBR,,Std-04,,88,3636.03415119199,83,91.5,
,D03,SYBR,,Std-04,,88,3464.66452341333,82.5,91.5,
,D04,SYBR,,Unkn-04,,87.5,2732.60836664769,68.5,95,
,D05,SYBR,,Unkn-04,,87.5,2637.86891721168,68.5,94,
,D06,SYBR,,Unkn-04,,87.5,2997.72362620904,68.5,95,
,D07,SYBR,,Unkn-12,,88.5,2691.79214811037,80.5,95,
,D08,SYBR,,Unkn-12,,89,2998.86241630782,80,95,
,D09,SYBR,,Unkn-12,,88.5,3025.11820587657,79,95,
,D10,SYBR,,Unkn-20,,88,2694.74660136682,69,95,
,D11,SYBR,,Unkn-20,,88,2482.3264631563,69.5,95,
,D12,SYBR,,Unkn-20,,88,2734.39494989281,70,95,
,E01,SYBR,,Std-05,,88,3460.48216811077,82,91.5,
,E02,SYBR,,Std-05,,88,3924.87240881011,82.5,91.5,
,E03,SYBR,,Std-05,,88,3375.05904891614,82.5,91.5,
,E04,SYBR,,Unkn-05,,88.5,3137.37534312753,68.5,95,
,E05,SYBR,,Unkn-05,,88.5,2665.78837415104,77.5,94,
,E06,SYBR,,Unkn-05,,88.5,2833.79316622696,79,95,
,E07,SYBR,,Unkn-13,,88,2539.15976477303,69,95,
