,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,7.5231284067267,7.62193750905953,7.56342238563694,25.2777283555829,25.1479939680687,25.5951639352562,24.31676132263,24.4305164378802,24.0692607048443,25.0662466827409,25.1090660838075,27.4801921171659
A,copy number,365000000,365000000,365000000,4114.3789054641,4475.5082969158,3348.90238666636,7672.70915972708,7127.06990036601,9008.5359688807,4719.16841047969,4589.92852385062,986.296905593833
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,11.4297569798186,11.3717991019256,11.3754667390555,24.4894852617861,23.921063182812,23.7818795693502,24.4927509716127,24.4781621052181,24.6040842472255,25.0003609824697,24.6723886265229,26.1077855578134
B,copy number,36500000,36500000,36500000,6859.66931397836,9917.27170357354,10854.0433309014,6845.15731267393,6910.22529118598,6368.362795637,4925.17160234089,6092.43234099896,2401.75644088548
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,14.5822816247676,14.4703675694828,14.7820692300648,24.1693070226138,24.4171096438538,24.3302944173014,24.7389060978364,24.3441577114154,24.0483775250068,24.3907819103821,24.6518747327787,25.1468913038179
C,copy number,3650000,3650000,3650000,8442.62329644319,7189.30445411453,7605.66702050555,5835.21542092154,7537.59646059982,9131.36505945427,7313.10409671041,6174.02237023215,4478.70975097554
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,18.4942968370938,18.6513242800848,18.3918829192201,23.9107654386433,24.1846526500382,24.2878330836985,24.2959091692118,24.0717273298789,24.0623278165864,23.978821477211,24.1029083130306,24.6506874762409
D,copy number,365000,365000,365000,9983.72117961356,8359.02272834865,7818.00630052707,7777.16811061827,8994.13749778654,9049.12899161286,9552.68163632069,8814.0961791268,6178.77776192819
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,22.4755614727847,21.949147939826,21.8950979028524,24.3304089172767,24.0145808478569,24.2707884455999,25.8330769946569,25.6447217166108,25.2773764361861,24.9756492459732,25.01874405362,25.6935661358495
E,copy number,36500,36500,36500,7605.10230084863,9333.70608009488,7904.90085178389,2870.1012989895,3242.98660040145,4115.31798715863,5004.7353961579,4866.8056397648,3141.87374490391
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,25.170531005847,25.9694007621565,25.625365234057,24.4294132122761,24.7322136638892,24.5682937580463,26.1219949529543,25.9612099418354,25.7050208452035,24.4457496063056,24.6108348689228,24.7192912173596
F,copy number,3650,3650,3650,7132.17068565459,5860.59533084463,6517.90076555808,2379.72659444712,2641.2540084253,3118.62138207356,7057.01085111419,6340.54468515521,5909.91427842924
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,28.8485553477922,28.9872382151333,28.4040248722686,24.9264099515996,24.9362167087811,24.4859208752101,25.7286329611042,25.72199239283,25.5458437389981,24.1283915054862,24.2793488143024,25.6543626398086
G,copy number,365,365,365,5167.1225007305,5134.36579163404,6875.54367805561,3071.23177592889,3084.48616207559,3457.74459253415,8669.63392855198,7861.13954096944,3222.77441890744
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,34.7937354896947,35.8566810813809,35.2375760611839,25.4353702224537,25.8324187711456,24.911491170457,25.8165519602505,25.6242114164128,25.5647983367268,23.9785846083086,24.559926628039,24.2637223774005
H,copy number,NaN,NaN,NaN,3714.55169872006,2871.32667574415,5217.35571488204,2901.0238303841,3286.40911163718,3415.5023096198,9554.14911917456,6553.36326736657,7941.20665045029
