,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,90.5,1391.7931016025,81,95,
,A02,SYBR,,Std-01,,91,2434.37002122316,83.5,95,
,A03,SYBR,,Std-01,,91,2696.74791698917,84.5,95,
,A04,SYBR,,Unkn-01,,None,None,None,None,
,A05,SYBR,,Unkn-01,,89,1753.51278954424,79.5,95,
,A06,SYBR,,Unkn-01,,89.5,1322.69374642569,79.5,95,
,A07,SYBR,,Unkn-09,,90,2015.49916409533,86.5,95,
,A08,SYBR,,Unkn-09,,90,2241.31891470859,86.5,95,
,A09,SYBR,,Unkn-09,,90.5,2485.73919014709,78.5,95,
,A10,SYBR,,Unkn-17,,90,2461.44663574212,77.5,95,
,A11,SYBR,,Unkn-17,,90,2513.51720400176,79,95,
,A12,SYBR,,Unkn-17,,90,2512.98427961625,85,95,
,B01,SYBR,,Std-02,,None,None,None,None,
,B02,SYBR,,Std-02,,91,2557.86238759435,83.5,95,
,B03,SYBR,,Std-02,,91,2675.19253195089,84,95,
,B04,SYBR,,Unkn-02,,90.5,2295.82037005301,77.5,95,
,B05,SYBR,,Unkn-02,,84.5,1471.63477543125,75,95,
,B06,SYBR,,Unkn-02,,90,2133.22543615977,85.5,95,
,B07,SYBR,,Unkn-10,,90,2222.23285795909,78.5,95,
,B08,SYBR,,Unkn-10,,90,2454.44725843878,78.5,95,
,B09,SYBR,,Unkn-10,,90,2566.03930580655,80.5,95,
,B10,SYBR,,Unkn-18,,90.5,2066.38671150359,77.5,95,
,B11,SYBR,,Unkn-18,,90,2053.66318350006,77.5,95,
,B12,SYBR,,Unkn-18,,90,1989.42027759228,76,95,
,C01,SYBR,,Std-03,,90.5,1506.70376291587,79.5,95,
,C02,SYBR,,Std-03,,91,2537.37327355189,83.5,95,
,C03,SYBR,,Std-03,,91,2400.25317277593,84.5,95,
,C04,SYBR,,Unkn-03,,90,2053.67587763533,79,95,
,C05,SYBR,,Unkn-03,,87,1368.38179592181,69.5,95,
,C06,SYBR,,Unkn-03,,89.5,1554.79081274328,77.5,95,
,C07,SYBR,,Unkn-11,,88,1401.47629527822,77.5,95,
,C08,SYBR,,Unkn-11,,90,1633.88677136106,68.5,95,
,C09,SYBR,,Unkn-11,,90.5,1822.82935772223,67.5,95,
,C10,SYBR,,Unkn-19,,89.5,2181.08300830309,67.5,95,
,C11,SYBR,,Unkn-19,,89.5,2017.55315934865,67.5,95,
,C12,SYBR,,Unkn-19,,89.5,2188.02292049373,76,95,
