,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,25.3477804496178,12.3760530059509,11.0839217361227,29.4961709662146,31.1783220520481,29.353093029473,27.0907204867645,26.4749450679793,23.4093239989246,22.3534414485864,23.0624312173693,24.2419513446833
A,copy number,365000000,365000000,365000000,51900.3385088994,15561.6648785924,57499.5524119058,290546.364971317,451553.114553823,4055584.66322892,8637957.56726895,5199121.16996434,2234208.09149092
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,31.1000950647314,19.2709419232711,15.5628945249291,24.8871346527376,29.7774923799029,26.2804809853188,25.7918400133799,24.585348300743,23.536385132658,25.1615409318576,25.5799968345739,26.0303838264116
B,copy number,36500000,36500000,36500000,1407618.54638031,42431.1751627913,519018.863497696,736445.070550704,1747166.4538466,3702883.87319056,1156512.45300153,857075.732537795,620809.246125113
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,31.7052720547064,23.5204254274026,19.8984765727804,25.6627425489718,30.1599346420866,28.9102351859506,26.5217218618904,25.6165440846538,24.755497465926,23.5164416342987,24.9304448178932,24.0506729697296
C,copy number,3650000,3650000,3650000,807768.653755069,32266.6175178114,78955.8070341908,436678.920963724,834937.103721641,1546754.60541328,3756142.90569983,1364634.71903855,2562165.80933365
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,26.6941689144558,25.5212255248208,24.086672037111,26.3418984818352,27.837904148522,27.023641104267,25.4443644293103,25.2444775343588,24.8786601974515,22.3075725326772,23.0524230933258,21.7254649557239
D,copy number,365000,365000,365000,496687.892524584,170159.738663699,304842.661270972,944491.526828483,1089829.97486497,1416186.20730256,8926379.54162318,5236513.87198359,13542496.8524139
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,27.8757862055704,27.6655519058889,27.8544816068343,25.0398107311254,25.9714079524293,25.2253861779881,25.9163965561699,24.7358328413377,24.0956028484363,24.5413639605378,25.967208540057,25.4771913676358
E,copy number,36500,36500,36500,1261844.6291726,647587.491166138,1104830.77981458,673605.858487751,1568688.48485094,2481046.87849813,1803069.64044262,649537.727505678,922549.267883096
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,32.2727777438492,34.6559668668188,30.889779898793,24.2886468688751,25.0394423413003,24.5104405144672,24.316200131108,24.0013561244055,24.1040320787685,28.3460084892092,29.142568483311,29.2723355196768
F,copy number,3650,3650,3650,2160738.84645664,1262177.53234456,1843440.19126927,2118525.94114463,2654261.7493561,2466116.87072572,118262.454483939,66854.8987870396,60922.5925304327
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,38.6100286662076,38.789339383128,37.4329298888563,25.7424889117559,26.1499039888929,25.9845035684154,29.4898509653027,28.6918825766558,28.5506318776372,26.9858698443508,23.1302939221676,23.6753187024956
G,copy number,365,365,365,762934.983701912,569888.485969824,641543.318223419,52135.7445142404,92318.1757393678,102144.092557306,313200.050587116,4952517.78880423,3352236.34881388
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,NaN,39.046563383536,NaN,27.5839196360932,27.8313426721596,28.6773476574933,27.5799334963986,25.765860569065,23.6413846860329,21.7355644486961,23.1139994819123,21.8991641856495
H,copy number,NaN,NaN,NaN,204098.931198147,170961.09589571,93284.0241407297,204682.323020192,750273.191031236,3434688.90235532,13444913.4322218,5010640.88106731,11958642.4737472
