,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,None,None,None,None,
,A02,SYBR,,Std-01,,None,None,None,None,
,A03,SYBR,,Std-01,,None,None,None,None,
,A04,SYBR,,Unkn-01,,88,2479.51628090001,80,95,
,A05,SYBR,,Unkn-01,,88,2411.67267322805,79.5,95,
,A06,SYBR,,Unkn-01,,88,2472.38856849123,80.5,95,
,A07,SYBR,,Unkn-09,,88.5,2491.02216875348,70,95,
,A08,SYBR,,Unkn-09,,None,None,None,None,
,A09,SYBR,,Unkn-09,,88.5,2508.94922251078,77,95,
,A10,SYBR,,Unkn-17,,88,2333.75374249645,79.5,94,
,A11,SYBR,,Unkn-17,,88,2386.72069198912,80.5,95,
,A12,SYBR,,Unkn-17,,88,2606.20811473402,83,94,
,B01,SYBR,,Std-02,,88.5,3233.17633362157,80.5,95,
,B02,SYBR,,Std-02,,88.5,3147.75448400817,84,95,
,B03,SYBR,,Std-02,,88.5,3231.32894433533,83.5,95,
,B04,SYBR,,Unkn-02,,88.5,2664.62385142342,78.5,95,
,B05,SYBR,,Unkn-02,,88.5,2565.9301706198,81,95,
,B06,SYBR,,Unkn-02,,88.5,2732.01285170154,78.5,95,
,B07,SYBR,,Unkn-10,,88,2478.46632260853,78,95,
,B08,SYBR,,Unkn-10,,88,2589.63438493113,78,95,
,B09,SYBR,,Unkn-10,,88,2567.30951764334,80.5,95,
,B10,SYBR,,Unkn-18,,89,2230.59446095143,77.5,95,
,B11,SYBR,,Unkn-18,,89,2263.56220132741,77.5,95,
,B12,SYBR,,Unkn-18,,89,2234.82265386079,79.5,95,
,C01,SYBR,,Std-03,,88.5,3199.01237272488,84,92,
,C02,SYBR,,Std-03,,88.5,3327.57252209839,83.5,92,
,C03,SYBR,,Std-03,,88.5,3179.31818724466,83,92,
,C04,SYBR,,Unkn-03,,89,2711.49987198014,79.5,95,
,C05,SYBR,,Unkn-03,,89,2643.38908381943,79.5,95,
,C06,SYBR,,Unkn-03,,89,2545.7443337197,81,95,
,C07,SYBR,,Unkn-11,,88,2496.74935726315,79,95,
,C08,SYBR,,Unkn-11,,88,2474.18200120458,79.5,95,
,C09,SYBR,,Unkn-11,,88,2445.24999133677,68.5,95,
,C10,SYBR,,Unkn-19,,88.5,2175.04127231236,69.5,95,
,C11,SYBR,,Unkn-19,,88.5,2289.77905746527,74.5,95,
,C12,SYBR,,Unkn-19,,88.5,2141.912000348,76,95,
,D01,SYBR,,Std-04,,88.5,3127.12420330429,82.5,92,
,D02,SYBR,,Std-04,,88.5,3130.84141555053,83,92,
,D03,SYBR,,Std-04,,88.5,3152.4132836368,83,92,
,D04,SYBR,,Unkn-04,,88.5,2124.37119690025,69.5,94,
,D05,SYBR,,Unkn-04,,88.5,2073.94987896027,69.5,95,
,D06,SYBR,,Unkn-04,,88.5,2141.10822458211,70,95,
,D07,SYBR,,Unkn-12,,89.5,2273.76215831705,69,95,
,D08,SYBR,,Unkn-12,,89.5,2212.41378997579,69,95,
,D09,SYBR,,Unkn-12,,89.5,2208.47888000873,69.5,95,
,D10,SYBR,,Unkn-20,,88,2023.05961571544,77,95,
,D11,SYBR,,Unkn-20,,88,1973.16998897917,77.5,95,
,D12,SYBR,,Unkn-20,,88.5,1971.7814026657,76.5,95,
,E01,SYBR,,Std-05,,88.5,3070.23109708269,83.5,92,
,E02,SYBR,,Std-05,,88.5,3074.1935148279,83,95,
,E03,SYBR,,Std-05,,88.5,3072.38913583175,83.5,92,
,E04,SYBR,,Unkn-05,,88.5,2182.16280724361,68.5,95,
,E05,SYBR,,Unkn-05,,88.5,2155.59451596653,69.5,95,
,E06,SYBR,,Unkn-05,,88.5,2457.94475337941,69,95,
,E07,SYBR,,Unkn-13,,89,2462.29096424555,69,95,
,E08,SYBR,,Unkn-13,,89,2357.87708802175,69,95,
,E09,SYBR,,Unkn-13,,89,2446.93402334282,69.5,95,
,E10,SYBR,,Unkn-21,,89,1934.31655275921,84.5,95,
,E11,SYBR,,Unkn-21,,89,1878.66746837327,84.5,95,
,E12,SYBR,,Unkn-21,,89,1900.66748764798,84.5,95,
,F01,SYBR,,Std-06,,88.5,2965.94701198904,83.5,92,
,F02,SYBR,,Std-06,,88.5,2869.68362486598,82.5,92,
,F03,SYBR,,Std-06,,88.5,3003.87988974551,83,94,
,F04,SYBR,,Unkn-06,,88,1974.20520768153,78,95,
,F05,SYBR,,Unkn-06,,88,2093.09537123714,69.5,95,
,F06,SYBR,,Unkn-06,,88,2060.18607547798,69.5,95,
,F07,SYBR,,Unkn-14,,88,1942.9381983047,69.5,95,
,F08,SYBR,,Unkn-14,,88,1972.7475220883,68.5,95,
,F09,SYBR,,Unkn-14,,88,1901.93025544382,69,95,
,F10,SYBR,,Unkn-22,,89,2541.62930482864,81,95,
,F11,SYBR,,Unkn-22,,89,2494.91559039249,81,95,
,F12,SYBR,,Unkn-22,,89.5,2318.45335391709,79.5,94,
,G01,SYBR,,Std-07,,88.5,2820.78671347367,83,92,
,G02,SYBR,,Std-07,,88.5,2644.59906480769,83,94,
,G03,SYBR,,Std-07,,88.5,2799.95364337313,83,94,
,G04,SYBR,,Unkn-07,,88.5,1593.66294797167,67.5,95,
,G05,SYBR,,Unkn-07,,88.5,1714.61651525081,68,95,
,G06,SYBR,,Unkn-07,,88.5,1740.48194239601,78.5,95,
,G07,SYBR,,Unkn-15,,88.5,2302.41748053699,69,95,
