,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,185.249904346127,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,355.369934421232,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,546.599657862309,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,13253.8977212921,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,12986.8926923929,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,13617.2392448067,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,12711.0857464001,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,91.4333613404062,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,13088.0164558959,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,10884.2004578816,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,10179.6416881727,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,10998.0122265536,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16793.583750172,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,17068.3101636044,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,17308.8578686622,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,13386.4618621055,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,13268.012134522,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,13423.4431377605,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,12475.9835016595,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,13065.3718635375,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,12729.2379144728,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,12264.0288911429,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,11776.2682941811,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,11781.110661223,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,15922.3695658828,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,17827.1615397459,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,16989.6730959187,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,14142.1646950256,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,14724.693705203,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,13661.8722106204,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,13616.8448030505,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,14220.5248461993,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13543.3843904917,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,8220.21034355033,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,9283.7068945645,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,7598.45359811485,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,16792.4461922453,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,17150.7557748113,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,16993.4211185681,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,11176.232086098,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,11425.2077380851,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,11252.6039899273,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,10268.434581751,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,10310.3416059675,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,10399.2521401293,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,11694.4948104437,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,11173.4567713812,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,10636.7137829759,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,17280.5860340084,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,17654.430779121,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17628.7456550523,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,11297.4060105136,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,10741.6356530582,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,12149.3352931267,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,12793.5483446163,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12263.9244643497,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,12844.9119589252,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,10506.6512277016,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,9982.32453489674,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,10183.6798667983,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,16956.5977577223,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,16826.462121889,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,17522.148052648,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,10823.6259114225,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,11236.1835480706,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,11398.7673117408,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,13619.6658625533,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,14165.2631350488,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,13297.1295646139,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,12615.3922354455,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,12034.0775220869,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,10981.6734077797,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,16031.1289411322,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,16160.3848761741,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,17007.672837781,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,12579.1652408842,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,12550.9350143283,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,13242.6202078367,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,11769.4521468198,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,11410.745444512,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,11348.0663587382,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,14006.3891753345,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,14262.9388268751,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,13332.7211819108,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,496.212434087459,,NTC,Unassigned,False
,H02,SYBR,,NTC,,1402.443766498,,NTC,Unassigned,False
,H03,SYBR,,NTC,,909.110041844712,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,13430.9102749127,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,14110.6071217834,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,14548.9686161276,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,12852.181741693,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,12884.3179499446,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,11975.543611023,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-24,,11445.0094219512,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-24,,12001.6644054889,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-24,,11595.3454526901,,Unknown,Unassigned,False
