,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,19269.9793136936,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,19756.4720486413,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19559.3963555828,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,11560.8984862146,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,10741.4822638494,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,11276.2525509641,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,10814.5464338463,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,8846.94068306643,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,15694.6800526192,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,11439.4481960192,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,10759.3996762597,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,11280.9933431508,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18732.6648538511,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,19587.8942317629,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,19061.3733323328,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,12857.9687425108,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,12788.5886251362,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,11928.7272703709,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,10247.744381844,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,9237.88007754867,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,10105.401075568,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,13226.2400920185,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,12506.157000402,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,12250.678161451,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,19192.7004922721,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,20831.8417728058,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,19664.0100574262,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13030.6206413269,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,12507.4841906193,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,13165.7592837315,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,12130.1132807507,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,13021.437098911,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,12943.3971880384,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,14646.3746725282,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,13968.2787171951,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,13968.9700248341,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,20330.5938789486,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,19418.7293966432,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,19254.194346278,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,13369.761840267,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,13258.4863948128,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,13327.718713993,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,13341.7466995975,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,13960.4888198077,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,13534.7715121887,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,13229.0566749829,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,13439.1613109041,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,12906.2691107897,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,18887.5999686425,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,20254.7064739948,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,20145.452711194,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,10754.2320141352,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,9166.09262414718,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,10274.5567575863,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,10725.9123972121,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,11802.404434325,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,11726.2192396438,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,14485.788260949,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,14158.4727588668,,Unknown,Unassigned,False
