,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,10.9751870579483,11.3718652518672,11.2546670980022,24.4797727606655,23.3208111485511,23.2980681109479,25.2314082658571,24.2097106229373,30.001878355492,29.2896547532228,29.6609728563306,30.3747297366812
A,copy number,365000000,365000000,365000000,81789.0716128063,177972.108682307,180708.256907165,49398.149817011,98033.9040917763,2013.08542397835,3246.11852530772,2530.36412628059,1567.59598111217
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,15.6777818978831,15.8762316305928,14.8503071029311,25.7168880655979,24.1142265916777,23.4978230300656,25.9506384214735,24.8852154777568,24.8997431962899,29.0377869790849,29.402308251815,29.0764312286064
B,copy number,36500000,36500000,36500000,35667.1978573536,104518.943397715,158044.931570904,30490.686023947,62312.033040015,61707.699439172,3843.65652725837,3009.84019098799,3745.29297808854
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,19.7175296511547,19.7774958526039,18.3745164819947,25.6134732074952,25.0213876152503,24.7084224433742,27.2471114280751,27.0539599734814,27.0270736762379,26.5328505318275,26.0180045740633,25.8478338667353
C,copy number,3650000,3650000,3650000,38229.4722982373,56872.0610724232,70158.3771440726,12777.5441448025,14545.2413996438,14809.9672584532,20632.0847260832,29143.4164622896,32667.7106233825
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,22.4226188619909,22.9033210651871,22.6169601113987,28.4210261457946,28.6618070626751,28.6968216962223,24.1283225266011,25.7861954995619,24.5868713685765,23.9208098082293,23.6082053061193,24.0757244379617
D,copy number,365000,365000,365000,5813.45376517269,4946.34170377075,4831.50915660955,103535.251490651,34046.8295568411,76118.9392073395,118999.697128352,146764.609748369,107253.725709384
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,26.3722961179231,26.2332868314495,24.9951910299686,21.9405701589882,21.6389059720606,21.3668131480088,23.1650124764109,24.2022117242073,23.0263060788053,22.0018502567604,22.6376269760811,21.955643445114
E,copy number,36500,36500,36500,449238.597205414,550003.120918966,660142.665050223,197579.997420743,98528.3156243209,216847.425683585,431145.110657892,281445.071194899,444718.86122189
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,30.4150340665742,28.6684547276296,30.2146172461817,20.5298646122906,20.9338689020102,20.2035980331452,23.6899002708275,23.3719404937345,23.2587203935794,28.7383341758217,29.3588196973076,29.1984520164407
F,copy number,3650,3650,3650,1157384.99802311,882619.602574725,1440567.79917829,138937.664850291,171971.195884034,185541.782016843,4698.81546559692,3098.94288732576,3450.92686574795
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,31.6415132508574,31.6879895110637,31.2055591103161,24.9023538796376,25.5380770789089,24.5899881511737,26.9506575848412,27.0947673328903,26.8846007647135,25.2928325706898,24.5559324479517,25.1596980347597
G,copy number,365,365,365,61599.7214404505,40212.8193690543,75959.9501420515,15588.9720501331,14152.4604077248,16295.3144509091,47404.0090132744,77715.3129829925,51832.6052403303
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,31.5278686628165,31.5239125154637,31.4898342755197,24.1785470293223,24.2960001400035,23.2231213566361,36.6908639098311,35.9841684496136,35.8011069139969,21.953796313985,22.0745685456795,21.2447424773445
H,copy number,NaN,NaN,NaN,100104.967387834,92520.1554154126,190026.11698426,22.6498587682708,36.3879069470913,41.1425286339019,445270.270852579,410617.465924394,716477.2021917
