,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,19487.5749231717,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,17521.6792859519,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,20946.7080538629,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,11099.101956362,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,11286.4349589556,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,11120.7742065271,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,11972.4155379617,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,11419.6702961681,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,11185.02434209,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,13101.0880185641,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,12747.614403731,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,11641.8661706714,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18704.9203642584,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,19047.43358081,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,18925.1259880151,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,10430.1949051074,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,10607.6384080055,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,11928.8770887165,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,13910.5466707638,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,13349.4753828034,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,14214.4402263,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,14891.6538299021,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,14369.0942868378,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,14710.7515040645,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,19102.3239523897,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,21028.2080224041,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,19565.4290381972,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,10181.2854813249,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,12865.4991634578,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,11919.5934453509,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,15457.4462498418,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,14946.8733143552,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,14796.9328000471,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,10125.82054776,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,11700.4921563155,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,11427.3970584041,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,16864.2410209496,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,18847.0590913388,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,18823.9085719539,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,14262.5886212234,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,13332.0698057695,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,13116.3765355695,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,9638.72951701688,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,9638.51370005679,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,9952.89046087898,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,7149.95826673293,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,7262.75047298777,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,7391.46723351429,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,17716.2018171286,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,19458.8977766332,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,20115.7579009777,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,14616.8408802138,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,15962.0515594339,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,15228.5390872732,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,12641.2335873845,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12240.4378154228,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,14460.7239690358,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,12507.1492645833,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,11439.0938844937,,Unknown,Unassigned,False
