,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2823.63396606385,82,95,
,A02,SYBR,,Std-01,,91,2492.59212192082,84.5,95,
,A03,SYBR,,Std-01,,91,2962.92670206811,84.5,95,
,A04,SYBR,,Unkn-01,,90.5,2128.64520282513,69,95,
,A05,SYBR,,Unkn-01,,90.5,1998.69790563897,67.5,95,
,A06,SYBR,,Unkn-01,,90.5,1975.29806135633,70,95,
,A07,SYBR,,Unkn-09,,89.5,2243.12766659891,69.5,95,
,A08,SYBR,,Unkn-09,,89.5,2245.01383948178,69.5,95,
,A09,SYBR,,Unkn-09,,89.5,2036.22639097137,69,95,
,A10,SYBR,,Unkn-17,,88.5,2244.56857871556,70,95,
,A11,SYBR,,Unkn-17,,88.5,2336.27752545876,71,95,
,A12,SYBR,,Unkn-17,,89,2082.9576031696,68,94,
,B01,SYBR,,Std-02,,91,2820.79342859874,84,95,
,B02,SYBR,,Std-02,,91,2748.98221821202,84,95,
,B03,SYBR,,Std-02,,91,2912.22254624212,84.5,94,
,B04,SYBR,,Unkn-02,,90,2121.28395142666,71,95,
,B05,SYBR,,Unkn-02,,90,1901.29756140194,76.5,95,
,B06,SYBR,,Unkn-02,,90,2110.20155143963,69,95,
,B07,SYBR,,Unkn-10,,88.5,2291.1672838291,69.5,95,
,B08,SYBR,,Unkn-10,,89,2320.36303759643,81,95,
,B09,SYBR,,Unkn-10,,88.5,2334.09280668164,69,95,
,B10,SYBR,,Unkn-18,,89,1788.56718188997,79.5,95,
,B11,SYBR,,Unkn-18,,88.5,1702.07999130655,78.5,95,
,B12,SYBR,,Unkn-18,,89,1771.35708281039,80.5,95,
,C01,SYBR,,Std-03,,91,2732.56034253266,84,95,
,C02,SYBR,,Std-03,,91,2912.3081739858,84,94,
,C03,SYBR,,Std-03,,91,2804.74739787635,84,94,
,C04,SYBR,,Unkn-03,,90.5,2178.36279218451,69.5,95,
,C05,SYBR,,Unkn-03,,90,2198.32324223321,69.5,95,
,C06,SYBR,,Unkn-03,,90,2204.16149982616,69.5,95,
,C07,SYBR,,Unkn-11,,90.5,1730.42282068324,81,95,
,C08,SYBR,,Unkn-11,,90,1670.0902367609,81,95,
,C09,SYBR,,Unkn-11,,90.5,1606.3913657213,81,95,
,C10,SYBR,,Unkn-19,,90.5,2496.61285769367,83,95,
,C11,SYBR,,Unkn-19,,90.5,2483.71428131147,83.5,95,
,C12,SYBR,,Unkn-19,,91,2672.8119131981,79.5,95,
,D01,SYBR,,Std-04,,90.5,2176.65308327975,82,94,
