,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,11.0678638812861,365000000
,A02,SYBR,,Std-01,,11.1375108558662,365000000
,A03,SYBR,,Std-01,,11.0360773363741,365000000
,A04,SYBR,,Unkn-01,,24.2417007285136,69789.8698020667
,A05,SYBR,,Unkn-01,,24.1305177424333,74939.6608354022
,A06,SYBR,,Unkn-01,,24.3015553836626,67165.6404454719
,A07,SYBR,,Unkn-09,,25.3982738050298,33277.9229434081
,A08,SYBR,,Unkn-09,,25.2244271559487,37196.4885585324
,A09,SYBR,,Unkn-09,,25.2569194770918,36430.5744794366
,A10,SYBR,,Unkn-17,,NaN,NaN
,A11,SYBR,,Unkn-17,,25.8046382004456,25653.6202315478
,A12,SYBR,,Unkn-17,,26.2000944035611,19914.7388164912
,B01,SYBR,,Std-02,,13.8186041292151,36500000
,B02,SYBR,,Std-02,,13.7925555146632,36500000
,B03,SYBR,,Std-02,,14.9849162393278,36500000
,B04,SYBR,,Unkn-02,,22.1894824500744,259718.109006994
,B05,SYBR,,Unkn-02,,21.9519249578619,302388.711740348
,B06,SYBR,,Unkn-02,,21.6994814674577,355441.903539959
,B07,SYBR,,Unkn-10,,22.1099517824739,273287.170058327
,B08,SYBR,,Unkn-10,,22.334444615541,236695.011912832
,B09,SYBR,,Unkn-10,,22.0000445361455,293213.392526545
,B10,SYBR,,Unkn-18,,25.2952730131181,35546.7685749157
,B11,SYBR,,Unkn-18,,25.0883518005728,40582.9581369288
,B12,SYBR,,Unkn-18,,25.4493067628348,32208.0362314986
,C01,SYBR,,Std-03,,18.0186181642023,3650000
,C02,SYBR,,Std-03,,17.4732244191087,3650000
,C03,SYBR,,Std-03,,17.3719031634645,3650000
,C04,SYBR,,Unkn-03,,22.4647747662657,217743.428405215
,C05,SYBR,,Unkn-03,,21.8547059913505,321811.528497504
,C06,SYBR,,Unkn-03,,21.9185446256685,308921.723419386
,C07,SYBR,,Unkn-11,,21.7623693062955,341412.869408402
,C08,SYBR,,Unkn-11,,21.126122634061,513116.935059368
