,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2187.33167936992,81.5,95,
,A02,SYBR,,Std-01,,91,2161.61655910424,83.5,95,
,A03,SYBR,,Std-01,,91,2240.57370023172,84.5,95,
,A04,SYBR,,Unkn-01,,91.5,2025.4626240649,81,95,
,A05,SYBR,,Unkn-01,,91.5,2083.3669879064,83,95,
,A06,SYBR,,Unkn-01,,91.5,2068.68044464944,82.5,95,
,A07,SYBR,,Unkn-09,,91,1868.7975065726,80.5,95,
,A08,SYBR,,Unkn-09,,91,1860.90978775191,81.5,95,
,A09,SYBR,,Unkn-09,,91,1927.08050617667,80.5,95,
,A10,SYBR,,Unkn-17,,91,1692.4236200595,81.5,95,
,A11,SYBR,,Unkn-17,,91,1694.60139350136,80.5,95,
,A12,SYBR,,Unkn-17,,91.5,1870.34159352722,82,95,
,B01,SYBR,,Std-02,,91,2293.06342830912,83.5,95,
,B02,SYBR,,Std-02,,91,2207.17939406518,84,95,
,B03,SYBR,,Std-02,,91,2293.04969213768,82.5,95,
,B04,SYBR,,Unkn-02,,91,1857.34174722862,80,95,
,B05,SYBR,,Unkn-02,,91,1809.23652573002,80.5,95,
,B06,SYBR,,Unkn-02,,91,1884.95523847769,81,95,
,B07,SYBR,,Unkn-10,,91,1817.61030384879,80.5,95,
,B08,SYBR,,Unkn-10,,91,1758.85123934273,78.5,95,
,B09,SYBR,,Unkn-10,,91,1828.14764685256,80.5,95,
,B10,SYBR,,Unkn-18,,91,1847.28263957498,82,95,
,B11,SYBR,,Unkn-18,,91,1835.68115298882,79.5,95,
,B12,SYBR,,Unkn-18,,91,1900.07423391112,82.5,95,
,C01,SYBR,,Std-03,,90.5,2333.89549846918,82,95,
,C02,SYBR,,Std-03,,90.5,2414.22584270046,83,95,
,C03,SYBR,,Std-03,,90.5,2440.44187195584,83,95,
,C04,SYBR,,Unkn-03,,91.5,2088.91993226721,82,95,
,C05,SYBR,,Unkn-03,,91.5,2123.15966016869,82,95,
,C06,SYBR,,Unkn-03,,91.5,2119.81455933196,81.5,95,
,C07,SYBR,,Unkn-11,,91,2089.43057096779,79,95,
,C08,SYBR,,Unkn-11,,None,None,None,None,
,C09,SYBR,,Unkn-11,,90,1502.922048989,83,95,
,C10,SYBR,,Unkn-19,,91,1870.59264538288,79.5,95,
,C11,SYBR,,Unkn-19,,91,1886.85471436136,78.5,95,
,C12,SYBR,,Unkn-19,,91,1941.34216635918,74.5,95,
,D01,SYBR,,Std-04,,90.5,2377.39699358377,82.5,95,
,D02,SYBR,,Std-04,,90.5,2305.13004247146,83,95,
,D03,SYBR,,Std-04,,90.5,2333.76637172206,82,95,
,D04,SYBR,,Unkn-04,,91,1783.35752266325,81.5,95,
,D05,SYBR,,Unkn-04,,91,1847.95222324383,81,95,
,D06,SYBR,,Unkn-04,,91,1821.02400816444,81.5,95,
,D07,SYBR,,Unkn-12,,91,1911.39279237711,82,95,
,D08,SYBR,,Unkn-12,,91,1883.08464730753,77.5,95,
,D09,SYBR,,Unkn-12,,91,1905.52693355279,79.5,95,
,D10,SYBR,,Unkn-20,,90.5,1756.93125954143,77.5,95,
,D11,SYBR,,Unkn-20,,90.5,1841.48438203852,78,95,
,D12,SYBR,,Unkn-20,,90.5,1780.72477547521,66.5,95,
,E01,SYBR,,Std-05,,90.5,2204.13964024034,83,95,
,E02,SYBR,,Std-05,,90.5,2323.56784573918,83.5,95,
,E03,SYBR,,Std-05,,90.5,2248.25265081004,83,95,
,E04,SYBR,,Unkn-05,,91,1887.01978760861,77.5,95,
,E05,SYBR,,Unkn-05,,91,1782.82679853401,66.5,95,
,E06,SYBR,,Unkn-05,,91,1880.75896948957,78,95,
,E07,SYBR,,Unkn-13,,91,1994.33652218337,82,95,
,E08,SYBR,,Unkn-13,,91,1917.70821622059,76.5,95,
,E09,SYBR,,Unkn-13,,91,1963.14208852522,81.5,95,
,E10,SYBR,,Unkn-21,,91,2157.80956734565,79.5,95,
,E11,SYBR,,Unkn-21,,91,2178.97106435902,82.5,95,
,E12,SYBR,,Unkn-21,,91,2198.43891865817,82,95,
,F01,SYBR,,Std-06,,90,2171.23206177849,82.5,95,
,F02,SYBR,,Std-06,,90,2180.84104721046,83,95,
,F03,SYBR,,Std-06,,90,2132.59117511015,83,95,
,F04,SYBR,,Unkn-06,,90.5,1653.22535493539,78.5,95,
,F05,SYBR,,Unkn-06,,90.5,1773.07239130273,81,95,
,F06,SYBR,,Unkn-06,,90.5,1720.43982726863,66,95,
,F07,SYBR,,Unkn-14,,90.5,1550.75659550358,66,95,
,F08,SYBR,,Unkn-14,,90.5,1652.00549435616,66,95,
,F09,SYBR,,Unkn-14,,90.5,1639.72325136587,77,95,
,F10,SYBR,,Unkn-22,,91,2013.18026706175,80,95,
,F11,SYBR,,Unkn-22,,91,2072.0956989261,79.5,95,
,F12,SYBR,,Unkn-22,,91,1950.78424091584,80,95,
,G01,SYBR,,Std-07,,90,1994.79747092956,83.5,95,
,G02,SYBR,,Std-07,,90,2069.14342811903,79.5,95,
