,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,8.31191972709333,8.27653563260531,8.10907187888886,16.1742005872065,16.6956508122511,16.7067552228417,17.6045717998265,17.1554385046176,17.6482090048766,16.0359099741538,16.6416336155792,34.6568142055866
A,copy number,365000000,365000000,365000000,2897916.01296941,2082092.85764266,2067485.16317226,1170094.84065484,1555584.7985739,1138164.91352864,3163481.33763456,2154637.34673251,23.5908103038351
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,12.1116808319739,11.9578913589587,11.9755215692867,17.3531332683156,17.3275100448187,17.5936307938969,17.3249101078934,17.2077230767489,17.3945863078215,16.3377218000024,16.3180731928907,16.455262473494
B,copy number,36500000,36500000,36500000,1372324.37235736,1394801.30904137,1178239.99948866,1397102.47099442,1504862.06430176,1336725.81031834,2612515.37453598,2645265.47651627,2424895.5861139
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,16.0415384068936,15.9807521197508,16.1005238806221,15.8348798399901,15.6169032648327,15.7370053595595,17.622336363903,17.5766039083908,17.7784090967272,17.7870570387234,18.1296040244576,18.3205349112919
C,copy number,3650000,3650000,3650000,3593524.52448514,4126124.17964716,3823588.73614066,1156989.56609438,1191028.78651525,1047981.23005189,1042250.76069298,838781.86165376,743146.790831459
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,20.7312957978028,19.6899399341833,19.6567970559734,16.2109416323674,16.2039764795999,16.1079878218242,16.8852823904485,17.0966991174428,17.4996852053789,17.2540233443598,17.2309239474705,17.51404706961
D,copy number,365000,365000,365000,2831188.84957128,2843719.47693641,3022164.05502583,1846219.97802845,1614611.62208879,1250554.05664953,1461327.39738353,1482887.27918823,1239218.27487377
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,23.4344185387819,22.9472172314341,22.921997024846,17.9786710891898,17.7040875424703,17.6693209303822,17.8835567394196,17.9122741181108,17.800236541922,17.9100515119167,17.5877511774513,17.7657697675469
E,copy number,36500,36500,36500,923016.962399846,1098546.81330411,1123031.26555479,980393.035528117,962703.711139258,1033577.70768337,964061.32176662,1182640.54514003,1056413.27443838
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,27.3569930323343,26.7599464479715,25.9235518377313,16.1207174865901,15.6365036148378,15.7006068414835,17.7375277070603,18.094027896967,17.9612859807093,15.471088735572,15.5992624385174,15.6716258773562
F,copy number,3650,3650,3650,2997870.13534091,4075164.77151716,3912855.51263305,1075500.30615472,857916.886173689,933247.462729972,4525781.15768013,4172533.61421458,3985418.78277735
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,30.1903491109879,30.0733667442013,29.7289307738782,17.1021725507373,16.5277368797543,16.8258775181184,17.2372795113473,17.3866648920988,17.733155082452,16.6139536815382,16.7669401225481,17.094638171173
G,copy number,365,365,365,1609018.05870108,2315989.60806126,1917083.70983547,1476923.77521983,1343456.35529146,1078486.1625161,2192785.17149663,1990077.47389332,1616722.83748453
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-23,Unkn-23,Unkn-23
H,Sample,,,,,,,,,,,,
H,Cq,33.2315292389139,29.8871289794432,30.3672637789551,18.0757662490128,17.8697584163403,17.7888765979803,17.3467751264802,17.1602718289971,17.1812068312189,17.4836684331594,17.4526641242362,17.6759010852495
H,copy number,NaN,NaN,NaN,867908.045334309,989007.765600518,1041049.04438969,1377867.77834103,1550825.00218407,1530376.06695747,1263318.40157302,1288398.22871557,1118355.67635256
