,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,15273.2173289756,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,15722.5391435947,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,15985.8931816642,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,11589.9963857658,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,11902.0065395322,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,11693.7852978723,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,12465.4154434895,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,12105.3808404958,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,12501.6008704797,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,13520.8196644389,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,12727.1893673724,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,9828.12141684436,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16488.2022626784,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,17345.4724510685,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,17516.8140178541,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,11933.5303976408,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,12220.1836531293,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,11804.2272534739,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,11955.4122044732,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,11743.0256829152,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,11843.8167085986,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,13397.241603019,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,13224.1597384933,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,12552.5978566365,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,15738.0188309846,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,16962.9401203149,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,16403.9813817515,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13072.0224099136,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,12756.9760129875,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,12125.5715807071,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,12702.6914876518,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,13069.7980616254,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13571.6298702338,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,12654.8827809605,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,12089.3907879199,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,11305.7229383494,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,15934.8214653219,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,16386.5636223262,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,16580.9712941756,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,11694.6327043871,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,11992.2638102353,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,11905.1241087935,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,13202.7747990363,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,12926.7359428483,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,13449.9557508894,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,12676.1011278158,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,12497.2143071672,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,12115.3607045467,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,15284.6642535936,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,17017.9052218461,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17763.3180850671,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,12850.254978871,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,12861.8993515246,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,12840.275215982,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,13088.8862981605,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,13785.1394914901,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,13576.8589102452,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,13400.9567462767,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,12573.5795978614,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,12312.270022699,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,14231.2855070739,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,16661.6425463367,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,16181.9910353739,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,11894.3616753809,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,13034.1432370615,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,12563.9082284738,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,13304.9854381555,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,13352.5801883315,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,13329.409906666,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,14310.5251838789,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,13776.1041894927,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,13605.4047080334,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,14955.3192030066,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,15674.7188787138,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,16475.0285552934,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,12282.7118257748,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,12764.3304299265,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,13047.5590328499,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,13320.0259600829,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,13417.036981108,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,13741.292311071,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,15060.841405433,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,13973.5743545434,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,13275.8013496485,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,12243.3903572209,,NTC,Unassigned,False
,H02,SYBR,,NTC,,15436.5788535343,,NTC,Unassigned,False
,H03,SYBR,,NTC,,15065.137828845,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,12415.0942343309,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,12314.5540864255,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,13241.9795437396,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,14133.5711835012,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,14342.1351821551,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,13929.91043443,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-23,,13790.6502336233,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-23,,13923.902568356,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-23,,13126.7154181585,,Unknown,Unassigned,False
