,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,2351.63899713516,82.5,95,
,A02,SYBR,,Std-01,,87,2499.42266327947,80.5,93.5,
,A03,SYBR,,Std-01,,87,2463.5687173038,81.5,94,
,A04,SYBR,,Unkn-01,,87.5,1821.93091629694,68.5,94,
,A05,SYBR,,Unkn-01,,87.5,1874.87052233785,69,93,
,A06,SYBR,,Unkn-01,,87.5,1844.51302782315,68.5,95,
,A07,SYBR,,Unkn-09,,87.5,1951.57465840754,75,95,
,A08,SYBR,,Unkn-09,,87.5,1930.20721521864,69,95,
,A09,SYBR,,Unkn-09,,87.5,1945.36839275242,68.5,93.5,
,A10,SYBR,,Unkn-17,,87,2287.36381341435,80.5,91,
,A11,SYBR,,Unkn-17,,87,2200.91869425696,79,91,
,A12,SYBR,,Unkn-17,,86.5,1446.95004056819,81,91,
,B01,SYBR,,Std-02,,87,2541.42079841559,81.5,95,
,B02,SYBR,,Std-02,,87,2683.33339123435,80.5,95,
,B03,SYBR,,Std-02,,87,2727.79794539113,82,92,
,B04,SYBR,,Unkn-02,,87,1877.13892233612,77.5,95,
,B05,SYBR,,Unkn-02,,87,1899.40949305847,79,92.5,
,B06,SYBR,,Unkn-02,,87,1821.08199289028,72.5,95,
,B07,SYBR,,Unkn-10,,87.5,2000.63463211579,69.5,91.5,
,B08,SYBR,,Unkn-10,,87.5,1974.24540056296,68.5,93,
,B09,SYBR,,Unkn-10,,87.5,1978.72586388809,68.5,92,
,B10,SYBR,,Unkn-18,,87,2314.543542404,78,92.5,
,B11,SYBR,,Unkn-18,,87,2310.71963894088,78.5,92.5,
,B12,SYBR,,Unkn-18,,87,2288.91206002313,78,92,
,C01,SYBR,,Std-03,,87,2546.84913498147,81,95,
,C02,SYBR,,Std-03,,87,2715.84495943365,80.5,93.5,
,C03,SYBR,,Std-03,,87,2701.84397557888,80.5,95,
,C04,SYBR,,Unkn-03,,87.5,2103.1786985696,68.5,95,
,C05,SYBR,,Unkn-03,,88,2063.33260423155,68.5,95,
,C06,SYBR,,Unkn-03,,88,2007.07716889293,68.5,92.5,
,C07,SYBR,,Unkn-11,,87.5,2050.91149489396,73.5,93,
,C08,SYBR,,Unkn-11,,87,2091.81000061146,68.5,91.5,
,C09,SYBR,,Unkn-11,,87,2127.01918718081,68.5,91.5,
,C10,SYBR,,Unkn-19,,87,1987.0863557631,68.5,95,
,C11,SYBR,,Unkn-19,,87,1898.19326051488,68.5,92,
,C12,SYBR,,Unkn-19,,87,1817.34758239085,69,92,
,D01,SYBR,,Std-04,,87,2507.96348294562,81,90.5,
,D02,SYBR,,Std-04,,87,2585.09260378242,82,92.5,
,D03,SYBR,,Std-04,,87,2613.15604777901,80.5,92.5,
,D04,SYBR,,Unkn-04,,87.5,2030.28282481489,67.5,94,
,D05,SYBR,,Unkn-04,,87.5,2062.01928237007,77.5,93.5,
,D06,SYBR,,Unkn-04,,87.5,2102.1822666724,68,92,
,D07,SYBR,,Unkn-12,,87.5,2137.29046294484,68,95,
,D08,SYBR,,Unkn-12,,87.5,2148.81826973374,69,94.5,
,D09,SYBR,,Unkn-12,,87.5,2148.7972223665,68,93,
,D10,SYBR,,Unkn-20,,87,2021.3827028344,68.5,91.5,
,D11,SYBR,,Unkn-20,,87.5,2018.45783516017,68,91.5,
,D12,SYBR,,Unkn-20,,87.5,2009.53333009803,68.5,91.5,
,E01,SYBR,,Std-05,,87,2301.85002512267,79,92.5,
,E02,SYBR,,Std-05,,87,2609.20463230528,80.5,93.5,
,E03,SYBR,,Std-05,,87,2695.4752617706,80.5,94,
,E04,SYBR,,Unkn-05,,87,1999.11566323954,67.5,95,
,E05,SYBR,,Unkn-05,,87,1988.16292503322,68,95,
,E06,SYBR,,Unkn-05,,87,1985.81452097921,68,94,
,E07,SYBR,,Unkn-13,,87.5,2150.58714864641,68,95,
,E08,SYBR,,Unkn-13,,87.5,2177.52005893698,68,91.5,
,E09,SYBR,,Unkn-13,,87,2149.06324530238,68,94,
,E10,SYBR,,Unkn-21,,87.5,2125.04056385893,68.5,91.5,
,E11,SYBR,,Unkn-21,,87.5,2018.86673761885,68.5,91.5,
,E12,SYBR,,Unkn-21,,87.5,1986.30506838665,69,92,
,F01,SYBR,,Std-06,,87,2054.88729644327,80.5,91,
,F02,SYBR,,Std-06,,87,2471.12601464284,79,90.5,
,F03,SYBR,,Std-06,,87.5,2480.59079984073,81.5,92,
,F04,SYBR,,Unkn-06,,87.5,2028.5296742111,68,93.5,
,F05,SYBR,,Unkn-06,,87.5,2203.97737152454,77.5,94,
,F06,SYBR,,Unkn-06,,87.5,2176.02555767943,68.5,93,
,F07,SYBR,,Unkn-14,,87.5,2122.60498659241,68,95,
,F08,SYBR,,Unkn-14,,87.5,2165.66916470574,68.5,94,
,F09,SYBR,,Unkn-14,,87.5,2149.36502812417,68.5,94,
,F10,SYBR,,Unkn-22,,87,2349.44300923136,79.5,92,
,F11,SYBR,,Unkn-22,,87,2292.5726493948,80,93,
,F12,SYBR,,Unkn-22,,87,2274.28992561648,76.5,94,
,G01,SYBR,,Std-07,,87,2117.17195305967,80.5,91,
,G02,SYBR,,Std-07,,86.5,2029.97551272684,80.5,90,
,G03,SYBR,,Std-07,,86.5,2348.27489520148,80,93,
,G04,SYBR,,Unkn-07,,87.5,2002.58567507286,68.5,95,
,G05,SYBR,,Unkn-07,,87.5,2072.56815530171,68.5,95,
,G06,SYBR,,Unkn-07,,87.5,2088.97634539534,68.5,95,
,G07,SYBR,,Unkn-15,,87,2070.86385862928,68,95,
,G08,SYBR,,Unkn-15,,87,2112.13534515401,68,95,
,G09,SYBR,,Unkn-15,,87,2128.63534043228,68.5,94,
,G10,SYBR,,Unkn-23,,87,2411.89120603412,77.5,92.5,
,G11,SYBR,,Unkn-23,,87,2241.64926809488,77,93,
,G12,SYBR,,Unkn-23,,87,2213.72914456152,69,93.5,
,H01,SYBR,,NTC,,87,1817.92993146072,80.5,91,
,H02,SYBR,,NTC,,87.5,2353.86485340374,82.5,93,
,H03,SYBR,,NTC,,87.5,2242.45603279696,82.5,91,
,H04,SYBR,,Unkn-08,,87,1981.82597564481,68.5,93.5,
,H05,SYBR,,Unkn-08,,87,1927.43053321972,68,95,
,H06,SYBR,,Unkn-08,,87,2069.26588616887,68.5,93,
,H07,SYBR,,Unkn-16,,87,2234.49090836039,78.5,95,
,H08,SYBR,,Unkn-16,,87,2283.87124471297,68.5,91,
,H09,SYBR,,Unkn-16,,87,2214.58185612359,79.5,91,
,H10,SYBR,,Unkn-23,,86.5,2144.9604449354,75.5,94,
,H11,SYBR,,Unkn-23,,86.5,2176.91993314518,68.5,93.5,
,H12,SYBR,,Unkn-23,,86.5,2108.86322615596,81,95,
