,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,16206.5748584224,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,16132.5440714697,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,17060.9323633523,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,12523.7586108016,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,12787.7120324298,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,12558.6671370477,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,12625.6855281819,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,12288.4573548388,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,11628.5178321778,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,11895.3674037544,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,11456.7495199743,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,11984.4562739084,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16770.4369420198,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,15964.8364343977,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,16712.4702682274,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,13325.2412750707,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,13123.1697552688,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,13320.7800900094,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,11109.1319429158,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,11900.9908211723,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,13015.2172656905,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,12905.5927771089,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,12577.0659269104,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,11678.7605290185,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,16249.5932734676,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,16954.9972712218,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,17138.2800867301,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13503.9846538202,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,13295.8147700878,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,13248.2990405032,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,11439.7587272771,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,12746.5424842837,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,13003.5186582608,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,13093.079986506,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,13423.5157544582,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,11727.8250245041,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,16040.39503857,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,17164.971889749,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,17384.524501052,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,13695.6890471986,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,14189.0767679534,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,14320.5254481196,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,11965.4548159757,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,13072.7698864747,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,13500.91855248,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,13021.4739433496,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,12956.9551736326,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,13040.5255746205,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,16333.3175821148,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,16497.4036941809,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17138.9682183684,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,13513.3609592604,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,13754.5482129495,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,13961.7164224094,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,13742.4328955606,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12939.3508496591,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,13319.8105689007,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,13373.6030069352,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,13092.2888842613,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,12778.2238027609,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,15975.4913873426,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,16563.6693702361,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,16805.5904837771,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,13832.8826382336,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,14330.4229401201,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,13737.5677684423,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,14895.2637001111,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,13822.2867640014,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,14216.5957765919,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,14109.1799221126,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,13948.6335594263,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,12695.996810329,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,14897.8064676174,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,15683.8149808803,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,16102.1185356919,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,13407.4766184405,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,12960.6904929047,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,14454.5348575989,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,12323.3071438112,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,13568.592478305,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,13540.544940422,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,14417.190437145,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,13790.0311472995,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,12752.3648316857,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,13527.299325499,,NTC,Unassigned,False
,H02,SYBR,,NTC,,14303.8809986919,,NTC,Unassigned,False
,H03,SYBR,,NTC,,14682.6982840475,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,13186.6873153208,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,13363.2977927559,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,13726.2638965214,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,13635.9059981478,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,12925.675197439,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,12993.3100428462,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-23,,13760.0580658335,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-23,,13882.7422089429,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-23,,12865.761103812,,Unknown,Unassigned,False
