,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,2545.34954343836,82.5,95,
,A02,SYBR,,Std-01,,87,2502.45443832446,81,93.5,
,A03,SYBR,,Std-01,,87,2558.2432755631,81,93,
,A04,SYBR,,Unkn-01,,87.5,2041.08708781663,69,95,
,A05,SYBR,,Unkn-01,,87.5,2060.49340902945,77.5,92.5,
,A06,SYBR,,Unkn-01,,87.5,2063.8951699378,77,92.5,
,A07,SYBR,,Unkn-09,,87.5,2066.68697320959,78,92.5,
,A08,SYBR,,Unkn-09,,87.5,2028.37973038088,79,91.5,
,A09,SYBR,,Unkn-09,,87.5,1858.92108914459,68.5,91.5,
,A10,SYBR,,Unkn-17,,87.5,1921.91088055871,74,92,
,A11,SYBR,,Unkn-17,,87.5,1876.76901336047,69.5,94,
,A12,SYBR,,Unkn-17,,87.5,1960.65679973989,81.5,92.5,
,B01,SYBR,,Std-02,,86.5,2561.63861786025,80.5,93.5,
,B02,SYBR,,Std-02,,86.5,2633.06797161589,81,92.5,
,B03,SYBR,,Std-02,,86.5,2618.6715114091,80,93,
,B04,SYBR,,Unkn-02,,87,2176.92585311821,79,95,
,B05,SYBR,,Unkn-02,,87,2197.70046426297,78.5,93.5,
,B06,SYBR,,Unkn-02,,87,2175.77164489216,69,93,
,B07,SYBR,,Unkn-10,,87.5,1928.5051333945,70.5,92,
,B08,SYBR,,Unkn-10,,87.5,2009.17078837261,69,92.5,
,B09,SYBR,,Unkn-10,,87.5,2106.65682427142,68.5,92,
,B10,SYBR,,Unkn-18,,87.5,2134.33948866693,79.5,95,
,B11,SYBR,,Unkn-18,,87.5,2079.488021685,68,91.5,
,B12,SYBR,,Unkn-18,,87.5,2039.73834681953,78.5,91.5,
,C01,SYBR,,Std-03,,86.5,2561.1780168245,81.5,92.5,
,C02,SYBR,,Std-03,,86.5,2666.15504491329,81,93,
,C03,SYBR,,Std-03,,86.5,2729.98556916171,81,95,
,C04,SYBR,,Unkn-03,,87.5,2174.57560937431,69,95,
,C05,SYBR,,Unkn-03,,87.5,2149.72885302987,68.5,92.5,
,C06,SYBR,,Unkn-03,,87.5,2155.50375195897,68.5,92,
,C07,SYBR,,Unkn-11,,87.5,1820.24241023861,69.5,92,
,C08,SYBR,,Unkn-11,,87.5,1998.3771911284,68.5,92,
,C09,SYBR,,Unkn-11,,87,2015.87618860771,69.5,93,
,C10,SYBR,,Unkn-19,,87,1998.64735309362,67.5,94.5,
,C11,SYBR,,Unkn-19,,87,2014.52562168374,67.5,91.5,
,C12,SYBR,,Unkn-19,,87,1816.27784851504,73.5,93,
,D01,SYBR,,Std-04,,86.5,2490.32499636732,80,92,
,D02,SYBR,,Std-04,,86.5,2673.39477311796,81.5,92,
,D03,SYBR,,Std-04,,86.5,2700.27419695092,80,92,
,D04,SYBR,,Unkn-04,,87.5,2165.4249552006,68.5,93,
,D05,SYBR,,Unkn-04,,87.5,2256.10880082176,78.5,92,
,D06,SYBR,,Unkn-04,,87.5,2251.2489266904,68.5,93.5,
,D07,SYBR,,Unkn-12,,87.5,2051.45248868089,77.5,93,
,D08,SYBR,,Unkn-12,,87.5,2162.69312722984,74.5,93,
,D09,SYBR,,Unkn-12,,87.5,2248.96670629191,68.5,91.5,
,D10,SYBR,,Unkn-20,,87,1876.77965643201,67.5,93,
,D11,SYBR,,Unkn-20,,87,1906.67476076473,77.5,93,
,D12,SYBR,,Unkn-20,,87,1896.8312541261,79.5,91.5,
,E01,SYBR,,Std-05,,86.5,2473.50598918076,81,92,
,E02,SYBR,,Std-05,,86.5,2391.56999557986,80,94.5,
,E03,SYBR,,Std-05,,86.5,2562.93830316321,81,93,
,E04,SYBR,,Unkn-05,,87,2108.60006624729,68,94,
,E05,SYBR,,Unkn-05,,87,2222.26922709297,68.5,94,
,E06,SYBR,,Unkn-05,,87,2220.18840105386,68.5,93,
,E07,SYBR,,Unkn-13,,87.5,2218.93627333411,79,95,
,E08,SYBR,,Unkn-13,,87.5,2126.1142898223,69,95,
,E09,SYBR,,Unkn-13,,87.5,2120.22159335513,68.5,95,
,E10,SYBR,,Unkn-21,,86.5,2004.71551940808,67.5,95,
,E11,SYBR,,Unkn-21,,86.5,1969.70222548477,67.5,94.5,
,E12,SYBR,,Unkn-21,,87,1965.50690628288,67.5,93.5,
,F01,SYBR,,Std-06,,86.5,2351.69601356699,80,90.5,
,F02,SYBR,,Std-06,,86.5,2415.23163492412,81,90.5,
,F03,SYBR,,Std-06,,86.5,2417.83762280889,80,94,
,F04,SYBR,,Unkn-06,,87.5,2192.04549213246,68.5,94.5,
,F05,SYBR,,Unkn-06,,87.5,2284.39405934553,68,95,
,F06,SYBR,,Unkn-06,,87.5,2236.35618413044,68.5,95,
,F07,SYBR,,Unkn-14,,87,2298.98245589438,68,95,
,F08,SYBR,,Unkn-14,,87,2219.60455846834,68.5,95,
,F09,SYBR,,Unkn-14,,87,2218.20761965083,77,94.5,
,F10,SYBR,,Unkn-22,,87,2196.90925973624,79,91,
,F11,SYBR,,Unkn-22,,87,2179.66461926037,68.5,91,
