,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,9.32806090209807,365000000
,A02,SYBR,,Std-01,,9.18838774676291,365000000
,A03,SYBR,,Std-01,,9.16970364044825,365000000
,A04,SYBR,,Unkn-01,,17.2382701734091,1775962.0205104
,A05,SYBR,,Unkn-01,,17.529857622716,1460091.46357647
,A06,SYBR,,Unkn-01,,17.2040439969502,1817260.39803831
,A07,SYBR,,Unkn-09,,18.2449129363418,903242.631086857
,A08,SYBR,,Unkn-09,,17.8484667743479,1178811.72229647
,A09,SYBR,,Unkn-09,,18.0463316774209,1032116.95875522
,A10,SYBR,,Unkn-17,,17.106163336946,1940743.45254191
,A11,SYBR,,Unkn-17,,17.0626518841368,1998297.08719325
,A12,SYBR,,Unkn-17,,18.0082955403953,1058823.90070205
,B01,SYBR,,Std-02,,12.3419083715457,36500000
,B02,SYBR,,Std-02,,12.5913273112107,36500000
,B03,SYBR,,Std-02,,12.4146548102806,36500000
,B04,SYBR,,Unkn-02,,16.6651686798336,2609772.01980839
,B05,SYBR,,Unkn-02,,16.4454086447831,3024856.1679173
,B06,SYBR,,Unkn-02,,16.520683572744,2875727.0590888
,B07,SYBR,,Unkn-10,,17.1317173555087,1907718.26108629
,B08,SYBR,,Unkn-10,,17.4324703302326,1558788.22995068
,B09,SYBR,,Unkn-10,,17.369512044351,1626115.99450383
,B10,SYBR,,Unkn-18,,17.9286431486621,1117011.56674768
,B11,SYBR,,Unkn-18,,18.0532523516849,1027330.56981063
,B12,SYBR,,Unkn-18,,18.225317949553,915208.658883699
,C01,SYBR,,Std-03,,16.586231248761,3650000
,C02,SYBR,,Std-03,,16.3455649196909,3650000
,C03,SYBR,,Std-03,,16.4562454321417,3650000
,C04,SYBR,,Unkn-03,,16.8745460058799,2267404.27724602
,C05,SYBR,,Unkn-03,,16.9262442348452,2190024.74521237
,C06,SYBR,,Unkn-03,,16.7980598729119,2386928.03135806
,C07,SYBR,,Unkn-11,,17.3037934222727,1699499.69960822
,C08,SYBR,,Unkn-11,,17.5192236575094,1470557.12699436
,C09,SYBR,,Unkn-11,,17.5797301341279,1411993.4067102
,C10,SYBR,,Unkn-19,,19.3856303900252,419823.474005704
,C11,SYBR,,Unkn-19,,19.9997277834153,277932.709649466
,C12,SYBR,,Unkn-19,,19.7896924244076,320040.701192417
,D01,SYBR,,Std-04,,20.1221058377035,365000
,D02,SYBR,,Std-04,,19.8065256752967,365000
,D03,SYBR,,Std-04,,19.7436644266289,365000
,D04,SYBR,,Unkn-04,,17.5289635006179,1460968.55916194
,D05,SYBR,,Unkn-04,,17.3979654257271,1595335.05769738
,D06,SYBR,,Unkn-04,,22.2591034552888,60939.4790414985
,D07,SYBR,,Unkn-12,,17.786015339928,1229308.8417132
,D08,SYBR,,Unkn-12,,17.0431654504699,2024622.61925093
,D09,SYBR,,Unkn-12,,17.0736279848395,1983619.72782924
,D10,SYBR,,Unkn-20,,20.6432944515744,180391.747121881
,D11,SYBR,,Unkn-20,,21.0799123303596,134542.314154291
,D12,SYBR,,Unkn-20,,21.0517661900582,137109.922798278
,E01,SYBR,,Std-05,,22.9633324295439,36500
,E02,SYBR,,Std-05,,22.8208553575971,36500
,E03,SYBR,,Std-05,,22.834671164587,36500
,E04,SYBR,,Unkn-05,,17.2275139472745,1788838.67128045
,E05,SYBR,,Unkn-05,,17.1842560977262,1841573.79579986
,E06,SYBR,,Unkn-05,,17.1403326898045,1896711.23259865
,E07,SYBR,,Unkn-13,,17.4162806412452,1575830.54485155
,E08,SYBR,,Unkn-13,,17.1123457666565,1932701.42470604
,E09,SYBR,,Unkn-13,,17.1797750189086,1847124.71676941
,E10,SYBR,,Unkn-21,,20.2320240167697,237782.998614222
,E11,SYBR,,Unkn-21,,20.1040773617993,259120.49529192
,E12,SYBR,,Unkn-21,,20.2789817552914,230400.608225139
,F01,SYBR,,Std-06,,26.6580465630473,3650
,F02,SYBR,,Std-06,,26.6239273875989,3650
,F03,SYBR,,Std-06,,26.5002585281158,3650
,F04,SYBR,,Unkn-06,,17.9598054551895,1093875.47887401
,F05,SYBR,,Unkn-06,,17.8236136416293,1198654.15775938
,F06,SYBR,,Unkn-06,,17.9205758607229,1123080.35471225
,F07,SYBR,,Unkn-14,,18.440732326017,791927.737228398
,F08,SYBR,,Unkn-14,,18.4625224443639,780422.100806413
,F09,SYBR,,Unkn-14,,18.51557313803,753104.283048441
,F10,SYBR,,Unkn-22,,20.0321802478688,271940.285992164
,F11,SYBR,,Unkn-22,,20.0712967032256,264888.807482836
,F12,SYBR,,Unkn-22,,20.1893893874029,244690.418165056
,G01,SYBR,,Std-07,,30.1857624483567,365
,G02,SYBR,,Std-07,,29.3414397284829,365
,G03,SYBR,,Std-07,,29.4509075610157,365
,G04,SYBR,,Unkn-07,,17.2761459690899,1731352.99378345
,G05,SYBR,,Unkn-07,,17.3439057683913,1654324.33178086
,G06,SYBR,,Unkn-07,,17.3020060719917,1701541.11362775
,G07,SYBR,,Unkn-15,,17.1943860958519,1829086.69734674
,G08,SYBR,,Unkn-15,,17.3632193386813,1633003.25726927
,G09,SYBR,,Unkn-15,,17.5397928565473,1450380.78514606
,G10,SYBR,,Unkn-23,,19.3108014598549,441462.368577545
,G11,SYBR,,Unkn-23,,18.6787977614071,674906.894292392
,G12,SYBR,,Unkn-23,,18.4816130472795,770479.327925768
,H01,SYBR,,NTC,,31.6288050036869,NaN
,H02,SYBR,,NTC,,31.3464455965339,NaN
,H03,SYBR,,NTC,,31.2800568212169,NaN
,H04,SYBR,,Unkn-08,,17.6094863889164,1384053.94949875
,H05,SYBR,,Unkn-08,,17.6974058242356,1304690.97262353
,H06,SYBR,,Unkn-08,,17.4512291883875,1539271.81185047
,H07,SYBR,,Unkn-16,,18.6463686856919,689768.176756619
,H08,SYBR,,Unkn-16,,18.4752001482521,773805.085947975
,H09,SYBR,,Unkn-16,,18.4881409963205,767108.58489915
,H10,SYBR,,Unkn-23,,19.6570828029808,349853.583794808
,H11,SYBR,,Unkn-23,,19.4635699724829,398411.986389427
,H12,SYBR,,Unkn-23,,19.6693649379987,346979.431662293
