,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,7.56435018126955,365000000
,A02,SYBR,,Std-01,,7.53003074733008,365000000
,A03,SYBR,,Std-01,,7.28803457377311,365000000
,A04,SYBR,,Unkn-01,,24.232342041478,6695.32528006281
,A05,SYBR,,Unkn-01,,24.0196487899261,7695.70342338619
,A06,SYBR,,Unkn-01,,24.1859920662454,6901.61472535393
,A07,SYBR,,Unkn-09,,23.5475624747297,10482.8677576718
,A08,SYBR,,Unkn-09,,23.3724731225245,11756.1347222949
,A09,SYBR,,Unkn-09,,23.3966347677069,11571.6288482928
,A10,SYBR,,Unkn-17,,23.3899128592052,11622.6667403548
,A11,SYBR,,Unkn-17,,23.3994732833642,11550.1440171017
,A12,SYBR,,Unkn-17,,24.3499031430163,6199.32872754915
,B01,SYBR,,Std-02,,10.9311452151974,36500000
,B02,SYBR,,Std-02,,11.3350660581586,36500000
,B03,SYBR,,Std-02,,11.0267210506058,36500000
,B04,SYBR,,Unkn-02,,24.2067905766597,6808.27230806192
,B05,SYBR,,Unkn-02,,24.3258255827926,6297.82830270291
,B06,SYBR,,Unkn-02,,24.0805969833646,7394.66447398901
,B07,SYBR,,Unkn-10,,23.6372471327733,9885.06220802109
,B08,SYBR,,Unkn-10,,23.5549514255129,10432.2780152004
,B09,SYBR,,Unkn-10,,23.5234941337864,10649.3631278868
,B10,SYBR,,Unkn-18,,23.3088050173702,12256.5368801813
,B11,SYBR,,Unkn-18,,23.2673132407964,12594.050757044
,B12,SYBR,,Unkn-18,,23.7105955331758,9421.57945359976
,C01,SYBR,,Std-03,,14.7929532437711,3650000
,C02,SYBR,,Std-03,,14.5559978185945,3650000
,C03,SYBR,,Std-03,,14.556756046849,3650000
,C04,SYBR,,Unkn-03,,24.33215195954,6271.79696974708
,C05,SYBR,,Unkn-03,,24.3488765614955,6203.49678509082
,C06,SYBR,,Unkn-03,,24.2284854683621,6712.25194087676
,C07,SYBR,,Unkn-11,,24.0758972112524,7417.452843157
,C08,SYBR,,Unkn-11,,23.8923767542853,8364.43324192512
