,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,90.5,2685.07268706593,86,95,
,A02,SYBR,,Std-01,,90.5,2502.78877194421,80,95,
,A03,SYBR,,Std-01,,90.5,2751.74650563655,80.5,95,
,A04,SYBR,,Unkn-01,,89.5,1806.54879562247,66.5,95,
,A05,SYBR,,Unkn-01,,89.5,1893.3011076311,66,95,
,A06,SYBR,,Unkn-01,,89.5,1601.49626862235,65.5,95,
,A07,SYBR,,Unkn-09,,89,1682.09690698221,66,95,
,A08,SYBR,,Unkn-09,,89,1518.48442310109,65.5,95,
,A09,SYBR,,Unkn-09,,89,1647.34560124028,66.5,95,
,A10,SYBR,,Unkn-17,,89,1713.86989883018,66,95,
,A11,SYBR,,Unkn-17,,88.5,1666.53812719698,66.5,95,
,A12,SYBR,,Unkn-17,,89,1836.78907261966,65.5,94,
,B01,SYBR,,Std-02,,90.5,2722.55161173462,78.5,95,
,B02,SYBR,,Std-02,,90.5,2622.61180151848,79.5,95,
,B03,SYBR,,Std-02,,90.5,2798.76414019618,79.5,95,
,B04,SYBR,,Unkn-02,,89.5,1834.9168844123,66.5,95,
,B05,SYBR,,Unkn-02,,89.5,1821.7796832404,66,95,
,B06,SYBR,,Unkn-02,,89.5,1824.44347542744,68,95,
,B07,SYBR,,Unkn-10,,88.5,1654.85454105683,72.5,95,
,B08,SYBR,,Unkn-10,,88.5,1580.06242571375,66,95,
,B09,SYBR,,Unkn-10,,89,1639.34545476546,76.5,95,
,B10,SYBR,,Unkn-18,,88.5,1766.71088730381,79,95,
,B11,SYBR,,Unkn-18,,88.5,1705.86228951965,79.5,95,
,B12,SYBR,,Unkn-18,,89.5,2036.73474153911,80,95,
,C01,SYBR,,Std-03,,90.5,2582.28778768814,82,95,
,C02,SYBR,,Std-03,,90.5,2615.37430526777,80,95,
,C03,SYBR,,Std-03,,90.5,2664.02156839673,80.5,95,
,C04,SYBR,,Unkn-03,,89,1793.19437002608,66,95,
,C05,SYBR,,Unkn-03,,89.5,1875.18764453539,67.5,95,
,C06,SYBR,,Unkn-03,,89,1787.11881816837,66,95,
,C07,SYBR,,Unkn-11,,89.5,2116.459999871,81,95,
,C08,SYBR,,Unkn-11,,89.5,2084.74490489226,80,95,
,C09,SYBR,,Unkn-11,,89.5,2088.6703718902,81,95,
,C10,SYBR,,Unkn-19,,90.5,1521.58484639245,89,95,
,C10,SYBR,,Unkn-19,,87,1529.34864141465,80,89,
,C11,SYBR,,Unkn-19,,87.5,1458.18033331192,79,88.5,
,C11,SYBR,,Unkn-19,,90.5,1576.4667413125,88.5,95,
,C12,SYBR,,Unkn-19,,87.5,1419.96653642615,79.5,89,
,C12,SYBR,,Unkn-19,,90.5,1500.55702783917,89,95,
,D01,SYBR,,Std-04,,90.5,2567.66583006409,79,95,
,D02,SYBR,,Std-04,,90.5,2522.77770538385,80,95,
,D03,SYBR,,Std-04,,90.5,2628.24590105703,79.5,95,
,D04,SYBR,,Unkn-04,,90,2164.17805918069,81,95,
,D05,SYBR,,Unkn-04,,90,2239.39412047623,81,95,
,D06,SYBR,,Unkn-04,,90.5,2218.30778331158,81,95,
,D07,SYBR,,Unkn-12,,90,1666.61666541198,87.5,95,
,D08,SYBR,,Unkn-12,,90,1629.41635158888,81,95,
,D09,SYBR,,Unkn-12,,90,1577.04096074633,87.5,95,
,D10,SYBR,,Unkn-20,,87.5,1566.01706044411,80.5,95,
,D11,SYBR,,Unkn-20,,87.5,1543.72473431057,79,95,
,D12,SYBR,,Unkn-20,,88,1597.01220621104,78.5,95,
,E01,SYBR,,Std-05,,90.5,2295.66343438691,80,95,
,E02,SYBR,,Std-05,,90,2335.6658298855,80,95,
,E03,SYBR,,Std-05,,90,2166.25938851586,80.5,95,
,E04,SYBR,,Unkn-05,,89.5,1832.64870452393,87,95,
,E05,SYBR,,Unkn-05,,89.5,1718.79917321479,87,95,
,E06,SYBR,,Unkn-05,,89.5,1756.02281492021,86.5,95,
,E07,SYBR,,Unkn-13,,89,1628.0162165856,79,95,
,E08,SYBR,,Unkn-13,,89,1540.87226568734,78,95,
