,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,115.42021389264,245.612943913174,148.142791718673,-19.9646510016873,-18.6668384624672,-35.025239614858,-40.4630047951814,-15.5437249125143,3.63552211325168,-21.5816725849618,-3.24083912194146,-95.3734194680655,45.3584204688868,113.225986937721,133.302576001434,43.8889000036652,36.9224872553859,45.6064101509974,18.105187529266,40.2232575597554,35.0070198276217,58.1081307701388,36.2056765479301,-23.0208830372976,77.8116019773552,117.743632596752,65.6883957567234,45.3298534691057,59.1530739900172,71.6752767039306,13.3203194070929,35.9965530089376,75.5951077431546,70.5608540317035,49.4108395295943,-18.8720077425442,35.9301730638635,60.549171732685,73.2454668616156,37.0951638193128,67.9628012690209,39.2536474767512,39.1791677157526,56.3267783384335,65.9296699464576,53.9562966005105,61.8925552880337,-9.42568224851766,9.74069139627591,73.278721401447,76.1085322232557,47.6102522941155,39.8239232757533,45.0477855030222,31.0565622788499,69.8077048732584,77.1151976499277,-68.1382773063851,-53.7398329242151,-84.813701178924,19.1928426204149,81.4839161974642,64.0360132179912,59.1829701980178,62.9552287535971,65.5554858504483,49.4390926313617,23.3357213175286,41.6237582510985,-42.8976040278812,-57.2195175325087,-194.730103528942,26.08181756867,55.9907766928372,75.1806934002225,59.0186404753422,81.7645021448443,50.6905368790722,85.3033200832369,77.5659857573037,64.1577283104189,54.315720557136,70.4331573250047,12.2208492750242,-59.6431832775033,2.81985859157794,17.4718827046527,22.2260251330827,44.650964215858,37.2367752664568,1.8578416461105,2.39519903035489,20.793012990328,1.01537174965233,3.66109767621128,-60.6169408897349
,2,166.154216099286,255.362183816055,200.964102847282,17.0030798128273,20.8425592760004,8.37969423961204,0.187321278057425,11.9727227986559,31.393889992446,25.3463666247662,4.36040682110524,-5.19482009796502,76.2092480860256,80.4698034558332,84.3697163748984,35.6922942243291,31.1021672623656,30.7317768744279,5.13821256932442,26.623550697238,11.7986937893629,41.4536518859295,35.3593088788612,28.5486405391866,73.1423057003076,89.990178514724,58.8591644705457,35.6404088964127,46.7951864179486,53.4548360532353,15.9068678113235,21.7530162031389,51.6146999811226,49.2910321093359,34.2086307271893,25.8757344591968,48.4897647342941,51.8401300067671,46.8494198127446,31.6796518688525,47.4806069246843,31.5091537174558,19.1896903130246,40.7478187838642,52.647589385213,40.7568976456296,52.428606161734,34.3748482087731,31.5570483764004,59.9849704439748,40.7164600175238,43.8448346680389,24.9985329571091,37.560307089152,6.75773557647517,48.8046238252928,49.6496635664416,-15.9145754841393,-12.0975849185434,0.38104032013689,37.2330928917472,65.7031391092141,38.9243686200889,52.7564538154138,42.8925585806428,48.126045781627,36.887607331204,14.0309527003437,25.1729493526555,19.9685046467712,-11.476784096867,-14.5444069574678,42.4210726407773,47.866669321942,60.5023113301131,41.3752910242174,59.4412130854707,31.568450073959,59.8870817359166,31.4549213992022,53.0371058756173,42.6822277380024,65.7978631207143,37.335978303533,-17.3011087029518,39.2039045689244,39.0964675944633,38.2657421732856,54.3897640503783,53.186634557971,18.1956536719435,23.7524664148659,32.0149733517401,26.2970965584946,28.4070688600468,12.0257128961784
,3,207.446171452759,268.878190997646,223.808884409571,21.2713916022758,19.7649743387883,10.138446132868,1.50335729746803,16.2325579568087,39.1206754867953,29.5030493715476,0.476697341715408,18.5248826180787,80.5026273446256,46.1078501425272,51.0052970298475,24.6167869534547,21.580318369276,19.8049222329455,8.26992245674774,11.9309194866082,9.47219220251736,30.5678182637539,21.5180694337132,30.7732355613589,52.8911957614364,60.5432426066745,30.2284647172182,28.2776132084118,35.7331685266399,37.1787389795727,12.0049567383003,21.7913366628518,36.7770930273909,38.8465860994665,25.0387507661662,18.2905593319119,40.5249878160685,28.9487762020945,43.1112044741731,21.9868883506251,35.1981109846593,26.8039559603276,19.3835117382423,37.2437352469478,33.3119878531306,32.7149909817472,35.7859863382382,21.1344418863764,28.3211180543931,44.4696879349522,31.0501405453233,28.9771601017337,18.0989346142687,27.8287104204164,1.64984702250968,41.2705488852835,33.6404289047468,7.94839956603028,2.25085729565944,0.332006669184921,30.9099522558827,46.7465517086812,30.2546089829539,35.6370221586849,31.2012610383481,29.0006113844038,33.2480590015612,15.8663444417698,19.832561391273,0.952628717717744,-6.85050204008257,-11.7151912550507,35.6867635347553,33.4356063314854,41.6556596938899,29.5578738551112,46.6473482135116,24.5549996560558,52.5807588397893,17.1990944782629,30.7495183627198,25.964408614509,44.2433475410207,32.4704596820311,-6.73724869309808,24.24369208997,26.5044093415181,27.0330075847223,37.5740054100033,41.5221609573555,16.2394685748213,8.04990364000059,32.9947929573027,24.2525625324624,26.0081631246694,18.9408329253993
,4,254.387681872889,351.001799693227,268.242615454895,16.6198001535713,24.1347356155584,14.6253592936509,1.30076616405131,7.81243629015535,38.6126970640962,22.4304522884677,2.34262832533386,12.8258232145263,83.7992407384118,14.5053475162476,14.1831055664679,17.7153001506276,14.9631181207369,19.5277755766065,-0.00314073074605403,12.6846535635814,10.3587711106757,26.3998517063992,11.9168512415345,30.9972052955045,33.0807790100307,33.8118873399671,17.6348026519345,20.0402246481672,26.2291349453717,34.4048531284343,10.6112266064083,11.9668834416807,33.3347364520323,26.4228670685388,20.0095653960152,25.5938280505015,30.7723125426382,20.4751902660018,27.3863678728048,11.6730656311092,21.6367259327599,16.0424356252061,14.0480677787491,27.5123741885518,38.5716555008339,21.4809218011014,27.0398304803412,20.0576690532571,25.7605429432706,33.0927586225271,20.3308281053723,30.2414646014358,12.0705795264503,20.0026584097086,-4.7361857755277,34.8625416416526,32.1948371063245,0.180557336780112,9.95832694226374,9.59227459714202,33.0202412638446,33.8108710102733,20.3378392235782,17.8950650725246,27.0553271578738,26.019512161658,19.0279973101324,-3.11280534148955,13.2085228650731,15.0353469676847,-7.64996809735021,1.05045707329191,19.0009973219585,27.0487808251091,31.3664855637571,21.2122901149332,29.9690736231478,17.1161830251503,42.7616619526825,13.5462483986848,28.2630410553811,18.4704562692141,28.9969740815504,27.379293733502,5.45227835407059,19.2362533274936,18.7877399298577,21.3068797225387,30.7783080586332,28.6259016378353,7.55689593999068,5.54773945067518,20.2404308062614,13.3099662767363,23.4200641644757,22.8256664591563
,5,341.302176408453,446.629827335339,366.980961264371,19.1057801515672,11.0433813133177,16.4912097608994,15.5020050238572,13.8127630551562,35.9217553087683,22.8425561613112,0.946040844493837,20.7590186731086,97.0951520148983,-0.954558179546439,-7.6190438431986,17.2406109780168,16.1076827951338,22.616945481408,4.89528350918954,15.7042065929909,15.1754438599601,12.737371333722,17.8490779502044,31.5441953170603,12.9617092374319,16.5409339717789,8.60917924550358,18.8369279468698,25.6563231306918,28.2736516768255,15.6405014216807,14.5734960578329,30.2202320483275,20.5534136656452,17.2866395184492,9.19058569494609,26.6775786805038,22.99016515517,19.0088699076305,21.9715387317301,18.3109387717177,12.5674564212422,12.1665742690229,28.4151513308025,35.9394235471482,16.3642184621558,18.0344312588359,21.9307248354826,22.6432939577344,26.9452590465953,19.6780850249752,17.7690404848481,13.5677537730171,17.9664416746218,-3.14727916067477,29.0484098937259,22.5547470802576,15.7222292121041,19.0352058494627,22.6279888376066,25.3650134084,30.8737721039561,19.5535842131112,25.5639605465167,18.4510016148542,18.9019153253157,19.1090686655907,8.1295624472059,10.8378237109737,28.9892507874993,17.4963212432194,36.1032749652368,18.4742643656582,21.3928905519324,24.8428705800025,11.4908192105631,20.3137723286482,9.84039247465262,36.9040629014207,9.6438436446806,18.060781629697,15.6766363953375,24.1204384809307,23.0700835959178,5.52849102050277,15.0861905580705,19.5583863721959,21.9684650158415,22.0777393564722,21.0627919369499,8.79396444967733,7.90650577362703,16.8906152631043,11.8861928817068,14.0889733045315,17.9325602625213
,6,481.402034179383,602.746355982496,527.01859347006,7.16345915408692,14.5460712669383,6.25985732743266,11.9137065221103,10.887435766409,38.9567247936566,12.8020009024422,31.837900558633,14.8192771111371,120.445615386156,-22.9639195539457,-16.2363134878251,15.8264400272374,7.63961239615583,3.13961319039117,0.225379095343669,6.17075774837303,7.35008530389496,9.03072517407327,1.54459837931881,16.3985037939319,-8.5470082395168,-8.6699523202069,-6.76921430752736,14.2539555539324,19.270475470199,13.8326790689489,5.9034831645713,7.74678529915582,17.7928076502239,16.8529348375359,15.0870108658082,6.94876905614547,5.32657395058777,2.94062029845463,7.65424874794553,8.19182149572316,16.227838081476,5.71368897344291,11.1833525550783,21.1948716862426,21.5717928215799,9.27218625306432,13.0603337017919,16.8770790104745,12.0745504785173,14.8415775138274,8.82346704517749,11.5934437562837,13.9791809690323,11.2667451468033,-9.66079166839518,16.9492133098211,17.3168001288996,28.4476258974191,35.1379231802766,26.2078132229417,16.6286430458122,21.7095472048404,14.7509433065434,7.57146292368179,6.21223859928341,16.0261027724118,8.91073401249105,4.5382633561203,9.42064132258565,13.7255768312643,19.7395395098192,11.5631743827071,11.9881320143922,9.38857169461789,18.8583548956212,5.9657786774942,10.263153693023,3.28766921727856,28.9554975639721,7.63880342482935,16.8027924838889,9.63739179359345,18.1608215601373,9.39220493774974,3.86974789673059,15.2296277288879,12.5950699711284,0.289360540517009,12.5400259623002,13.8128248873272,3.39601181480339,5.38675928595057,17.637644446887,7.04609535527925,7.97594602947174,11.112991146726
,7,773.125233019155,922.344657377949,852.942293857648,7.96407816620194,11.4724314066161,7.40359345287379,9.77265486937631,13.6627253072547,31.5682581327164,12.0859788210437,-16.1368360830138,12.5324419905683,173.184958896981,-2.20859086404744,-0.701740202805922,3.80777485355429,1.60025375302939,5.58471333832222,-2.21638298552625,0.249850833930395,9.47325227303645,10.8417234907602,-0.420914200532934,3.09725756880016,-20.5838001825286,-25.0758451149513,-21.6772698091345,10.3706741191236,4.39149310303492,4.67490072766759,7.32422074003898,8.90004095876884,17.3429836523837,7.83693614636741,2.51499953457096,3.00504513477063,-1.60899769890602,-10.7772793789354,-7.20901069156753,3.08378357172751,9.57026564808803,-2.26230232330272,10.5799049318593,23.1535002765213,26.6753735758493,3.75743490518107,6.84770222992938,2.13435242474043,-0.916071561174249,-0.868924055736898,6.26991063237892,4.19483329929972,2.96835668769563,3.85016576266025,-1.99522847095704,25.363003176888,16.1270962888248,23.1608247884742,11.1926478805944,23.0954359427706,7.85460614557724,10.7100859768861,7.85232391725003,-1.26294807526847,3.38491836848607,2.90531818218733,14.0476034586382,-4.51888027895438,11.7733700415338,13.9537291371034,7.79730893220767,24.2335954428236,13.178446952069,8.41680081194136,8.13075849756478,-1.28949087163346,5.34728099161839,6.74028675170666,29.8775608550341,9.5187133228319,12.3237831926608,-0.982363532614727,5.96150122073595,7.56663125329123,0.537746920595055,4.30447201507832,8.14742284484873,4.59306235284566,9.07478822069152,1.88578890437384,2.22319918976882,5.81088999361145,15.5043961290439,-1.23270890146341,-1.58560452800248,12.2150744818327
,8,1282.12564461063,1493.4309545771,1433.62707702482,1.28198856970357,7.08465300135958,4.37150924039634,8.96758984981534,5.95841550830119,23.5245249451591,-2.34229393980422,20.8726512849571,7.88391949393554,281.979684066559,60.5380854456062,61.6596584203508,2.76166554627525,-3.84845724232491,-7.23225659954733,7.75683740496424,12.2379839551968,5.08728545853592,-5.47081408872418,3.11788974420233,-8.89178909546081,-40.1606328973321,-41.9235207768661,-26.5017740808908,0.696856055025819,-5.83002132695947,-6.81174518407352,9.96960651734571,-0.317746094512586,5.17876553870701,0.775522092000756,-4.2557211682124,-1.64433080427352,-15.2294569500673,-14.3932352454149,-17.7253430561104,-2.61876213784853,5.88702579622714,-2.17013511678852,5.10987993783328,16.4517065315886,16.1120056962463,-0.918633763961225,-1.43622833060908,-1.82455270521041,-4.97637301840223,-4.05216227044275,1.31676987111678,-0.880707474942938,1.44379950173607,-2.01948578368501,4.37543149507292,18.7797921041019,9.44649851773011,10.7127853149559,16.2378152522851,17.8656399080628,3.36089266110685,0.495045235120415,-1.46563151189821,-8.88199181543678,-8.35139357273783,-1.25342580283632,7.70613316023446,1.42996284488072,5.58366208191001,14.4653340243513,16.5930402190279,24.5858990978631,8.29198200146402,5.28424434307726,10.3270511728551,-0.491184692617935,-3.55177076185191,-4.36676355866439,21.529914099624,4.45732628855149,7.27328405477692,1.87120253645389,-5.10532344304283,-2.66251253879727,1.83722367682458,6.57743642579408,0.29750585889451,-7.7940088789037,-0.462701579243003,-4.09395409392437,-2.45079790265481,2.509319210787,8.3689387887398,-4.36423511787962,-4.24053702058518,-2.53905010797189
,9,2211.41507525816,2485.95696580406,2458.80382572039,8.10634854380442,-5.43664302439447,-0.252264209713758,6.32375663759103,2.03978789546636,10.0904559960391,-10.6878920669042,17.2692029385398,-6.37747073163791,483.172598660114,218.585725546533,213.575387007614,-8.31980537307936,-9.81834786025502,-3.91316868371632,2.64920691918815,2.49709808795342,-3.11843904072612,-4.64477096963947,3.35782315147026,-10.6662485064717,-37.9577058271025,-42.6701720355313,-15.1749585850348,-6.55375036034729,-13.445832656379,-10.1508153319355,2.53154655776507,5.63521161765402,0.420162731324126,-9.64628249044927,-1.22527287356661,-10.310583330288,-23.2753403452971,-20.3879418874003,-21.9894112776065,-4.36022690614391,-5.74117856458179,-5.8339403074433,3.35292681644569,9.01488350540967,13.4307137589985,-15.5995311031902,-7.75348759364442,-1.48855964046743,-5.30399101409057,-11.2809593175289,-12.4612518580743,-8.82237692538911,-6.44679962225746,-6.26284800964095,4.05910198567472,12.4229905109605,3.02268455934973,4.94186698576777,11.5947129656342,20.2147719078312,-4.03071655831809,-4.63426405328573,-4.23359972972776,-5.14578661810629,-11.607921125018,-12.4807117508681,3.12308486885195,-2.72413333061013,4.93003738194602,6.34447789679325,0.868760240007759,1.75764227807485,2.07845752880712,-0.279369450554441,-4.05884289762162,-9.09061132815168,-18.1073612993487,-10.3752693035549,7.83662089018981,12.4741807947548,9.58297299303467,-5.62999041540297,-5.9081396839174,-10.0184279250443,0.442635749449437,4.39921266505189,1.74613360599506,-11.700984172614,-8.40830440378249,-12.0515306721391,-10.3901545674853,-7.18072951134309,3.33512260871612,-12.9114411693336,-11.0557270163381,-10.560175772328
,10,3777.19790879618,4182.35205698159,4198.43140379806,-6.37079318090218,-10.2993495385508,-8.55531615977634,10.1728947053962,1.34787070212133,19.079394379668,-14.2987546677077,2.60984446674411,-4.45121582026331,880.510815820975,555.387854435877,533.812918089206,-10.6648421723858,-16.6501499282176,-16.2207037240087,1.8884872020235,4.65307672152449,-1.36470850241039,-4.91174922160008,-6.9903065722192,-10.3324337699323,-32.4216355684976,-29.6487680584232,1.53811188488817,-10.8560879154084,-16.3687749751989,-16.4224573317615,5.01864660974661,-2.74707830586885,-1.20192729850623,-13.0186615110697,-17.5424858812648,-8.49871360123416,-34.9660818088814,-24.7388946183873,-36.0095609604341,-11.8533043276302,-13.9886000875285,-10.4352725744529,-2.93474841681746,6.9011944081758,8.01958940715485,-15.1099752767086,-13.3087952996093,-17.3549280553307,-18.3581579662414,-18.8295381181379,-19.4679861095137,-11.5276642733706,-13.9296156324917,-14.834434853964,6.88349642201865,5.37220697299472,1.53102098226282,13.3638838478819,14.8445333033615,3.95494054572009,-8.99550014027864,-5.6548405425001,-15.1295559276896,-19.4786027825112,-20.183994883856,-16.5630724855291,-6.38712560831664,-10.1898821342147,1.48317945207236,-17.5756226301364,4.26098488213029,-9.09436546676261,-3.17433186184735,0.262288768221879,-3.95448545917225,-18.4026477096531,-16.2876357440164,-13.5106975123817,8.97124276572595,22.685658956636,2.74553087991626,-11.641439472809,-14.9124817008615,-22.4908165698644,-5.16363776562685,5.38128346649864,-3.87083853149852,-18.308869792766,-16.7694985645285,-13.6489633462443,-6.42843602604626,-11.1966013321908,-1.76755597937972,-15.4575092187042,-20.6036700257391,-22.56652865044
