,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2241.19304072505,86,95,
,A02,SYBR,,Std-01,,91,2267.4827770636,83.5,95,
,A03,SYBR,,Std-01,,91,2352.77550429914,83.5,95,
,A04,SYBR,,Unkn-01,,91.5,1692.67155571214,82.5,95,
,A05,SYBR,,Unkn-01,,91.5,1760.5540275902,82,95,
,A06,SYBR,,Unkn-01,,91.5,1768.99690748047,80.5,95,
,A07,SYBR,,Unkn-09,,None,None,None,None,
,A08,SYBR,,Unkn-09,,None,None,None,None,
,A09,SYBR,,Unkn-09,,None,None,None,None,
,A10,SYBR,,Unkn-17,,90.5,1597.25996818176,80,95,
,A11,SYBR,,Unkn-17,,91,1629.88403406299,80,95,
,A12,SYBR,,Unkn-17,,91,1756.14567810868,82.5,95,
,B01,SYBR,,Std-02,,91,2380.89249068338,78.5,95,
,B02,SYBR,,Std-02,,91,2339.71516053544,82,95,
,B03,SYBR,,Std-02,,91,2397.17805023911,83.5,95,
,B04,SYBR,,Unkn-02,,91,1612.43189169303,80.5,95,
,B05,SYBR,,Unkn-02,,91,1677.73551557477,80.5,95,
,B06,SYBR,,Unkn-02,,91,1723.14131650641,78,95,
,B07,SYBR,,Unkn-10,,None,None,None,None,
,B08,SYBR,,Unkn-10,,None,None,None,None,
,B09,SYBR,,Unkn-10,,None,None,None,None,
,B10,SYBR,,Unkn-18,,91,1624.71789897335,80,95,
,B11,SYBR,,Unkn-18,,91.5,1688.30701387436,81.5,95,
,B12,SYBR,,Unkn-18,,91.5,1763.84848217901,78.5,95,
,C01,SYBR,,Std-03,,91,2328.87336488107,81.5,95,
,C02,SYBR,,Std-03,,91,2479.169698298,83,95,
,C03,SYBR,,Std-03,,91,2401.62208734101,81.5,95,
,C04,SYBR,,Unkn-03,,90,1603.27043666595,79.5,95,
,C05,SYBR,,Unkn-03,,90.5,1645.97561299151,79.5,95,
,C06,SYBR,,Unkn-03,,90.5,1612.69201481176,80.5,95,
,C07,SYBR,,Unkn-11,,None,None,None,None,
,C08,SYBR,,Unkn-11,,None,None,None,None,
,C09,SYBR,,Unkn-11,,None,None,None,None,
,C10,SYBR,,Unkn-19,,91,1692.65475537075,79.5,95,
,C11,SYBR,,Unkn-19,,91,1728.47691118044,80.5,95,
,C12,SYBR,,Unkn-19,,91.5,1712.82120608644,79.5,95,
,D01,SYBR,,Std-04,,91,2258.46712835378,79.5,95,
,D02,SYBR,,Std-04,,91,2277.37210466419,83,95,
,D03,SYBR,,Std-04,,90.5,2330.88552097345,79,95,
,D04,SYBR,,Unkn-04,,90.5,1382.33044363348,80,95,
,D05,SYBR,,Unkn-04,,91,1585.79091686946,81.5,95,
,D06,SYBR,,Unkn-04,,91.5,1672.35614537826,81.5,95,
,D07,SYBR,,Unkn-12,,None,None,None,None,
,D08,SYBR,,Unkn-12,,None,None,None,None,
,D09,SYBR,,Unkn-12,,None,None,None,None,
,D10,SYBR,,Unkn-20,,91,1662.38005628957,80,95,
,D11,SYBR,,Unkn-20,,91,1718.64351234014,81,95,
,D12,SYBR,,Unkn-20,,91,1779.48879470304,80,95,
,E01,SYBR,,Std-05,,90.5,2118.04898565802,80,95,
,E02,SYBR,,Std-05,,90.5,2226.19252366959,80,95,
,E03,SYBR,,Std-05,,90.5,2291.78123623586,82,95,
,E04,SYBR,,Unkn-05,,90,1572.39174677273,79,95,
,E05,SYBR,,Unkn-05,,90.5,1509.61500857203,80.5,95,
,E06,SYBR,,Unkn-05,,91,1682.58770767242,78.5,95,
,E07,SYBR,,Unkn-13,,None,None,None,None,
,E08,SYBR,,Unkn-13,,None,None,None,None,
,E09,SYBR,,Unkn-13,,None,None,None,None,
,E10,SYBR,,Unkn-21,,89.5,1348.09602021258,79,95,
,E11,SYBR,,Unkn-21,,89.5,1320.28715636046,79.5,95,
,E12,SYBR,,Unkn-21,,89.5,1445.69528585316,77.5,95,
,F01,SYBR,,Std-06,,90.5,2055.30270907615,79,95,
,F02,SYBR,,Std-06,,90.5,2117.54131560903,80,95,
,F03,SYBR,,Std-06,,90.5,2207.15663019756,80,95,
,F04,SYBR,,Unkn-06,,90.5,1585.54314495271,80,95,
