,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,88.5,3195.26207578769,81.5,95,
,A02,SYBR,,Std-01,,88.5,2953.29131061092,84.5,91.5,
,A03,SYBR,,Std-01,,88.5,3275.05065664822,84,95,
,A04,SYBR,,Unkn-01,,91,1627.65361309393,80,95,
,A05,SYBR,,Unkn-01,,91,1673.69422900329,82.5,95,
,A06,SYBR,,Unkn-01,,91,1654.05389084974,81.5,95,
,A07,SYBR,,Unkn-09,,90.5,1650.28203243601,83.5,95,
,A08,SYBR,,Unkn-09,,90.5,1576.63421461108,83.5,95,
,A09,SYBR,,Unkn-09,,90.5,1649.77965928975,78.5,95,
,A10,SYBR,,Unkn-17,,91,1668.18606974147,82.5,95,
,A11,SYBR,,Unkn-17,,91,1715.16113996183,81.5,95,
,A12,SYBR,,Unkn-17,,90.5,1717.82354054321,85,95,
,B01,SYBR,,Std-02,,88.5,3104.0137851455,82.5,91.5,
,B02,SYBR,,Std-02,,88,2992.11152663484,84,91.5,
,B03,SYBR,,Std-02,,88.5,3124.74356300177,84,91.5,
,B04,SYBR,,Unkn-02,,90.5,1737.9219278597,83,95,
,B05,SYBR,,Unkn-02,,90.5,1750.88610970278,82.5,95,
,B06,SYBR,,Unkn-02,,90.5,1771.86274876135,80.5,95,
,B07,SYBR,,Unkn-10,,91.5,1615.43071566823,82.5,95,
,B08,SYBR,,Unkn-10,,91.5,1647.37198517951,82,95,
,B09,SYBR,,Unkn-10,,91.5,1671.74644548375,82.5,95,
,B10,SYBR,,Unkn-18,,91,1990.30798888536,83.5,95,
,B11,SYBR,,Unkn-18,,91,2030.8954000552,84,95,
,B12,SYBR,,Unkn-18,,91,2062.2470228157,85.5,95,
,C01,SYBR,,Std-03,,88,2742.56035471119,83.5,91.5,
,C02,SYBR,,Std-03,,88.5,3200.84830085442,84,91.5,
,C03,SYBR,,Std-03,,88,3113.63418468897,84,91.5,
,C04,SYBR,,Unkn-03,,91,1722.48561780194,82,95,
,C05,SYBR,,Unkn-03,,90.5,1810.82298968952,82.5,95,
,C06,SYBR,,Unkn-03,,91,1759.9309438204,81,95,
,C07,SYBR,,Unkn-11,,91,1908.93490467138,83.5,95,
,C08,SYBR,,Unkn-11,,91,1889.19140364631,84,95,
,C09,SYBR,,Unkn-11,,91,1945.40111099316,83,95,
,C10,SYBR,,Unkn-19,,91,1849.17898027678,81.5,95,
,C11,SYBR,,Unkn-19,,91,1894.98532953978,83,95,
,C12,SYBR,,Unkn-19,,91,1839.98627862235,84.5,95,
,D01,SYBR,,Std-04,,88,3149.99883773041,84,91.5,
,D02,SYBR,,Std-04,,88,3093.69572152745,84,91.5,
,D03,SYBR,,Std-04,,88,3138.10849121087,84,91.5,
,D04,SYBR,,Unkn-04,,89.5,1568.1753970098,81.5,95,
,D05,SYBR,,Unkn-04,,89.5,1655.37471927874,81,95,
,D06,SYBR,,Unkn-04,,89.5,1617.33894386206,81,95,
,D07,SYBR,,Unkn-12,,89.5,1928.73990081675,80,95,
,D08,SYBR,,Unkn-12,,89.5,1879.04241964781,80.5,95,
,D09,SYBR,,Unkn-12,,89.5,1825.19335878551,81.5,95,
,D10,SYBR,,Unkn-20,,90,1828.62870007674,84.5,95,
,D11,SYBR,,Unkn-20,,90,1927.13938876471,79,95,
,D12,SYBR,,Unkn-20,,90,1832.1148032091,79,95,
,E01,SYBR,,Std-05,,88,2945.22113697712,84,95,
,E02,SYBR,,Std-05,,88,3120.27840578258,84,95,
,E03,SYBR,,Std-05,,88,3200.66511134584,83.5,91.5,
,E04,SYBR,,Unkn-05,,89.5,2007.84585062554,85,95,
,E05,SYBR,,Unkn-05,,89.5,2136.44997854749,85,95,
,E06,SYBR,,Unkn-05,,89.5,2146.47366704914,85,95,
,E07,SYBR,,Unkn-13,,89.5,2218.64118626074,85,95,
,E08,SYBR,,Unkn-13,,89.5,2197.29368732155,85,95,
,E09,SYBR,,Unkn-13,,89.5,2153.10172222903,85,95,
,E10,SYBR,,Unkn-21,,91,1887.5621674246,79.5,95,
,E11,SYBR,,Unkn-21,,91,1917.64394299837,82.5,95,
,E12,SYBR,,Unkn-21,,91,1922.08861763516,77,95,
,F01,SYBR,,Std-06,,88,2763.84296652412,83.5,95,
,F02,SYBR,,Std-06,,88,2852.82222958961,83,95,
,F03,SYBR,,Std-06,,88,2985.22406405542,83.5,95,
,F04,SYBR,,Unkn-06,,91.5,1765.5305478248,79,95,
,F05,SYBR,,Unkn-06,,91.5,1879.50513255383,79.5,95,
,F06,SYBR,,Unkn-06,,91.5,1840.80837626309,80,95,
