,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,10.249294677277,9.99509707810504,9.70005634304144,18.0561244805651,17.8757442181845,17.9898488668927,22.5991552079785,22.5982695789674,22.6760896525861,21.3148440697473,21.4314689076838,21.416968130355
A,copy number,365000000,365000000,365000000,3355692.92432525,3711118.84492703,3482145.07110908,265821.424605694,265952.850913667,254648.85184524,544372.453182089,510067.046168474,514211.910511121
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,13.7553145980016,13.5118337153153,13.7071689657274,18.101416961314,18.2202854300358,18.3384352005567,20.2863741534682,20.5162604960748,20.2957470614343,19.6656517904884,19.9125964097084,19.9468571054607
B,copy number,36500000,36500000,36500000,3271927.69532182,3061899.88333014,2866503.53020262,966470.385974329,850092.22813884,961427.715425969,1366615.69130439,1190663.70566179,1168112.34181705
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,17.4283407345284,17.7269620632763,17.7195064483183,18.0893177328343,18.1862614850815,18.2745516047934,19.5461906725413,19.7963197240236,19.6119374581786,19.9627631458973,19.9966797952104,20.1778900486604
C,copy number,3650000,3650000,3650000,3294097.49298896,3120599.98996575,2970553.12980863,1460840.38927216,1270496.87395124,1408206.36462879,1157788.21027754,1136077.64422345,1026796.02988057
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,22.3310710398194,22.2750559879439,22.1644089459285,18.3200002295556,18.3677635588736,18.4824841396096,19.8468243079474,19.932833107725,19.7040416443249,19.1585095074204,19.0451638264532,19.05729616462
D,copy number,365000,365000,365000,2896149.40356978,2819963.81049714,2645064.31405571,1235184.16885479,1177291.23585973,1337645.48190778,1813733.20436839,1932179.35913157,1919140.02121809
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,25.7022550842708,25.4244594906569,25.4009340027987,23.0004730614108,22.9590900701118,22.7881466996296,24.7295532840161,24.6893286372232,24.5649242961025,20.7216976554306,20.7215119119067,20.8984618513765
E,copy number,36500,36500,36500,212477.979140395,217442.691102472,239210.391458171,80946.7660824063,82784.611894779,88736.8846138037,758001.064487436,758079.649397557,686789.535404231
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,30.9040937509341,30.5336845741991,30.5674754217035,19.2299811715511,19.1023720819836,19.1822273328587,18.4784057682355,18.5109427696356,18.4295843225233,20.0359284451672,19.857933942002,20.3593522394473
F,copy number,3650,3650,3650,1742806.92445152,1871460.39610712,1789882.01194593,2651091.99886071,2603383.24218071,2724323.67531616,1111461.62610902,1227548.99590945,927895.952344266
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,34.3362777147208,34.1500304145165,35.0688168893923,19.0226676441648,18.9667897538777,19.0741579553104,17.189248498837,17.3329118224186,17.3770818145266,19.4831325289482,19.3040715499839,19.7134033824004
G,copy number,365,365,365,1956592.22184924,2018573.88717963,1901163.67042655,5443843.34939697,5024384.24122534,4902035.05056715,1513169.32430764,1672208.3803469,1330674.45823814
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,36.3699461095035,37.1684683151426,36.3374046739713,18.3793592845819,18.27934542591,18.4937190707421,19.7647432963402,19.8276936121898,19.6605421022383,18.8429533949784,19.030711212452,18.8898367896236
H,copy number,NaN,NaN,NaN,2801772.24698967,2962615.85457152,2628530.27765309,1293086.14931926,1248443.33636827,1370518.64482953,2163024.99006171,1947828.11331198,2107159.4423679
