,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,9.97055053788842,365000000
,A02,SYBR,,Std-01,,9.70625321651187,365000000
,A03,SYBR,,Std-01,,10.2500233471377,365000000
,A04,SYBR,,Unkn-01,,22.0314928124886,220442.598394148
,A05,SYBR,,Unkn-01,,21.5486318814312,299047.803012012
,A06,SYBR,,Unkn-01,,22.4623444621826,167925.317693179
,A07,SYBR,,Unkn-09,,22.60092245554,153852.757692707
,A08,SYBR,,Unkn-09,,28.8401402312183,2990.44021668578
,A09,SYBR,,Unkn-09,,22.2686388595007,189779.001659556
,A10,SYBR,,Unkn-17,,26.6141073905242,12198.8549077502
,A11,SYBR,,Unkn-17,,28.3715218497011,4020.4400990961
,A12,SYBR,,Unkn-17,,28.8856350109447,2905.73665076006
,B01,SYBR,,Std-02,,14.4342989220352,36500000
,B02,SYBR,,Std-02,,13.7532126438714,36500000
,B03,SYBR,,Std-02,,14.3791232329396,36500000
,B04,SYBR,,Unkn-02,,22.1423876987219,205531.264632825
,B05,SYBR,,Unkn-02,,23.014067701449,118517.552568458
,B06,SYBR,,Unkn-02,,22.8576182058507,130826.458696257
,B07,SYBR,,Unkn-10,,22.7035965211388,144192.46519395
,B08,SYBR,,Unkn-10,,22.730368727462,141774.835971206
,B09,SYBR,,Unkn-10,,22.0954765147876,211711.903426775
,B10,SYBR,,Unkn-18,,26.1978774056322,15866.7433485135
,B11,SYBR,,Unkn-18,,26.7108477634951,11475.8249394761
,B12,SYBR,,Unkn-18,,27.4868653794727,7029.56032964732
,C01,SYBR,,Std-03,,17.6521385851231,3650000
,C02,SYBR,,Std-03,,17.5840659858322,3650000
,C03,SYBR,,Std-03,,17.408299593162,3650000
,C04,SYBR,,Unkn-03,,21.6979826553977,272129.002988037
,C05,SYBR,,Unkn-03,,21.8579168504497,245983.56572726
,C06,SYBR,,Unkn-03,,22.0366298730143,219728.537308874
,C07,SYBR,,Unkn-11,,23.1234811125641,110604.145519694
,C08,SYBR,,Unkn-11,,22.9129188254124,126335.977460392
,C09,SYBR,,Unkn-11,,23.3969846481684,93057.5163931267
,C10,SYBR,,Unkn-19,,21.9004490840493,239463.774256066
