,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,9.97055053788842,9.70625321651187,10.2500233471377,22.0314928124886,21.5486318814312,22.4623444621826,22.60092245554,28.8401402312183,22.2686388595007,26.6141073905242,28.3715218497011,28.8856350109447
A,copy number,365000000,365000000,365000000,220442.598394148,299047.803012012,167925.317693179,153852.757692707,2990.44021668578,189779.001659556,12198.8549077502,4020.4400990961,2905.73665076006
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,14.4342989220352,13.7532126438714,14.3791232329396,22.1423876987219,23.014067701449,22.8576182058507,22.7035965211388,22.730368727462,22.0954765147876,26.1978774056322,26.7108477634951,27.4868653794727
B,copy number,36500000,36500000,36500000,205531.264632825,118517.552568458,130826.458696257,144192.46519395,141774.835971206,211711.903426775,15866.7433485135,11475.8249394761,7029.56032964732
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,17.6521385851231,17.5840659858322,17.408299593162,21.6979826553977,21.8579168504497,22.0366298730143,23.1234811125641,22.9129188254124,23.3969846481684,21.9004490840493,22.2425185009448,22.7333547626541
C,copy number,3650000,3650000,3650000,272129.002988037,245983.56572726,219728.537308874,110604.145519694,126335.977460392,93057.5163931267,239463.774256066,192935.779536343,141507.711229254
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,21.3385285596381,21.69432823961,21.2775403848098,22.5527740291831,22.762700359737,25.1005920091992,21.8149831507755,21.9353451441069,22.0330773677607,21.2004279819053,21.5679647218525,21.6127848186508
D,copy number,365000,365000,365000,158603.23217959,138909.142936224,31729.6197007941,252744.946677205,234243.796579149,220222.095082675,372606.397612889,295418.551605833,287173.229088901
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,25.2401443829182,25.0615464815957,24.9624524449589,19.7001384806713,20.056192977732,20.0181313587012,20.6203146224647,20.7097577509234,27.7979393825598,21.0497961799969,21.1103491295979,21.1773366484441
E,copy number,36500,36500,36500,961099.496404926,767547.566356621,786222.218469245,537490.764464606,507969.262748723,5775.67730385224,409795.768218485,394419.387252003,378080.331622022
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,28.1726846664357,28.4403355679222,28.3971637319248,19.2288705227408,19.1486842176227,19.5596292345037,21.0578683703545,20.8464567981684,20.7621988730983,24.8796971932278,25.5321510973705,25.7565846793415
F,copy number,3650,3650,3650,1294295.91264527,1361532.69787106,1050289.37302597,407711.844759726,465952.794835219,491420.456968049,36479.9841625095,24159.6967599739,20966.7466747298
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,32.00357979417,31.9809098789803,32.1875948758548,23.3060589248147,23.373090019322,23.3804116577023,23.6321779642169,23.6359072981237,23.6914629310043,24.101019245167,24.2011762553716,24.3279924707731
G,copy number,365,365,365,98557.9574518228,94472.5358937997,94036.6833354672,80212.0679403673,80023.3604588857,77264.1970780083,59654.0731061082,55997.3910060945,51687.2071333549
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,34.9733727463252,36.4823651540205,35.0517512894815,21.4526996464583,21.592961892758,22.6057911315363,NaN,33.7630821261753,33.5933068534645,22.6225616446572,23.7446066210376,23.0632236125511
H,copy number,NaN,NaN,NaN,317726.984774955,290791.180116014,153380.392259944,NaN,133.47793055167,148.585878249755,151764.368610764,74713.8961332797,114894.590238548
