,Well,Fluor,Target,Content,Sample,Melt Temp
,A01,SYBR,,Std-01,,91
,A02,SYBR,,Std-01,,91
,A03,SYBR,,Std-01,,91
,A04,SYBR,,Unkn-01,,90.5
,A05,SYBR,,Unkn-01,,90.5
,A06,SYBR,,Unkn-01,,90
,A07,SYBR,,Unkn-09,,90
,A08,SYBR,,Unkn-09,,89
,A09,SYBR,,Unkn-09,,90
,A10,SYBR,,Unkn-17,,90.5
,A11,SYBR,,Unkn-17,,90.5
,A12,SYBR,,Unkn-17,,90.5
,B01,SYBR,,Std-02,,91
,B02,SYBR,,Std-02,,91
,B03,SYBR,,Std-02,,91
,B04,SYBR,,Unkn-02,,90
,B05,SYBR,,Unkn-02,,89.5
,B06,SYBR,,Unkn-02,,89.5
,B07,SYBR,,Unkn-10,,89
,B08,SYBR,,Unkn-10,,89
,B09,SYBR,,Unkn-10,,89
,B10,SYBR,,Unkn-18,,90
,B11,SYBR,,Unkn-18,,90
,B12,SYBR,,Unkn-18,,90
,C01,SYBR,,Std-03,,91
,C02,SYBR,,Std-03,,91
,C03,SYBR,,Std-03,,91
,C04,SYBR,,Unkn-03,,89.5
,C05,SYBR,,Unkn-03,,89.5
,C06,SYBR,,Unkn-03,,89.5
,C07,SYBR,,Unkn-11,,90
,C08,SYBR,,Unkn-11,,90
,C09,SYBR,,Unkn-11,,90
,C10,SYBR,,Unkn-19,,89.5
,C11,SYBR,,Unkn-19,,89.5
,C12,SYBR,,Unkn-19,,89.5
,D01,SYBR,,Std-04,,91
,D02,SYBR,,Std-04,,91
,D03,SYBR,,Std-04,,91
,D04,SYBR,,Unkn-04,,90.5
,D05,SYBR,,Unkn-04,,90.5
,D06,SYBR,,Unkn-04,,90.5
,D07,SYBR,,Unkn-12,,90
,D08,SYBR,,Unkn-12,,90
,D09,SYBR,,Unkn-12,,90
,D10,SYBR,,Unkn-20,,89
,D11,SYBR,,Unkn-20,,89
,D12,SYBR,,Unkn-20,,89
,E01,SYBR,,Std-05,,91
,E02,SYBR,,Std-05,,91
,E03,SYBR,,Std-05,,91
,E04,SYBR,,Unkn-05,,88
,E05,SYBR,,Unkn-05,,88
,E06,SYBR,,Unkn-05,,88
,E07,SYBR,,Unkn-13,,90
,E08,SYBR,,Unkn-13,,90
,E09,SYBR,,Unkn-13,,89
,E10,SYBR,,Unkn-21,,87
,E11,SYBR,,Unkn-21,,87
,E12,SYBR,,Unkn-21,,87.5
,F01,SYBR,,Std-06,,91
,F02,SYBR,,Std-06,,91
,F03,SYBR,,Std-06,,91
,F04,SYBR,,Unkn-06,,88
,F05,SYBR,,Unkn-06,,88
,F06,SYBR,,Unkn-06,,88
,F07,SYBR,,Unkn-14,,88.5
,F08,SYBR,,Unkn-14,,89
,F09,SYBR,,Unkn-14,,89
,F10,SYBR,,Unkn-22,,89.5
,F11,SYBR,,Unkn-22,,89.5
,F12,SYBR,,Unkn-22,,89.5
,G01,SYBR,,Std-07,,90.5
,G02,SYBR,,Std-07,,90.5
,G03,SYBR,,Std-07,,90.5
,G04,SYBR,,Unkn-07,,90
,G05,SYBR,,Unkn-07,,89.5
,G06,SYBR,,Unkn-07,,89.5
,G07,SYBR,,Unkn-15,,89.5
,G08,SYBR,,Unkn-15,,89.5
,G09,SYBR,,Unkn-15,,89.5
,G10,SYBR,,Unkn-23,,90
,G11,SYBR,,Unkn-23,,90
,G12,SYBR,,Unkn-23,,90
,H01,SYBR,,NTC,,88
,H02,SYBR,,NTC,,None
,H03,SYBR,,NTC,,87.5
,H04,SYBR,,Unkn-08,,90
,H05,SYBR,,Unkn-08,,90
,H06,SYBR,,Unkn-08,,90
,H07,SYBR,,Unkn-16,,None
,H08,SYBR,,Unkn-16,,None
,H09,SYBR,,Unkn-16,,None
,H10,SYBR,,Unkn-24,,90
,H11,SYBR,,Unkn-24,,90
,H12,SYBR,,Unkn-24,,90
