,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,8.15526049805462,8.13388800565041,7.86078837138248,13.979145287081,14.1702928124465,13.9450825548061,13.4620612729663,13.5703723978548,13.3320166122572,13.2140202067344,13.5101501673954,13.4658472498972
A,copy number,365000000,365000000,365000000,7242668.69337379,6358294.4411232,7412715.36188014,10301413.7388119,9568613.74738008,11255772.2685373,12198006.1605188,9969375.92367678,10274876.4999598
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,11.4079945777153,11.4097273364577,11.1252475368222,13.303774090197,13.5009564367585,13.4257500116888,13.9754625651462,14.1053748539023,14.0307512153753,15.9207302498803,15.8241873733135,15.851731289861
B,copy number,36500000,36500000,36500000,11474450.0678918,10032017.33558,10559438.9700059,7260863.75056875,6645826.31361292,6992445.96104009,1929344.23364963,2060513.48522402,2022206.89293605
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,15.1250510773616,14.8298447008574,14.9103615444981,13.2383525285127,13.3697015242944,13.3630516834673,15.6251257166393,15.6878828067194,15.5556826486041,11.6733732792804,11.7467303891023,11.9441592770611
C,copy number,3650000,3650000,3650000,11997458.0852671,10970460.0098594,11020275.1307538,2359799.63827028,2261029.09367558,2474129.34761108,34845409.2713868,33146691.5435844,28975012.507583
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,18.9666225103714,18.6974636297341,18.241352579155,15.0074810247452,15.0565743674335,15.0059087092017,11.0580458434792,11.0148047704311,10.8901683637858,11.4530869049081,11.3965955136488,11.5289025624332
D,copy number,365000,365000,365000,3594412.32024933,3476176.61646702,3598264.80710408,52992290.1705644,54576683.5252543,59413533.1022294,40487908.9477866,42076575.9467467,38449660.8524881
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,22.1781871674876,21.8633913483273,22.207759084276,11.6416073812315,11.7294665049111,11.6523561400432,11.0547324922881,11.0749400479362,11.0692246050448,12.5154538454759,12.50018622484,12.4958911658875
E,copy number,36500,36500,36500,35607761.4814849,33538863.206055,35347952.187213,53112050.0551363,52385841.0407567,52590226.7730722,19632935.8162944,19838221.2980097,19896357.7293041
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,26.4917065773211,25.2355294083807,27.0613320763349,12.2978831900824,12.3870049873393,12.3961421931372,11.3385756482368,11.3471584856584,11.4495685978514,13.4166447900138,13.2269288779961,13.3375319061739
F,copy number,3650,3650,3650,22769918.693779,21428488.4708569,21295505.8809788,43773138.8308922,43517921.3894411,40585076.3585467,10625147.2425771,12091198.3611535,11213557.0352823
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,26.8497667762274,27.533163750663,27.3727746811817,12.6625164688809,12.6952367957994,12.5290972928063,13.158917438776,13.2629120237383,13.3013231859077,13.9283104006271,13.9103810061524,13.9009803440755
G,copy number,365,365,365,17761162.7103072,17369602.8215247,19451286.6529515,12664644.889358,11798381.0056968,11493626.2350533,7497905.78784024,7590057.15111066,7638825.26099392
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,30.5122672599107,22.3874984804156,29.7681527664877,13.5162182448084,13.5450209687092,13.4475457911688,12.9206160298133,12.7877841921498,12.8595121838618,13.8631770498869,13.7486539382763,13.9013999806508
H,copy number,NaN,NaN,NaN,9928245.55593418,9735318.64998197,10403794.5232455,14897150.3638803,16308212.3203324,15530413.1113937,7838122.78253442,8474184.43706203,7636641.63247357
