,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,8.15526049805462,365000000
,A02,SYBR,,Std-01,,8.13388800565041,365000000
,A03,SYBR,,Std-01,,7.86078837138248,365000000
,A04,SYBR,,Unkn-01,,13.979145287081,7242668.69337379
,A05,SYBR,,Unkn-01,,14.1702928124465,6358294.4411232
,A06,SYBR,,Unkn-01,,13.9450825548061,7412715.36188014
,A07,SYBR,,Unkn-09,,13.4620612729663,10301413.7388119
,A08,SYBR,,Unkn-09,,13.5703723978548,9568613.74738008
,A09,SYBR,,Unkn-09,,13.3320166122572,11255772.2685373
,A10,SYBR,,Unkn-17,,13.2140202067344,12198006.1605188
,A11,SYBR,,Unkn-17,,13.5101501673954,9969375.92367678
,A12,SYBR,,Unkn-17,,13.4658472498972,10274876.4999598
,B01,SYBR,,Std-02,,11.4079945777153,36500000
,B02,SYBR,,Std-02,,11.4097273364577,36500000
,B03,SYBR,,Std-02,,11.1252475368222,36500000
,B04,SYBR,,Unkn-02,,13.303774090197,11474450.0678918
,B05,SYBR,,Unkn-02,,13.5009564367585,10032017.33558
,B06,SYBR,,Unkn-02,,13.4257500116888,10559438.9700059
,B07,SYBR,,Unkn-10,,13.9754625651462,7260863.75056875
,B08,SYBR,,Unkn-10,,14.1053748539023,6645826.31361292
,B09,SYBR,,Unkn-10,,14.0307512153753,6992445.96104009
,B10,SYBR,,Unkn-18,,15.9207302498803,1929344.23364963
,B11,SYBR,,Unkn-18,,15.8241873733135,2060513.48522402
,B12,SYBR,,Unkn-18,,15.851731289861,2022206.89293605
,C01,SYBR,,Std-03,,15.1250510773616,3650000
,C02,SYBR,,Std-03,,14.8298447008574,3650000
,C03,SYBR,,Std-03,,14.9103615444981,3650000
,C04,SYBR,,Unkn-03,,13.2383525285127,11997458.0852671
,C05,SYBR,,Unkn-03,,13.3697015242944,10970460.0098594
,C06,SYBR,,Unkn-03,,13.3630516834673,11020275.1307538
,C07,SYBR,,Unkn-11,,15.6251257166393,2359799.63827028
,C08,SYBR,,Unkn-11,,15.6878828067194,2261029.09367558
,C09,SYBR,,Unkn-11,,15.5556826486041,2474129.34761108
,C10,SYBR,,Unkn-19,,11.6733732792804,34845409.2713868
,C11,SYBR,,Unkn-19,,11.7467303891023,33146691.5435844
,C12,SYBR,,Unkn-19,,11.9441592770611,28975012.507583
,D01,SYBR,,Std-04,,18.9666225103714,365000
,D02,SYBR,,Std-04,,18.6974636297341,365000
,D03,SYBR,,Std-04,,18.241352579155,365000
,D04,SYBR,,Unkn-04,,15.0074810247452,3594412.32024933
,D05,SYBR,,Unkn-04,,15.0565743674335,3476176.61646702
,D06,SYBR,,Unkn-04,,15.0059087092017,3598264.80710408
,D07,SYBR,,Unkn-12,,11.0580458434792,52992290.1705644
,D08,SYBR,,Unkn-12,,11.0148047704311,54576683.5252543
,D09,SYBR,,Unkn-12,,10.8901683637858,59413533.1022294
,D10,SYBR,,Unkn-20,,11.4530869049081,40487908.9477866
,D11,SYBR,,Unkn-20,,11.3965955136488,42076575.9467467
,D12,SYBR,,Unkn-20,,11.5289025624332,38449660.8524881
,E01,SYBR,,Std-05,,22.1781871674876,36500
,E02,SYBR,,Std-05,,21.8633913483273,36500
,E03,SYBR,,Std-05,,22.207759084276,36500
,E04,SYBR,,Unkn-05,,11.6416073812315,35607761.4814849
,E05,SYBR,,Unkn-05,,11.7294665049111,33538863.206055
,E06,SYBR,,Unkn-05,,11.6523561400432,35347952.187213
,E07,SYBR,,Unkn-13,,11.0547324922881,53112050.0551363
,E08,SYBR,,Unkn-13,,11.0749400479362,52385841.0407567
,E09,SYBR,,Unkn-13,,11.0692246050448,52590226.7730722
,E10,SYBR,,Unkn-21,,12.5154538454759,19632935.8162944
,E11,SYBR,,Unkn-21,,12.50018622484,19838221.2980097
,E12,SYBR,,Unkn-21,,12.4958911658875,19896357.7293041
,F01,SYBR,,Std-06,,26.4917065773211,3650
,F02,SYBR,,Std-06,,25.2355294083807,3650
,F03,SYBR,,Std-06,,27.0613320763349,3650
,F04,SYBR,,Unkn-06,,12.2978831900824,22769918.693779
,F05,SYBR,,Unkn-06,,12.3870049873393,21428488.4708569
,F06,SYBR,,Unkn-06,,12.3961421931372,21295505.8809788
,F07,SYBR,,Unkn-14,,11.3385756482368,43773138.8308922
,F08,SYBR,,Unkn-14,,11.3471584856584,43517921.3894411
,F09,SYBR,,Unkn-14,,11.4495685978514,40585076.3585467
,F10,SYBR,,Unkn-22,,13.4166447900138,10625147.2425771
,F11,SYBR,,Unkn-22,,13.2269288779961,12091198.3611535
,F12,SYBR,,Unkn-22,,13.3375319061739,11213557.0352823
,G01,SYBR,,Std-07,,26.8497667762274,365
,G02,SYBR,,Std-07,,27.533163750663,365
,G03,SYBR,,Std-07,,27.3727746811817,365
