,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,65,20684.6769771599,19611.8934293254,21251.8399270606,18554.9685994922,19231.6787899516,18354.9131941827,18407.0953657673,18585.5132456158,19149.3986741008,19005.9662929103,17200.4880315895,18856.8249462381,20840.8413706215,21484.9698383619,22411.4330153314,19353.7629292594,19182.1779327929,19255.7772946879,19530.6781709942,18502.7275538594,19475.3205044227,19279.0093595447,19362.1352273832,18990.7441516096,21336.9608936821,23489.7592141153,22546.7201318097,19226.6972285123,19833.0889272257,19150.7608241796,19612.1164277672,19649.5753522834,19177.8570078261,20538.6904427323,20696.4061286268,19495.0617861075,22822.9434279374,22757.6325467041,22444.666914076,19884.8386561506,20411.6338748685,20049.1222420253,21105.4431916161,20229.6858041269,20629.7477399027,20046.329205566,20542.2294806496,19830.6016902972,21857.9343581163,22599.3094548447,21593.3588276253,20524.4688268714,20691.4982541785,21247.7959236447,20139.8682322884,20169.5722396012,19831.4732071746,19513.4132591588,19693.1292291571,19596.7399419674,20860.4377163426,21504.6497778415,22054.6178966434,20166.907375366,20927.7095013055,20338.6642040554,20805.6299615653,20675.3153579278,20420.3150342862,19371.1009876943,20037.6840431002,19552.1329848659,20590.1423511421,20381.4880683348,20986.4094226051,19552.6182713361,19344.5446618812,20399.2003558375,20655.87642431,19660.9308532196,19289.1637696973,19533.5660015582,20025.2118840641,19510.2633417093,20281.8652449347,19316.3571221957,19257.697871548,18944.7799059327,19378.4631277851,18887.0712397267,19380.989075353,19502.3421912763,19703.5591085684,19432.6423902445,19523.4084561207,19721.0289416113
,65.5,20620.5692491163,19560.2981517539,21167.9488464636,18565.1140884577,19247.6903976545,18365.5613413588,18475.0565233566,18624.8853342309,19171.4105164835,19020.4881400111,17208.5833002137,18853.8603377358,20754.6319005171,21403.2135556293,22321.4044236705,19394.6972544001,19224.5429807155,19285.0277965633,19543.4175437717,18516.296235973,19482.3544431284,19277.0974313245,19364.0839363113,18978.4958064976,21282.8546816693,23382.9616343969,22451.0386634453,19234.1916762637,19845.328860738,19161.3094284131,19594.4286669799,19634.5832619839,19162.5177933548,20553.6335666954,20715.5691813012,19507.8453692909,22748.2591041029,22662.6215973937,22348.7209593589,19862.4438650081,20400.201430418,20046.7589829369,21097.8115800333,20241.7976573663,20634.0547789677,20036.6924063703,20546.4732172385,19836.1035473278,21789.0483933278,22499.225860869,21515.2627800662,20552.1936601587,20693.9716098598,21260.2221289291,20128.0480912772,20167.1025395821,19818.9802960429,19530.6222425101,19703.6791319806,19613.1701645826,20886.7925708667,21434.7694725978,21997.0454166698,20172.8514901995,20921.9674843755,20341.1947634612,20803.3761027777,20665.3427629599,20410.679253449,19386.8286410573,20062.9931063323,19578.4470595121,20547.6176015258,20328.3129138958,20916.3686625367,19565.1769127391,19339.383564015,20406.3792994445,20640.6856185908,19660.9235530455,19278.3118747265,19550.298274628,20045.196707447,19592.4958349527,20258.3625370578,19255.2907215614,19240.994864752,18948.8186296393,19376.1037873023,18896.2586832462,19379.2187115584,19504.4966633923,19705.0362491631,19440.8237692501,19536.1250081651,19731.3578951928
,66,20556.4615210727,19508.7028741825,21084.0577658666,18575.2595774232,19263.7020053574,18376.2094885349,18543.0176809459,18664.257422846,19193.4223588661,19035.009987112,17216.6785688378,18850.8957292336,20668.4224304127,21321.4572728967,22231.3758320095,19435.6315795407,19266.908028638,19314.2782984388,19556.1569165493,18529.8649180867,19489.388381834,19275.1855031043,19366.0326452395,18966.2474613856,21228.7484696564,23276.1640546785,22355.3571950808,19241.6861240151,19857.5687942504,19171.8580326466,19576.7409061926,19619.5911716845,19147.1785788836,20568.5766906584,20734.7322339755,19520.6289524743,22673.5747802685,22567.6106480834,22252.7750046418,19840.0490738656,20388.7689859674,20044.3957238485,21090.1799684506,20253.9095106056,20638.3618180327,20027.0556071747,20550.7169538275,19841.6054043585,21720.1624285393,22399.1422668934,21437.166732507,20579.918493446,20696.4449655411,21272.6483342135,20116.2279502659,20164.6328395631,19806.4873849112,19547.8312258615,19714.229034804,19629.6003871978,20913.1474253908,21364.8891673542,21939.4729366961,20178.795605033,20916.2254674455,20343.7253228671,20801.12224399,20655.3701679921,20401.0434726118,19402.5562944203,20088.3021695643,19604.7611341583,20505.0928519096,20275.1377594568,20846.3279024683,19577.735554142,19334.2224661488,20413.5582430514,20625.4948128715,19660.9162528713,19267.4599797558,19567.0305476978,20065.1815308299,19674.7283281962,20234.8598291809,19194.2243209271,19224.2918579561,18952.8573533459,19373.7444468195,18905.4461267657,19377.4483477638,19506.6511355083,19706.5133897578,19449.0051482558,19548.8415602095,19741.6868487744
,66.5,20492.353793029,19457.107596611,21000.1666852697,18585.4050663886,19279.7136130602,18386.8576357111,18610.9788385353,18703.6295114612,19215.4342012488,19049.5318342129,17224.7738374619,18847.9311207314,20582.2129603083,21239.7009901642,22141.3472403485,19476.5659046814,19309.2730765606,19343.5288003142,19568.8962893269,18543.4336002003,19496.4223205396,19273.273574884,19367.9813541676,18953.9991162737,21174.6422576436,23169.3664749602,22259.6757267164,19249.1805717665,19869.8087277627,19182.4066368801,19559.0531454053,19604.599081385,19131.8393644123,20583.5198146214,20753.8952866498,19533.4125356577,22598.8904564341,22472.5996987731,22156.8290499247,19817.6542827231,20377.3365415169,20042.0324647601,21082.5483568678,20266.021363845,20642.6688570976,20017.418807979,20554.9606904164,19847.1072613892,21651.2764637507,22299.0586729178,21359.0706849478,20607.6433267333,20698.9183212225,21285.0745394979,20104.4078092547,20162.163139544,19793.9944737795,19565.0402092129,19724.7789376274,19646.030609813,20939.5022799149,21295.0088621106,21881.9004567225,20184.7397198666,20910.4834505155,20346.2558822729,20798.8683852023,20645.3975730242,20391.4076917746,19418.2839477833,20113.6112327963,19631.0752088045,20462.5681022933,20221.9626050179,20776.2871423999,19590.294195545,19329.0613682826,20420.7371866583,20610.3040071523,19660.9089526971,19256.608084785,19583.7628207677,20085.1663542127,19756.9608214396,20211.3571213041,19133.1579202928,19207.5888511601,18956.8960770524,19371.3851063367,18914.6335702852,19375.6779839691,19508.8056076242,19707.9905303525,19457.1865272614,19561.558112254,19752.0158023559
,67,20428.2460649854,19405.5123190396,20916.2756046727,18595.5505553541,19295.7252207631,18397.5057828872,18678.9399961246,18743.0016000763,19237.4460436314,19064.0536813137,17232.8691060861,18844.9665122291,20496.0034902039,21157.9447074316,22051.3186486876,19517.500229822,19351.6381244832,19372.7793021897,19581.6356621045,18557.0022823139,19503.4562592452,19271.3616466638,19369.9300630958,18941.7507711617,21120.5360456308,23062.5688952418,22163.9942583519,19256.675019518,19882.0486612751,19192.9552411136,19541.3653846181,19589.6069910856,19116.500149941,20598.4629385844,20773.0583393242,19546.1961188411,22524.2061325997,22377.5887494628,22060.8830952076,19795.2594915807,20365.9040970664,20039.6692056716,21074.916745285,20278.1332170843,20646.9758961626,20007.7820087834,20559.2044270054,19852.6091184199,21582.3904989622,22198.9750789421,21280.9746373887,20635.3681600206,20701.3916769038,21297.5007447823,20092.5876682435,20159.6934395249,19781.5015626477,19582.2491925643,19735.3288404508,19662.4608324281,20965.857134439,21225.1285568669,21824.3279767488,20190.6838347001,20904.7414335855,20348.7864416787,20796.6145264146,20635.4249780564,20381.7719109374,19434.0116011463,20138.9202960284,19657.3892834506,20420.0433526771,20168.7874505789,20706.2463823315,19602.852836948,19323.9002704164,20427.9161302653,20595.1132014331,19660.9016525229,19245.7561898142,19600.4950938375,20105.1511775956,19839.1933146831,20187.8544134272,19072.0915196585,19190.8858443641,18960.934800759,19369.0257658539,18923.8210138046,19373.9076201745,19510.9600797402,19709.4676709472,19465.3679062671,19574.2746642984,19762.3447559375
,67.5,20364.1383369418,19353.9170414678,20832.3845240757,18605.6960443194,19311.7368284662,18408.1539300632,18746.9011537137,18782.3736886913,19259.4578860143,19078.5755284145,17240.9643747102,18842.0019037269,20409.7940200999,21076.188424699,21961.2900570263,19558.4345549628,19394.0031724057,19402.029804065,19594.375034882,18570.5709644273,19510.4901979511,19269.4497184438,19371.8787720236,18929.5024260494,21066.4298336178,22955.7713155233,22068.3127899872,19264.169467269,19894.2885947875,19203.5038453475,19523.6776238305,19574.614900786,19101.1609354698,20613.4060625475,20792.2213919986,19558.9797020246,22449.5218087648,22282.5778001525,21964.9371404908,19772.8647004385,20354.471652616,20037.3059465833,21067.285133702,20290.2450703237,20651.2829352276,19998.1452095876,20563.4481635944,19858.1109754502,21513.5045341738,22098.8914849661,21202.8785898293,20663.0929933079,20703.8650325853,21309.9269500664,20080.7675272324,20157.2237395061,19769.0086515161,19599.4581759154,19745.8787432743,19678.8910550434,20992.2119889634,21155.248251623,21766.7554967751,20196.6279495337,20898.9994166554,20351.3170010849,20794.3606676268,20625.4523830885,20372.1361301002,19449.7392545091,20164.2293592605,19683.7033580968,20377.5186030607,20115.61229614,20636.2056222631,19615.4114783509,19318.7391725501,20435.0950738721,20579.9223957142,19660.8943523485,19234.9042948432,19617.2273669072,20125.1360009785,19921.4258079264,20164.3517055502,19011.0251190243,19174.1828375679,18964.9735244657,19366.6664253711,18933.0084573243,19372.1372563802,19513.1145518558,19710.9448115419,19473.5492852725,19586.9912163429,19772.6737095191
,68,20300.0306088982,19302.3217638964,20748.4934434787,18615.8415332849,19327.7484361691,18418.8020772393,18814.862311303,18821.7457773064,19281.4697283969,19093.0973755154,17249.0596433343,18839.0372952247,20323.5845499955,20994.4321419665,21871.2614653653,19599.3688801035,19436.3682203282,19431.2803059404,19607.1144076596,18584.1396465409,19517.5241366567,19267.5377902236,19373.8274809517,18917.2540809374,21012.323621605,22848.9737358049,21972.6313216228,19271.6639150204,19906.5285282999,19214.052449581,19505.9898630432,19559.6228104866,19085.8217209985,20628.3491865105,20811.3844446729,19571.763285208,22374.8374849303,22187.5668508422,21868.9911857737,19750.4699092961,20343.0392081655,20034.9426874949,21059.6535221193,20302.356923563,20655.5899742926,19988.508410392,20567.6919001833,19863.6128324809,21444.6185693853,21998.8078909905,21124.7825422702,20690.8178265952,20706.3383882666,21322.3531553508,20068.9473862212,20154.754039487,19756.5157403843,19616.6671592668,19756.4286460977,19695.3212776586,21018.5668434875,21085.3679463794,21709.1830168015,20202.5720643673,20893.2573997254,20353.8475604907,20792.1068088391,20615.4797881207,20362.500349263,19465.4669078721,20189.5384224925,19710.017432743,20334.9938534445,20062.437141701,20566.1648621947,19627.9701197539,19313.578074684,20442.274017479,20564.731589995,19660.8870521743,19224.0523998724,19633.959639977,20145.1208243613,20003.6583011699,20140.8489976734,18949.95871839,19157.479830772,18969.0122481723,19364.3070848883,18942.1959008438,19370.3668925856,19515.2690239718,19712.4219521366,19481.7306642781,19599.7077683873,19783.0026631007
,68.5,20230.2916386958,19255.8961539049,20660.0159582104,18618.9448007558,19335.8850681647,18426.7572565786,18857.515105008,18840.1990919608,19296.6675075283,19095.264273932,17253.7627329693,18813.1647909379,20229.1742259135,20904.6871111327,21773.6383030144,19632.8414369471,19472.7756341527,19447.61270697,19602.5255699483,18575.9118411723,19505.4817259894,19248.80857558,19358.5733244368,18882.2658731632,20953.622613393,22731.7239778236,21860.4827041256,19264.0921290071,19907.3662904568,19208.0444383119,19468.2275879438,19522.9066068809,19061.9243402883,20629.7114284583,20819.608351364,19567.8289819947,22285.4807480519,22072.6825256751,21761.38795074,19709.1543919698,20318.7192390503,20019.4946219537,21037.5799424223,20303.2783452262,20646.5296377709,19968.0035309666,20563.1689227326,19862.7465968334,21371.2788618233,21877.9613384568,21038.0438568013,20713.3947024416,20689.4841821606,21316.0668679802,20040.4821691347,20131.5451487139,19735.7353486838,19618.2958314705,19746.8220050394,19690.2034761371,21015.0765639522,21003.8399954383,21636.3738918421,20194.910111748,20864.5695759818,20336.6766340185,20771.5603330986,20582.7838480746,20329.5117973388,19463.8333147286,20196.1799036998,19721.975145599,20285.3540557996,20001.3050411237,20485.0440474757,19623.1774413819,19289.2623371689,20428.2199744426,20531.7710497793,19641.2237094686,19195.3122002197,19635.8299002357,20147.4186961268,20050.5935682121,20118.1554786407,18883.5058583587,19137.5361912346,18960.0914399912,19346.1014716096,18939.2319357521,19355.5970207153,19507.7475017795,19701.4493805384,19484.2886465886,19601.2236874943,19777.7587209978
,69,20142.4699905171,19205.3321180424,20554.5628817485,18607.2898879749,19326.9618521921,18426.0956108085,18866.0758935196,18827.8958146093,19294.7619855663,19073.4745139047,17256.4959592623,18758.4598631364,20120.7883644238,20798.6784477567,21658.0813671543,19648.0418979454,19507.7324731008,19443.2218419695,19573.4011914697,18544.7795656558,19464.7973172952,19204.8315749939,19317.4458650587,18821.5942711211,20882.5596973151,22596.0916252302,21725.470387356,19233.615170926,19886.7955753459,19181.5038509598,19407.2820852645,19459.8048192964,19021.6314090816,20607.8508324657,20804.2068275828,19541.1897161553,22168.6760367229,21933.1845115655,21634.9727372845,19642.7752691818,20274.2643692357,19982.1592302651,20992.8477327182,20283.2534027486,20614.8676067576,19928.3208294876,20537.5221575667,19842.2357523459,21281.1044059752,21731.8620838852,20934.6993169779,20721.4456644079,20645.001406017,21280.3365606422,19989.1318149393,20080.2824503439,19697.3461045046,19596.1018073595,19708.8722340494,19659.230654586,20972.8445878607,20903.1208014094,21540.1097537678,20160.407255071,20806.1101843249,20290.446775918,20724.1922870443,20520.2357928478,20266.5914505424,19436.5794026327,20176.6593306128,19710.0258687412,20221.4080989567,19923.4858810901,20386.5884915581,19592.0921648183,19238.8116159671,20385.1975849842,20475.9613747666,19597.6611983307,19143.2771250729,19616.303418151,20125.6329780548,20053.5496006857,20086.307812267,18804.1913669938,19108.0085169146,18930.5867832323,19305.7209961504,18914.90900906,19319.5745855846,19482.4024268509,19669.9537260094,19472.1223278219,19584.4832296306,19749.5654643864
,69.5,20036.8035828753,19143.2521705929,20424.9122637421,18575.325721427,19294.7207368494,18406.6484538381,18837.5650724961,18790.9622142214,19263.6890715188,19024.0438228675,17252.4516566832,18677.3643789519,19993.673947322,20669.176414533,21520.3213158483,19639.5518787125,19534.5629783225,19413.3225547544,19514.8398295008,18489.6344245088,19394.8740518444,19130.9464680627,19246.7483465966,18734.0260260525,20793.3040807336,22437.3401551813,21563.7257239165,19177.3056925506,19840.9620611587,19134.3431248639,19324.2309159733,19371.0434008277,18957.2024456027,20557.3802700215,20760.5811713578,19491.2705177218,22021.9548945923,21767.6156392848,21485.2787815735,19550.3150070368,20204.4828212375,19916.6420233759,20922.6024497462,20234.7907240139,20553.9755463684,19864.3555771464,20485.0275273034,19797.1567118104,21166.1227289883,21560.7487310695,20808.7141960908,20708.3484322509,20567.8476590075,21210.2330667924,19909.7662817606,19998.5741165709,19631.3751726379,19543.1656516584,19640.665310525,19601.1170110541,20889.0478429228,20779.2111764662,21416.2137306501,20094.8751141605,20714.9761404366,20210.5333859573,20645.7038265704,20426.6325644266,20170.9021799981,19380.0463301555,20126.3518807919,19670.0595364946,20136.7290002263,19823.2891144735,20267.1672822967,19529.7878753341,19158.9586731925,20310.7057500536,20393.3882421701,19525.0772416336,19064.7978183143,19569.984080874,20075.3710404775,20010.1962569727,20034.3640117547,18705.5929634711,19061.3370520603,18875.165390418,19239.4879099996,18862.671615968,19257.7877301686,19433.8442439398,19612.9752913327,19437.9097843092,19543.300052229,19695.5150507201
