,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,9.8233795609707,365000000
,A02,SYBR,,Std-01,,9.8191098535037,365000000
,A03,SYBR,,Std-01,,9.7106483871335,365000000
,A04,SYBR,,Unkn-01,,22.2155903535696,95725.1105150513
,A05,SYBR,,Unkn-01,,21.3769748889101,167640.005149644
,A06,SYBR,,Unkn-01,,21.6388799774694,140726.961874819
,A07,SYBR,,Unkn-09,,20.1014113111031,393119.22625268
,A08,SYBR,,Unkn-09,,20.2122707500632,365052.041259523
,A09,SYBR,,Unkn-09,,20.1676332191937,376103.889916144
,A10,SYBR,,Unkn-17,,25.4328394495587,11154.1249347336
,A11,SYBR,,Unkn-17,,25.8036470052503,8706.29798580497
,A12,SYBR,,Unkn-17,,25.9728726278553,7775.47915360596
,B01,SYBR,,Std-02,,14.1015986356309,36500000
,B02,SYBR,,Std-02,,13.6299920187462,36500000
,B03,SYBR,,Std-02,,13.4486104547397,36500000
,B04,SYBR,,Unkn-02,,21.3841337547375,166840.040165005
,B05,SYBR,,Unkn-02,,21.4619720433035,158384.600208691
,B06,SYBR,,Unkn-02,,21.2283484961769,185142.65581592
,B07,SYBR,,Unkn-10,,29.814076627461,597.139505985337
,B08,SYBR,,Unkn-10,,30.4016491301985,403.248134228986
,B09,SYBR,,Unkn-10,,29.7922746658798,605.901962124293
,B10,SYBR,,Unkn-18,,25.6933863466797,9371.93514989838
,B11,SYBR,,Unkn-18,,25.6889186306362,9399.95401828705
,B12,SYBR,,Unkn-18,,25.8461006534062,8462.80255835036
,C01,SYBR,,Std-03,,17.1442649716109,3650000
,C02,SYBR,,Std-03,,17.0541518636453,3650000
,C03,SYBR,,Std-03,,16.7113630383142,3650000
,C04,SYBR,,Unkn-03,,20.8924374900988,231729.907210424
,C05,SYBR,,Unkn-03,,20.8512378560389,238197.672292299
,C06,SYBR,,Unkn-03,,20.8078464086921,245204.798694236
,C07,SYBR,,Unkn-11,,27.2263241356797,3365.09310725355
,C08,SYBR,,Unkn-11,,27.3626300508706,3072.15732423672
,C09,SYBR,,Unkn-11,,27.3867142216174,3023.11480232297
,C10,SYBR,,Unkn-19,,26.2150363367732,6613.86638083246
,C11,SYBR,,Unkn-19,,26.0510046381705,7379.96998168764
,C12,SYBR,,Unkn-19,,27.1628359443071,3510.91460666802
,D01,SYBR,,Std-04,,20.0507217622706,365000
,D02,SYBR,,Std-04,,19.7552936190823,365000
,D03,SYBR,,Std-04,,19.8413670766769,365000
,D04,SYBR,,Unkn-04,,30.357571422507,415.300983478735
,D05,SYBR,,Unkn-04,,30.7912383158228,310.828106923573
,D06,SYBR,,Unkn-04,,29.9822824490917,533.660878882909
,D07,SYBR,,Unkn-12,,28.0391488535974,1954.92151912936
,D08,SYBR,,Unkn-12,,28.0738644658826,1910.09713601907
,D09,SYBR,,Unkn-12,,27.7911728429962,2307.21306281055
,D10,SYBR,,Unkn-20,,24.6076059380813,19359.943296726
,D11,SYBR,,Unkn-20,,24.5590431324359,19998.442432714
,D12,SYBR,,Unkn-20,,24.0381203025653,28324.2892593131
,E01,SYBR,,Std-05,,23.3361549638333,36500
,E02,SYBR,,Std-05,,23.4036515345705,36500
,E03,SYBR,,Std-05,,23.106274734105,36500
,E04,SYBR,,Unkn-05,,28.961135870234,1055.80702465393
,E05,SYBR,,Unkn-05,,28.7150227998191,1244.52128483044
,E06,SYBR,,Unkn-05,,28.6385522783065,1309.76312516399
,E07,SYBR,,Unkn-13,,21.8365275714792,123317.121384353
,E08,SYBR,,Unkn-13,,21.5961198006226,144805.674201511
,E09,SYBR,,Unkn-13,,22.14050555307,100650.096253249
,E10,SYBR,,Unkn-21,,24.0966249766079,27238.4236546988
,E11,SYBR,,Unkn-21,,24.3845275906465,22471.7855596073
,E12,SYBR,,Unkn-21,,24.7265651855687,17880.6850122703
,F01,SYBR,,Std-06,,26.1916410066584,3650
,F02,SYBR,,Std-06,,26.0608846226278,3650
,F03,SYBR,,Std-06,,27.3680140138087,3650
,F04,SYBR,,Unkn-06,,30.1353881642787,481.766636753054
,F05,SYBR,,Unkn-06,,30.796684663186,309.699031362991
,F06,SYBR,,Unkn-06,,30.1279441741324,484.16884350073
,F07,SYBR,,Unkn-14,,22.116905865571,102249.788438781
,F08,SYBR,,Unkn-14,,21.7459797424976,131008.297084152
,F09,SYBR,,Unkn-14,,22.0138988679254,109535.092102809
,F10,SYBR,,Unkn-22,,25.4116734720657,11312.9927124593
,F11,SYBR,,Unkn-22,,25.4973503410576,10683.5491680279
,F12,SYBR,,Unkn-22,,25.4889798967807,10743.4684324873
,G01,SYBR,,Std-07,,31.0560696555307,365
,G02,SYBR,,Std-07,,29.901878897911,365
,G03,SYBR,,Std-07,,32.9470958835217,365
,G04,SYBR,,Unkn-07,,23.588670775035,38245.6059567125
,G05,SYBR,,Unkn-07,,23.4251982882719,42659.7642602192
,G06,SYBR,,Unkn-07,,23.4478224033699,42019.7362386326
,G07,SYBR,,Unkn-15,,21.011965826891,213942.476902458
,G08,SYBR,,Unkn-15,,20.7421268854516,256212.102790984
,G09,SYBR,,Unkn-15,,20.5503733059692,291234.776234073
,G10,SYBR,,Unkn-23,,25.61101555761,9902.20382530302
,G11,SYBR,,Unkn-23,,25.8608581244136,8379.76509191066
,G12,SYBR,,Unkn-23,,25.6718469016499,9507.79154480394
,H01,SYBR,,NTC,,39.8937570848715,NaN
,H02,SYBR,,NTC,,NaN,NaN
,H03,SYBR,,NTC,,NaN,NaN
,H04,SYBR,,Unkn-08,,20.683011832448,266534.733891441
,H05,SYBR,,Unkn-08,,20.7880635774569,248467.507063945
,H06,SYBR,,Unkn-08,,20.7719283720502,251160.744542013
,H07,SYBR,,Unkn-16,,25.9816658071052,7729.92948066199
,H08,SYBR,,Unkn-16,,25.4011220680601,11393.03268709
,H09,SYBR,,Unkn-16,,24.7183844778764,17978.6903848509
,H10,SYBR,,Unkn-24,,23.884112238349,31394.2066910979
,H11,SYBR,,Unkn-24,,23.771044597019,33857.8829071324
,H12,SYBR,,Unkn-24,,23.7199304931783,35034.2022513836
