,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,16205.0441437946,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,15495.1940768783,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,18137.0973189877,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,10610.4961134234,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,9683.42265909939,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,8656.43230864365,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,10434.4951481445,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,11351.043492847,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,12132.719169914,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,13694.1010247193,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,13770.3115284474,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,13030.9405970628,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,17699.0165334883,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,17731.9859441726,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,18935.3758525385,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,12440.8807947401,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,12484.0854445333,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,12009.5191455545,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,13526.1205954909,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,13946.3706217846,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,14676.3903954696,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,13612.2793527517,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,13823.6229958305,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,13081.7623376448,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,17720.6842342335,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,18811.4867977236,,Standard,Unassigned,False
