,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,18792.1360498378,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,16510.3652538442,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,18680.6193775102,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,11734.6934979105,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,11946.5815881374,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,11809.0455829506,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,9524.04782459016,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,9568.08050360359,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,9950.91894495737,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,11753.4972741104,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,12641.3585893454,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,12224.9466950474,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,16816.9270678294,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,16067.7640135729,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,17144.6947963594,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,12105.8525962997,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,12158.0294974573,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,12238.6138826388,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,11262.9682412614,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,11367.372615144,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,12370.220064119,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,10964.3011145343,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,12456.2043874026,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,10377.2666407015,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,16796.8195001877,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,18351.1323762198,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,18001.5889320691,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,8992.74451001544,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,10755.0602009875,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,10233.7891177188,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,13143.2560531198,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,13574.2496585892,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,14631.005119,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,14582.9706818209,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,16383.8523914316,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,14485.1198537305,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,17353.5222038758,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,16014.5077643637,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,16720.2794183199,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,11770.9031475101,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,11863.5559544908,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,11438.3073157406,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,12433.9637695437,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,12002.4737811884,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,12527.3880269004,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,8053.2933079621,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,5065.48717400393,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,5711.01739334472,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,16621.1946343574,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,17418.7463887619,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17750.8473518746,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,12938.3500819482,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,12417.8597279008,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,12646.4646832482,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,13114.3949316823,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12689.6752426236,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,13431.4101935575,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,12574.5864012392,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,12389.1555243329,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,11695.0661333209,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,14981.4586222118,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,14760.9763132204,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,15616.3241150932,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,13163.3828052214,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,13167.5346789783,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,13189.732010821,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,11117.7577001017,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,10594.7635169611,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,12253.3843280182,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,8710.01424765095,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,8945.47876836052,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,8497.51001478547,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,10824.2779579424,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,14009.3825862611,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,12890.0404009987,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,14332.8169146629,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,14718.8420577676,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,14865.1872409725,,Unknown,Unassigned,False
