,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,88.5,3463.73189220399,84.5,92,
,A02,SYBR,,Std-01,,88.5,3101.78359753634,83.5,95,
,A03,SYBR,,Std-01,,88.5,3377.82865809332,83.5,92,
,A04,SYBR,,Unkn-01,,89,2143.82649190096,68,95,
,A05,SYBR,,Unkn-01,,89,2158.22563755517,67.5,95,
,A06,SYBR,,Unkn-01,,89,2091.24789702388,81,95,
,A07,SYBR,,Unkn-09,,88.5,2115.8044921843,78.5,95,
,A08,SYBR,,Unkn-09,,88.5,2100.037073737,78,95,
,A09,SYBR,,Unkn-09,,88.5,2088.21918779625,70,95,
,A10,SYBR,,Unkn-17,,88.5,1879.78000340975,68.5,95,
,A11,SYBR,,Unkn-17,,88.5,2056.91803873723,69,95,
,A12,SYBR,,Unkn-17,,88.5,2244.07118990371,82.5,94,
,B01,SYBR,,Std-02,,88.5,3326.59690069444,81,92,
,B02,SYBR,,Std-02,,88.5,3173.75076242636,83,92,
,B03,SYBR,,Std-02,,88.5,3341.00587828574,83,92,
,B04,SYBR,,Unkn-02,,88.5,2184.27192308977,67.5,95,
,B05,SYBR,,Unkn-02,,88.5,2100.39367370876,67.5,95,
,B06,SYBR,,Unkn-02,,88.5,2113.31215784508,67.5,95,
,B07,SYBR,,Unkn-10,,88.5,2047.15363095944,78,95,
,B08,SYBR,,Unkn-10,,88.5,2008.52759010371,67.5,95,
,B09,SYBR,,Unkn-10,,88.5,2129.89710543587,78,95,
,B10,SYBR,,Unkn-18,,89,1849.12901636264,79,95,
,B11,SYBR,,Unkn-18,,89,2015.14639462279,79,95,
,B12,SYBR,,Unkn-18,,89,1883.29892241123,82,95,
,C01,SYBR,,Std-03,,88.5,3216.09938781159,82.5,92,
,C02,SYBR,,Std-03,,88.5,3335.74020050738,83.5,92,
,C03,SYBR,,Std-03,,88.5,3244.64875173843,83.5,94,
,C04,SYBR,,Unkn-03,,88.5,1991.95818050123,68,95,
,C05,SYBR,,Unkn-03,,88.5,2050.43846752585,68,95,
,C06,SYBR,,Unkn-03,,88.5,1902.78578135094,68.5,95,
,C07,SYBR,,Unkn-11,,90.5,1626.36439169284,83,95,
,C08,SYBR,,Unkn-11,,90.5,1582.51804024423,82.5,95,
,C09,SYBR,,Unkn-11,,90.5,1680.91580624903,82,95,
,C10,SYBR,,Unkn-19,,89,1545.34541005629,82.5,95,
,C11,SYBR,,Unkn-19,,89,1801.17642693035,80,95,
,C12,SYBR,,Unkn-19,,89,1728.88247756863,82,95,
,D01,SYBR,,Std-04,,88.5,3040.30847633102,83.5,92,
,D02,SYBR,,Std-04,,88.5,2745.6390535277,83.5,95,
,D03,SYBR,,Std-04,,88.5,2969.36833616371,82.5,95,
,D04,SYBR,,Unkn-04,,88,1848.48588377418,69.5,95,
,D05,SYBR,,Unkn-04,,88,1857.82097332352,69,95,
,D06,SYBR,,Unkn-04,,88.5,1810.58043706046,70,95,
,D07,SYBR,,Unkn-12,,88,2057.44096498943,68.5,95,
,D08,SYBR,,Unkn-12,,88,1991.63196689661,68.5,95,
,D09,SYBR,,Unkn-12,,88,2008.33146237248,79.5,95,
,D10,SYBR,,Unkn-20,,89.5,1809.72674226048,78.5,95,
,D11,SYBR,,Unkn-20,,89,1661.50435503463,68,94,
,D12,SYBR,,Unkn-20,,89.5,1702.16128148947,67.5,94,
,E01,SYBR,,Std-05,,88.5,2849.74637807976,82.5,94,
,E02,SYBR,,Std-05,,88.5,2975.2198396989,83,92,
,E03,SYBR,,Std-05,,88.5,3030.4537076398,83.5,92,
,E04,SYBR,,Unkn-05,,89.5,2237.98228929987,68,95,
