,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,18350.2349868609,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,18904.5068341655,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19849.9185187544,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,15100.4719096564,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,15251.1137658242,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,15027.1291049451,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,14649.3760704609,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,15006.8878089464,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,14953.8592269186,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,11724.8798473032,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,11801.2279370545,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,11915.5238821839,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18357.8785200287,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,19082.0364712792,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,19146.0200919207,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,13399.610108148,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,13704.2732469612,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,14847.4679698485,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,13384.6300493973,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,13776.7864409015,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,13620.6704582241,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,13384.4860634733,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,14050.6411884577,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,13428.3504436708,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,17607.955144035,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,20183.8587367277,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,19703.4395622361,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,13808.9576992831,,Unknown,Unassigned,False
