,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,87,3029.91163812876,82.5,95,
,A02,SYBR,,Std-01,,87,2944.98416178049,80,94,
,A03,SYBR,,Std-01,,87,3083.4871563641,80.5,94,
,A04,SYBR,,Unkn-01,,87,2536.94526271918,67.5,94,
,A05,SYBR,,Unkn-01,,86.5,2528.82657007264,67.5,93.5,
,A06,SYBR,,Unkn-01,,87,2468.47338193176,78,93.5,
,A07,SYBR,,Unkn-09,,87.5,2391.32151868496,68.5,91.5,
,A08,SYBR,,Unkn-09,,87,2417.01799651117,68.5,95,
,A09,SYBR,,Unkn-09,,87,2398.24970288599,68,91.5,
,A10,SYBR,,Unkn-17,,87,2341.1566844465,67.5,91.5,
,A11,SYBR,,Unkn-17,,87,2427.66882827893,79,91.5,
,A12,SYBR,,Unkn-17,,87,2529.44495743212,82.5,91.5,
,B01,SYBR,,Std-02,,87,2975.86219732721,79.5,95,
,B02,SYBR,,Std-02,,87,3025.91332294321,80,94,
,B03,SYBR,,Std-02,,87,3035.36174752326,80.5,94,
,B04,SYBR,,Unkn-02,,87,2490.70055537612,68,91.5,
,B05,SYBR,,Unkn-02,,87,2481.91097490268,68,91.5,
,B06,SYBR,,Unkn-02,,87,2590.48184284311,68,91.5,
,B07,SYBR,,Unkn-10,,87,2710.20762090376,68,95,
,B08,SYBR,,Unkn-10,,87,2640.29966050062,67.5,94,
,B09,SYBR,,Unkn-10,,87,2706.30541554693,69.5,95,
,B10,SYBR,,Unkn-18,,86,2659.70203059843,67.5,95,
,B11,SYBR,,Unkn-18,,86,2783.05643740758,68,95,
,B12,SYBR,,Unkn-18,,86,2831.8128180658,81,95,
,C01,SYBR,,Std-03,,87,2975.01252997425,81,94,
,C02,SYBR,,Std-03,,87,3215.48343488615,80.5,94,
,C03,SYBR,,Std-03,,87,3122.06105932089,80.5,95,
,C04,SYBR,,Unkn-03,,87,2520.38800930719,68,95,
,C05,SYBR,,Unkn-03,,87,2676.52758295404,68,95,
,C06,SYBR,,Unkn-03,,87,2744.1717060664,68,95,
,C07,SYBR,,Unkn-11,,86.5,2340.12667974561,68.5,94,
,C08,SYBR,,Unkn-11,,86.5,2435.73189815692,68.5,94,
,C09,SYBR,,Unkn-11,,86.5,2424.01471566961,68.5,94,
,C10,SYBR,,Unkn-19,,86.5,2361.34638068457,67.5,94,
,C11,SYBR,,Unkn-19,,86.5,2591.13219738461,68,95,
,C12,SYBR,,Unkn-19,,86.5,2415.74337610916,77,94,
,D01,SYBR,,Std-04,,87,2936.84753556021,80.5,94,
,D02,SYBR,,Std-04,,87,3057.10086300784,80.5,95,
,D03,SYBR,,Std-04,,87,3006.54369669158,80.5,94,
,D04,SYBR,,Unkn-04,,87,2468.6295798822,69,94,
,D05,SYBR,,Unkn-04,,87,2574.61711846722,68,94,
,D06,SYBR,,Unkn-04,,87,2617.31673096211,68.5,95,
,D07,SYBR,,Unkn-12,,86.5,2339.65564279483,68,95,
,D08,SYBR,,Unkn-12,,86.5,2314.65918397325,67.5,95,
,D09,SYBR,,Unkn-12,,86.5,2203.4219086803,67.5,94,
,D10,SYBR,,Unkn-20,,87,2659.15577716799,69,94,
,D11,SYBR,,Unkn-20,,87,2657.35314665295,68,94,
,D12,SYBR,,Unkn-20,,87,2388.311646752,75,94,
,E01,SYBR,,Std-05,,86.5,2850.60859103473,80.5,92,
,E02,SYBR,,Std-05,,86.5,2960.89001959844,80.5,95,
,E03,SYBR,,Std-05,,86.5,3062.48602737264,80.5,95,
,E04,SYBR,,Unkn-05,,87,2572.25769307622,67.5,91.5,
,E05,SYBR,,Unkn-05,,87,2449.14419191737,67.5,95,
,E06,SYBR,,Unkn-05,,87,2585.35188891623,67.5,94,
,E07,SYBR,,Unkn-13,,86.5,2535.18488592702,67.5,95,
,E08,SYBR,,Unkn-13,,86.5,2418.02353294392,67.5,94,
,E09,SYBR,,Unkn-13,,86.5,2420.42134435669,67.5,94,
,E10,SYBR,,Unkn-21,,86.5,2440.43967647431,67.5,95,
,E11,SYBR,,Unkn-21,,86.5,2427.13643927521,67.5,94,
,E12,SYBR,,Unkn-21,,86.5,2296.04934880799,69,94,
,F01,SYBR,,Std-06,,87,2681.3509943251,80,91,
,F02,SYBR,,Std-06,,86.5,2553.71587764561,80.5,94,
,F03,SYBR,,Std-06,,86.5,2867.81889530598,80,91,
,F04,SYBR,,Unkn-06,,87,2421.33718233266,68,94,
,F05,SYBR,,Unkn-06,,87,2467.80400218079,67.5,94,
,F06,SYBR,,Unkn-06,,87,2457.04631277679,67.5,95,
,F07,SYBR,,Unkn-14,,86,2599.33307529933,67.5,95,
,F08,SYBR,,Unkn-14,,86.5,2552.67373129881,72.5,95,
,F09,SYBR,,Unkn-14,,86,2571.93031581566,67.5,95,
,F10,SYBR,,Unkn-22,,87,2617.12108246691,67.5,91,
,F11,SYBR,,Unkn-22,,87,2542.83315901319,67.5,94,
,F12,SYBR,,Unkn-22,,87,2504.17893046212,69,94,
,G01,SYBR,,Std-07,,86.5,2598.40650716845,80,92,
,G02,SYBR,,Std-07,,86.5,2625.46703971373,79,91,
,G03,SYBR,,Std-07,,86.5,2493.25839530772,80,90.5,
,G04,SYBR,,Unkn-07,,87,2409.11929526889,67.5,90.5,
,G05,SYBR,,Unkn-07,,87,2379.43103793932,67.5,90.5,
,G06,SYBR,,Unkn-07,,87,2560.08566350096,67.5,90.5,
,G07,SYBR,,Unkn-15,,86.5,2711.96546042438,67.5,95,
,G08,SYBR,,Unkn-15,,86.5,2621.3231049672,67.5,94,
,G09,SYBR,,Unkn-15,,86.5,2630.20913156863,67.5,94,
,G10,SYBR,,Unkn-23,,87,2468.46879417116,69.5,91.5,
,G11,SYBR,,Unkn-23,,87,2547.58580369361,67.5,91.5,
,G12,SYBR,,Unkn-23,,87,2497.49879787778,76.5,91.5,
,H01,SYBR,,NTC,,87.5,2160.73619628283,80,92,
,H02,SYBR,,NTC,,87.5,2123.53894352186,80,92,
,H03,SYBR,,NTC,,87,2046.98845007388,78.5,92,
,H04,SYBR,,Unkn-08,,87,1873.37808528663,67.5,91,
,H05,SYBR,,Unkn-08,,87,1924.08991859113,67.5,91,
,H06,SYBR,,Unkn-08,,87,1936.35236394075,67.5,91,
,H07,SYBR,,Unkn-16,,87,2348.59886311524,68,94,
,H08,SYBR,,Unkn-16,,87,2399.78886904935,67.5,91.5,
,H09,SYBR,,Unkn-16,,87,2381.31520332108,67.5,94,
,H10,SYBR,,Unkn-24,,86.5,2601.94197072993,67.5,95,
,H11,SYBR,,Unkn-24,,87,2681.53233111302,67.5,94,
,H12,SYBR,,Unkn-24,,87,2867.90385974582,79.5,95,
