,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,8.11252919551764,8.3386934441829,8.03870788876123,15.3517708381785,15.6217877096861,15.5634335869533,13.4025503086786,13.5730662805945,13.4704658827234,12.2509422980195,12.1266043467092,12.2587173792935
A,copy number,365000000,365000000,365000000,2801878.97564933,2335007.52167542,2428823.82536675,10444895.6255772,9309230.50511884,9976845.22082167,22725950.612331,24715780.3699238,22606984.2106329
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,11.3370823175606,11.4352716628647,11.3484071184017,12.3635372419546,12.2403634797411,12.4632469343671,12.4346430592622,12.4952011160102,12.4713380278072,12.129301770199,12.1435263762584,12.1112928813642
B,copy number,36500000,36500000,36500000,21062625.1043211,22888822.9704864,19691577.895711,20075498.6539937,19271365.2049456,19584317.6511295,24670816.398342,24435052.7396493,24972567.9410962
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,15.1402126197153,14.8844599473312,14.9223691490033,13.0638909666636,12.8376755455391,12.7098327403167,14.0723784884004,13.847349983291,14.0738562148327,13.7666502423323,13.7409549441472,13.9287010694636
C,copy number,3650000,3650000,3650000,13127715.8473737,15293572.4841864,16672039.6978364,6645535.40141048,7735738.57675579,6638909.51528652,8168843.95721864,8311773.76463411,7322375.79485123
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,18.5103040884977,18.7163925627734,18.4650367240244,13.7244268666317,13.3249552318613,13.3516585139467,12.9158501383845,12.9919562646379,13.0242716188218,12.5193565082699,12.5594531654432,12.8915133983539
D,copy number,365000,365000,365000,8405029.94605011,11006588.3190862,10809960.2660526,14507428.2131092,13780923.7221136,13483554.8916025,18959672.1656952,18453368.3421219,14747732.586233
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,21.8855442123821,21.7773034555179,21.6180735740344,14.186361152741,14.1497264848663,13.8816643443513,13.3785537728183,13.5072989410741,13.3850695165063,16.1179060710317,16.2628867502644,16.2410939630764
E,copy number,36500,36500,36500,6153377.73639921,6307449.6781411,7558607.82327217,10615469.0987528,9731837.61993168,10568879.9297054,1670478.22392763,1514735.14746073,1537183.49863232
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,26.226650795495,24.977762590544,24.6790599968238,13.8693181493314,13.646375548026,13.6480587246262,12.6793032952218,12.8755090319784,12.7748306364396,15.5592998837158,15.7208829700886,15.7954265157598
F,copy number,3650,3650,3650,7621866.85209081,8859753.52691799,8849692.52655881,17019197.5954828,14907927.3821648,15956338.6197436,2435610.82672806,2183918.55140976,2076741.48885629
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,26.4762285416069,29.1299757145121,29.7713917520637,12.8874719750396,12.8593770183519,12.7887485076163,14.8667087935226,15.1016320998535,15.0624219668708,12.1727371337987,12.2759441881397,12.4258710524884
G,copy number,365,365,365,14788021.7905466,15071160.869278,15807126.5200631,3887366.13901074,3317284.89241849,3406261.93036636,23957943.5188508,22345610.8881305,20194729.4183688
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,31.3907193053373,31.8711836603044,31.5080856779317,14.218263146743,14.175166074293,14.0794336402583,12.3086990283531,12.4510916453742,12.3722997002023,12.241214889303,12.3549616631001,12.3365301200445
H,copy number,NaN,NaN,NaN,6022278.55668229,6200056.49862191,6613960.70997616,21856945.3344631,19853820.6679661,20938405.2004334,22875671.5176925,21184909.2487266,21450143.4018255
