,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,9.92358762125876,16.2099659230363,11.6046997316156,20.7939698525288,19.9311970318967,19.2455754476673,23.8975728070038,24.24076508714,24.3160252030297,20.8641677088588,25.1827340038231,34.2249513732196
A,copy number,365000000,365000000,365000000,57268223.1202284,84029043.6978281,113960627.119598,14418375.4319131,12378841.3662229,11971670.2614586,55509264.9699874,8144780.54442041,146462.21008393
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,16.0215134341592,23.9181170247831,16.0922072681195,22.5182172111802,21.3845522093512,21.3117558866673,20.0067756056088,20.0380694770897,22.5595874718969,20.6946304478828,24.4017262703547,31.9733979742192
B,copy number,36500000,36500000,36500000,26615391.099935,44048480.4724743,45496780.8150771,81253617.8836534,80131444.1812894,26130538.8258503,59853048.837348,11524295.4814087,398361.029728753
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,37.6664191334966,35.4501591055596,29.674159527673,27.8214153371131,20.4951078546737,21.0067870950309,20.3163685425135,19.7806286661948,23.4812229346498,20.9048429036273,25.2246301433525,34.1610880406196
C,copy number,3650000,3650000,3650000,2521228.35132369,65402487.6266019,52100254.266224,70809425.4022862,89844027.6952011,17348907.2202995,54514889.7000888,7994538.62265991,150678.485989512
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,NaN,39.6301769895754,37.3657655327107,30.0568255708799,21.720694254462,22.5043736565815,19.304437330294,19.6588111623014,21.6716982612164,27.2753519968598,28.353403663881,39.6845970717697
D,copy number,365000,365000,365000,933633.78818098,37936328.6511488,26779635.8575045,111018268.365988,94841861.6459954,38771406.622148,3213680.96331001,1990389.58638554,12942.2692422606
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,NaN,39.5135037243996,34.0849663089253,30.2761350348418,28.9162304094932,29.0299681870783,28.1266418025197,27.7267010707584,29.3899788145572,22.2805933122925,38.5812461248688,39.4719160453311
E,copy number,36500,36500,36500,846934.241967798,1549930.28642852,1473535.82842893,2201421.87072424,2629614.56666404,1255678.37770142,29579744.5115705,21132.8405923353,14225.1877165606
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,NaN,39.2754016407824,NaN,27.6613805789524,35.7271228093073,21.0818741400892,21.1490791343128,20.6100173424799,39.9963425575816,20.5930450702572,20.5257344476346,36.3458454863724
F,copy number,3650,3650,3650,2707066.93344741,75128.6394483457,50390421.8954991,48907716.6175726,62146498.1355002,11267.9094903078,62617009.3333643,64518359.3434353,57067.8678554923
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,NaN,39.1278121410362,NaN,26.538776169653,19.6939476082727,20.4265429159346,22.4714307817954,20.9324487823473,NaN,22.055899917894,20.4804855056944,21.1317463577912
G,copy number,365,365,365,4458228.98913571,93372441.1663487,67425992.025392,27174568.9201505,53850183.2170919,NaN,32685895.5894915,65828868.4769229,49285892.3622364
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,NaN,36.0776808748853,39.1624639214093,28.8732355710922,19.1062106627325,20.0679526890215,22.1539222678726,19.8175892908311,NaN,26.9083232085473,25.5035403973188,39.7492562700888
H,copy number,NaN,NaN,NaN,1579829.41712419,121241785.683135,79074324.5197144,31292626.1804046,88380364.5451805,NaN,3783027.98359613,7062582.68721675,12575.6708910579
