,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,18215.876991229,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,18265.1051746238,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19340.1180433666,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,11608.1102569746,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,11083.4767994417,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,12945.2809145035,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,8112.45257000597,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,7813.90819448573,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,8307.3195856884,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,14911.2897634788,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,14238.5883480937,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,14650.5306149299,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18261.1417776576,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,18516.5200690763,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,17750.9436562999,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,8627.12870647726,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,9612.94374294242,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,11894.6040638524,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,16241.2637091406,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,14746.7541327836,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,15732.8266372407,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,15249.0156131986,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,15305.6992408528,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,14170.5089687773,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,17502.8545017784,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,19152.535795653,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,18172.5919743196,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,8042.36517525541,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,10128.3640773109,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,10298.7875065935,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,15620.8447354904,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,15676.2213550772,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,15912.5177597589,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,15639.7493424504,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,15490.3952582874,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,14593.2294700507,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,18235.1132835045,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,15310.1877714863,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,18756.4166252772,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,15759.8199900765,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,15734.1689537461,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,16680.3662711958,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,16597.6511461713,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,15850.8548888456,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,15882.7371716214,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,14931.2694574372,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,14596.8750480875,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,13049.4588857731,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,17216.7983285146,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,18169.695658617,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,17917.691561727,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,15312.3019400733,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,15053.8475354404,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,15907.3553784212,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,12135.6981849972,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,12123.8869854862,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,11118.55002002,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,14417.7683644672,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,14881.0607481043,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,14011.481835325,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,18026.2584931384,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,18517.8922675302,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,18950.3633000037,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,16157.7482657397,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,16866.2102543222,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,16123.3141710209,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,12988.4203965658,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,13615.4883375543,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,13298.5671887302,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,16030.2840536296,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,14953.8516135234,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,15616.3084344317,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,17393.2142373212,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,17042.6635744585,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,17743.1754307578,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,12861.592495002,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,13937.0830489383,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,14381.1162456879,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,11313.7356230225,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,10363.5477816584,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,10218.3004485425,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,15703.7152986343,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,15958.5344776971,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,15926.1761053885,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,11874.3137448245,,NTC,Unassigned,False
,H02,SYBR,,NTC,,12239.3321326687,,NTC,Unassigned,False
,H03,SYBR,,NTC,,11856.6906463234,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,8048.67047996642,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,8621.37407451824,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,8465.83276812865,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,15497.0825950352,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,15381.4273917093,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,16052.8423735063,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-24,,15561.5048827669,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-24,,15216.2715363019,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-24,,16751.2437721642,,Unknown,Unassigned,False
