,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,88.5,3241.77380512403,82.5,95,
,A02,SYBR,,Std-01,,88.5,3196.48925951119,84.5,91.5,
,A03,SYBR,,Std-01,,88.5,3267.3305742918,84,95,
,A04,SYBR,,Unkn-01,,90,1823.68169151148,83.5,95,
,A05,SYBR,,Unkn-01,,90,1957.43275312775,83.5,95,
,A06,SYBR,,Unkn-01,,90,1921.92894039238,83,95,
,A07,SYBR,,Unkn-09,,91,1594.38813377209,82.5,95,
,A08,SYBR,,Unkn-09,,91,1564.59512213625,83.5,95,
,A09,SYBR,,Unkn-09,,91,1578.55355050424,83,95,
,A10,SYBR,,Unkn-17,,92,2062.58882895807,83,95,
,A11,SYBR,,Unkn-17,,92,2156.43426614529,82,95,
,A12,SYBR,,Unkn-17,,92,2280.84298581348,84,95,
,B01,SYBR,,Std-02,,88.5,3239.95440164744,83,91.5,
,B02,SYBR,,Std-02,,88.5,3087.82729040404,84,91.5,
,B03,SYBR,,Std-02,,88.5,2871.19802528763,84,91.5,
,B04,SYBR,,Unkn-02,,89,1701.70618274756,83.5,95,
,B05,SYBR,,Unkn-02,,89.5,1587.59181410731,83,95,
,B06,SYBR,,Unkn-02,,89.5,1803.22398106397,83,95,
,B07,SYBR,,Unkn-10,,91,1799.02482981745,83,95,
,B08,SYBR,,Unkn-10,,91,1714.65094565863,83,95,
,B09,SYBR,,Unkn-10,,91,1752.70048174112,83,95,
,B10,SYBR,,Unkn-18,,92,1840.2197719256,83,95,
,B11,SYBR,,Unkn-18,,92,1845.77309954323,81,95,
,B12,SYBR,,Unkn-18,,92,1862.56701563559,84.5,95,
,C01,SYBR,,Std-03,,88.5,3149.41279592043,84,91.5,
,C02,SYBR,,Std-03,,88.5,3328.99472456366,84,91.5,
,C03,SYBR,,Std-03,,88.5,3086.01797512564,84,91.5,
,C04,SYBR,,Unkn-03,,90.5,1454.02274816413,83.5,95,
,C05,SYBR,,Unkn-03,,91,1641.76653615779,83,95,
,C06,SYBR,,Unkn-03,,90.5,1620.50061156566,83,95,
,C07,SYBR,,Unkn-11,,92,1950.26071205056,82.5,95,
,C08,SYBR,,Unkn-11,,92,1998.92346601918,82.5,95,
,C09,SYBR,,Unkn-11,,92,2009.30045461233,82.5,95,
,C10,SYBR,,Unkn-19,,92,2162.94652990724,82.5,95,
,C11,SYBR,,Unkn-19,,92,2163.46066263773,83,95,
,C12,SYBR,,Unkn-19,,92,2115.35295287631,80,95,
,D01,SYBR,,Std-04,,88,2997.79299662211,83.5,95,
,D02,SYBR,,Std-04,,88,2470.3101279048,84,95,
,D03,SYBR,,Std-04,,88,3027.97608740119,84,95,
,D04,SYBR,,Unkn-04,,90.5,1891.21620651907,83,95,
,D05,SYBR,,Unkn-04,,90.5,1872.77751918882,83,95,
,D06,SYBR,,Unkn-04,,90.5,1998.65940771941,83,95,
,D07,SYBR,,Unkn-12,,91,1583.39653194957,82.5,95,
,D08,SYBR,,Unkn-12,,91,1521.94472307017,82.5,95,
,D09,SYBR,,Unkn-12,,91,1548.14932111789,82.5,95,
,D10,SYBR,,Unkn-20,,92,2090.05347799886,83,95,
,D11,SYBR,,Unkn-20,,92,2041.0461662996,82.5,95,
,D12,SYBR,,Unkn-20,,92,1935.44541948458,82.5,95,
,E01,SYBR,,Std-05,,88,2907.34537457841,83.5,95,
,E02,SYBR,,Std-05,,88,2763.11490941449,83.5,94,
,E03,SYBR,,Std-05,,88,2763.17698015727,83.5,95,
,E04,SYBR,,Unkn-05,,91.5,1711.77604084109,82.5,95,
,E05,SYBR,,Unkn-05,,91,1640.42855636481,82.5,95,
,E06,SYBR,,Unkn-05,,91,1795.40638720355,82.5,95,
,E07,SYBR,,Unkn-13,,89.5,1895.07335893547,83.5,95,
,E08,SYBR,,Unkn-13,,89.5,1892.81521684568,83.5,95,
,E09,SYBR,,Unkn-13,,89.5,1841.52680108881,83.5,95,
,E10,SYBR,,Unkn-21,,91.5,2003.397277302,83.5,95,
,E11,SYBR,,Unkn-21,,91.5,2059.31651450815,83,95,
,E12,SYBR,,Unkn-21,,91.5,2032.84010492162,82,95,
,F01,SYBR,,Std-06,,88,2487.56653707534,83.5,95,
,F02,SYBR,,Std-06,,88,2901.30042899881,83.5,95,
,F03,SYBR,,Std-06,,88,2779.54798351426,83.5,95,
,F04,SYBR,,Unkn-06,,90.5,1361.94266797615,82,95,
,F05,SYBR,,Unkn-06,,90.5,1505.42384142911,82.5,95,
,F06,SYBR,,Unkn-06,,90.5,1425.62271141997,82,95,
,F07,SYBR,,Unkn-14,,90,1606.17190200343,83,95,
,F08,SYBR,,Unkn-14,,90,1731.9509440193,83.5,95,
,F09,SYBR,,Unkn-14,,89.5,1564.87483703078,83.5,95,
