,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,88.5,3436.15079893056,83,94,
,A02,SYBR,,Std-01,,88.5,3389.60405613276,84,95,
,A03,SYBR,,Std-01,,88.5,3480.85386373342,83.5,95,
,A04,SYBR,,Unkn-01,,89.5,2449.2106912458,79.5,95,
,A05,SYBR,,Unkn-01,,89.5,2442.20141770188,81.5,95,
,A06,SYBR,,Unkn-01,,89.5,2455.5248375536,81.5,95,
,A07,SYBR,,Unkn-09,,89,1895.85135484896,70,95,
,A08,SYBR,,Unkn-09,,89,1898.43017646072,70,95,
,A09,SYBR,,Unkn-09,,89,1885.15351436831,70,95,
,A10,SYBR,,Unkn-17,,89.5,2386.13702203218,78.5,95,
,A11,SYBR,,Unkn-17,,89.5,2365.74811159219,78,95,
,A12,SYBR,,Unkn-17,,89.5,2511.11717928963,79.5,94,
,B01,SYBR,,Std-02,,88.5,3472.38439411036,82.5,92,
,B02,SYBR,,Std-02,,88.5,3338.48457024489,82.5,92,
,B03,SYBR,,Std-02,,88.5,3523.86353487779,83.5,92,
,B04,SYBR,,Unkn-02,,88.5,2472.92603244609,69,95,
,B05,SYBR,,Unkn-02,,88.5,2468.53898119421,69.5,95,
,B06,SYBR,,Unkn-02,,88.5,2464.55993857485,69.5,95,
,B07,SYBR,,Unkn-10,,89.5,2135.21910768693,69.5,95,
,B08,SYBR,,Unkn-10,,89.5,2040.80563392865,76.5,95,
,B09,SYBR,,Unkn-10,,89.5,2078.08803410061,69,95,
,B10,SYBR,,Unkn-18,,89.5,2580.43685762649,78.5,95,
,B11,SYBR,,Unkn-18,,89.5,2602.30386622583,77,95,
,B12,SYBR,,Unkn-18,,90,2673.54838835881,84,95,
,C01,SYBR,,Std-03,,88.5,3145.87935613757,83.5,92,
,C02,SYBR,,Std-03,,88.5,3451.23887830099,83.5,92,
,C03,SYBR,,Std-03,,88.5,3400.65403319933,83.5,92,
,C04,SYBR,,Unkn-03,,88.5,2408.21007204105,69.5,95,
,C05,SYBR,,Unkn-03,,88.5,2525.72431072232,70,95,
,C06,SYBR,,Unkn-03,,88.5,2360.43103151431,70,95,
,C07,SYBR,,Unkn-11,,90,3001.37182545062,74,95,
,C08,SYBR,,Unkn-11,,90,2885.98392565305,77.5,95,
,C09,SYBR,,Unkn-11,,90,3030.89163625566,77.5,95,
,C10,SYBR,,Unkn-19,,90.5,1962.6175729478,69.5,95,
,C11,SYBR,,Unkn-19,,90.5,1949.93682360819,69.5,95,
,C12,SYBR,,Unkn-19,,90.5,1934.11052821987,71,95,
,D01,SYBR,,Std-04,,88.5,3298.81551616256,83,92,
,D02,SYBR,,Std-04,,88.5,3227.65376327928,83.5,92,
,D03,SYBR,,Std-04,,88.5,3258.62720507924,83,95,
,D04,SYBR,,Unkn-04,,89.5,1782.94014518248,69.5,95,
,D05,SYBR,,Unkn-04,,89.5,1856.63520801365,69.5,95,
,D06,SYBR,,Unkn-04,,89.5,1860.13810651692,69.5,95,
,D07,SYBR,,Unkn-12,,90,3100.27201833163,78,95,
,D08,SYBR,,Unkn-12,,90,2963.43157685948,78.5,95,
,D09,SYBR,,Unkn-12,,90,2582.88079435069,77.5,95,
,D10,SYBR,,Unkn-20,,89,1946.68410404222,69.5,95,
,D11,SYBR,,Unkn-20,,89,2029.34081571793,69.5,95,
,D12,SYBR,,Unkn-20,,89,1976.54651079591,69.5,95,
,E01,SYBR,,Std-05,,88.5,3051.77284394866,83,94,
,E02,SYBR,,Std-05,,88.5,3130.5070655657,83.5,95,
,E03,SYBR,,Std-05,,88.5,3193.50358774251,83,92,
