,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,9.49351077855937,9.57240105232615,9.25923182640667,18.4785779946676,18.484681091785,18.4169558556553,17.6419989159807,16.9827972171331,16.9294067849394,21.0403473547033,20.5557181823838,20.7147197425097
A,copy number,365000000,365000000,365000000,1638077.33188487,1631743.65979065,1703421.15338595,2785849.76528863,4233334.750438,4379262.49511978,322196.345249887,438248.443950729,396175.623799295
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,14.2030374521355,13.7876219032912,13.8351270064518,18.0262598158086,17.7114272903442,18.1033313119332,24.3475038380264,24.6490845488296,24.2860755057353,20.4254749766322,20.5404269637494,20.6788940210499
B,copy number,36500000,36500000,36500000,2182864.93871605,2665741.77981688,2078644.59362504,39484.1505651461,32605.0424297239,41054.1445787572,476019.866227982,442522.928373173,405288.217841449
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,17.8514095005741,16.7562315734292,17.4887271070923,17.6882708267302,17.5389529892047,17.4972768591274,21.1677394947025,21.0691802656448,21.093643339461,21.4902853559389,21.6264476513843,21.7530837998166
C,copy number,3650000,3650000,3650000,2705214.57673236,2974163.21914892,3053893.11936454,297167.889538743,316353.118061657,311478.647580563,242149.902579448,222099.644282444,204945.100576222
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,20.3514236623832,21.2340242476026,20.8174080600747,24.7660657341042,25.2235076481608,24.8795377497191,21.5043424245669,21.6619431218273,21.8692770292901,19.8063272149575,20.0568392054757,20.1321647676677
D,copy number,365000,365000,365000,30271.6484880733,22642.8518613407,28167.9188865645,239998.831434792,217151.421456165,190373.310299289,705193.270358299,601517.766987944,573433.608980356
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,24.7778509457351,24.7041865294459,24.7818825932978,21.4339461610188,22.5847218524999,21.4192926156506,18.1148159030606,18.1685100408684,18.2374538169923,19.3555051662906,19.4994592015615,19.5806760775055
E,copy number,36500,36500,36500,250966.389464476,120886.098791947,253311.652182544,2063546.37906784,1994399.44336274,1909000.85113105,938832.63849044,856847.949721089,813793.7728409
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,28.5044563480222,28.4318424685477,28.3164090364907,24.0348230317293,24.1698379730391,24.2158927568774,18.6043537862284,18.6769251364751,18.72285662766,21.7783889213425,22.061131975921,22.2862302444133
F,copy number,3650,3650,3650,48152.7216749638,44197.8048002859,42924.4345190168,1512381.15166126,1444292.66383685,1402791.34250414,201679.413951033,168545.280964424,146104.23545148
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,31.1371380852277,31.3766525755317,31.0400488625358,19.5649692705342,19.651705861464,19.8551229285391,18.0776613254813,18.1088915339245,18.1271698243102,20.9669500955987,21.0161715995397,21.2974908871412
G,copy number,365,365,365,821947.964297811,777917.034238083,683685.609073109,2112792.24324843,2071321.10439205,2047427.70912155,337562.614974794,327178.86572541,273673.511726624
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,34.0305535935277,33.1940598560499,33.3449359970982,17.9561707763604,17.7763293059559,17.7300957375295,21.8405436112139,22.0063883681865,21.9327960697809,19.4661312717853,19.3653764496264,19.3955977717606
H,copy number,NaN,NaN,NaN,2282173.23176822,2558151.52789798,2634339.04541249,193877.372126723,174505.049863513,182850.22506391,875167.967021963,932968.371509257,915241.451856404
