,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2777.42623941257,86,95,
,A02,SYBR,,Std-01,,91,2833.79574491943,84,95,
,A03,SYBR,,Std-01,,91,3015.81996849508,84.5,95,
,A04,SYBR,,Unkn-01,,91,2341.95829016483,83.5,95,
,A05,SYBR,,Unkn-01,,91,2357.5914361375,84,95,
,A06,SYBR,,Unkn-01,,91,2345.41968750013,83,95,
,A07,SYBR,,Unkn-09,,90,1936.86221776998,69,95,
,A08,SYBR,,Unkn-09,,90,1965.22782607638,69.5,95,
,A09,SYBR,,Unkn-09,,90,1920.32987487418,69.5,95,
,A10,SYBR,,Unkn-17,,91,2149.09454970259,70,95,
,A11,SYBR,,Unkn-17,,91,2226.78070804609,79.5,95,
,A12,SYBR,,Unkn-17,,91,1900.12667573942,86.5,95,
,B01,SYBR,,Std-02,,91,2486.74696189693,83,94,
,B02,SYBR,,Std-02,,91,2665.10638388324,84,95,
,B03,SYBR,,Std-02,,91,2806.07316474934,84,95,
,B04,SYBR,,Unkn-02,,90,2411.51167584796,69,95,
,B05,SYBR,,Unkn-02,,90,2413.94287313062,83.5,95,
,B06,SYBR,,Unkn-02,,90,2332.78209769625,79.5,95,
,B07,SYBR,,Unkn-10,,90,2192.5420768463,86,95,
,B08,SYBR,,Unkn-10,,90,2150.27892649528,86,95,
,B09,SYBR,,Unkn-10,,90,1943.52111759596,85.5,95,
,B10,SYBR,,Unkn-18,,90.5,2246.45119700336,86,95,
,B11,SYBR,,Unkn-18,,90.5,2231.87361869768,86,95,
,B12,SYBR,,Unkn-18,,90.5,2272.2448849851,86,95,
,C01,SYBR,,Std-03,,91,2414.79377557028,84,94,
,C02,SYBR,,Std-03,,91,2822.13833353672,84,95,
,C03,SYBR,,Std-03,,91,2685.33850674846,84,94,
,C04,SYBR,,Unkn-03,,90.5,1973.78215003565,70,95,
,C05,SYBR,,Unkn-03,,90.5,2028.47873269966,82,95,
,C06,SYBR,,Unkn-03,,90.5,2014.30700621698,82,95,
,C07,SYBR,,Unkn-11,,90,1890.90767678518,86,95,
,C08,SYBR,,Unkn-11,,90,1905.41961062491,86,95,
,C09,SYBR,,Unkn-11,,90,1894.59947889547,86,95,
,C10,SYBR,,Unkn-19,,90,2256.05599657892,70,95,
,C11,SYBR,,Unkn-19,,90,2365.88050782859,70,95,
,C12,SYBR,,Unkn-19,,90.5,2275.4222659143,77,95,
,D01,SYBR,,Std-04,,91,2584.52390764657,83.5,95,
,D02,SYBR,,Std-04,,91,2566.8465214242,83.5,94,
,D03,SYBR,,Std-04,,91,2513.46510450956,84,94,
,D04,SYBR,,Unkn-04,,90,2180.2075022481,70,95,
,D05,SYBR,,Unkn-04,,90,2265.85175631987,70,95,
,D06,SYBR,,Unkn-04,,90,2263.77892058509,70,95,
,D07,SYBR,,Unkn-12,,85,1357.33770537137,77,87,
,D08,SYBR,,Unkn-12,,90,2297.85876424847,86.5,95,
,D09,SYBR,,Unkn-12,,90,2246.59049673347,86.5,95,
,D10,SYBR,,Unkn-20,,90,2311.96206579193,70,95,
,D11,SYBR,,Unkn-20,,90,2409.97603423868,70.5,95,
,D12,SYBR,,Unkn-20,,90,2338.73281543614,70.5,95,
,E01,SYBR,,Std-05,,90.5,2256.93387612387,83.5,94,
,E02,SYBR,,Std-05,,90.5,2326.00733248707,83.5,94,
,E03,SYBR,,Std-05,,90.5,2435.14355991869,83.5,94,
,E04,SYBR,,Unkn-05,,90,2200.53984771673,67.5,95,
,E05,SYBR,,Unkn-05,,90,2391.11154100155,70,95,
,E06,SYBR,,Unkn-05,,90,2372.18508173752,68,95,
