,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,10.1165576606331,365000000
,A02,SYBR,,Std-01,,10.0679633936277,365000000
,A03,SYBR,,Std-01,,9.80110412899269,365000000
,A04,SYBR,,Unkn-01,,22.5796414639695,179990.420957549
,A05,SYBR,,Unkn-01,,22.6725362228572,170027.873550804
,A06,SYBR,,Unkn-01,,22.3828978916803,203059.812741999
,A07,SYBR,,Unkn-09,,20.1654587102172,790537.781963336
,A08,SYBR,,Unkn-09,,20.3800861823457,693086.14347343
,A09,SYBR,,Unkn-09,,20.2663569084932,743126.565773776
,A10,SYBR,,Unkn-17,,26.4962931215746,16315.7807687668
,A11,SYBR,,Unkn-17,,26.6867926232282,14517.6221928395
,A12,SYBR,,Unkn-17,,27.0516742949643,11608.1042680873
,B01,SYBR,,Std-02,,13.4457628309122,36500000
,B02,SYBR,,Std-02,,13.9205504533068,36500000
,B03,SYBR,,Std-02,,13.8026429093379,36500000
,B04,SYBR,,Unkn-02,,22.4212768842063,198338.585092895
,B05,SYBR,,Unkn-02,,22.5233097952033,186313.917686845
,B06,SYBR,,Unkn-02,,22.199607914358,227204.602103272
,B07,SYBR,,Unkn-10,,27.7718984643796,7465.04309979146
,B08,SYBR,,Unkn-10,,28.4876610262317,4813.83334984294
,B09,SYBR,,Unkn-10,,27.702581815143,7789.05772245692
,B10,SYBR,,Unkn-18,,27.6992124959482,7805.16089274832
,B11,SYBR,,Unkn-18,,27.4527132594894,9078.24236305545
,B12,SYBR,,Unkn-18,,27.5631219184916,8484.18587004852
,C01,SYBR,,Std-03,,17.2709323746361,3650000
,C02,SYBR,,Std-03,,17.3735908062621,3650000
,C03,SYBR,,Std-03,,17.7090973965294,3650000
,C04,SYBR,,Unkn-03,,23.2516011750302,119225.393968712
,C05,SYBR,,Unkn-03,,23.1170118389337,129478.434323838
,C06,SYBR,,Unkn-03,,23.0216119951784,137275.672694479
,C07,SYBR,,Unkn-11,,28.764854088274,4061.62866747897
,C08,SYBR,,Unkn-11,,28.3867423252703,5121.01859935261
,C09,SYBR,,Unkn-11,,28.6993675098992,4227.98293190166
,C10,SYBR,,Unkn-19,,19.9436345833563,905678.061833586
,C11,SYBR,,Unkn-19,,18.5694045653232,2102829.22867274
,C12,SYBR,,Unkn-19,,18.8344509613931,1787502.67868454
,D01,SYBR,,Std-04,,21.9147853362041,365000
,D02,SYBR,,Std-04,,21.5279927660431,365000
,D03,SYBR,,Std-04,,21.8336503574093,365000
,D04,SYBR,,Unkn-04,,20.051709379988,847624.577219241
,D05,SYBR,,Unkn-04,,20.307384080704,724671.282781024
,D06,SYBR,,Unkn-04,,19.9982698492484,875849.603345762
,D07,SYBR,,Unkn-12,,30.1117193853962,1778.9131647508
,D08,SYBR,,Unkn-12,,26.7494521868718,13970.5998153022
,D09,SYBR,,Unkn-12,,26.7429467552202,14026.4202374859
,D10,SYBR,,Unkn-20,,18.3339430932912,2429324.80052701
,D11,SYBR,,Unkn-20,,18.4645395525907,2242434.90064032
,D12,SYBR,,Unkn-20,,18.6393942440256,2014523.03068881
,E01,SYBR,,Std-05,,25.8753406334221,36500
,E02,SYBR,,Std-05,,25.9743156095031,36500
,E03,SYBR,,Std-05,,25.4904267070673,36500
,E04,SYBR,,Unkn-05,,19.7557444673028,1016228.99347812
,E05,SYBR,,Unkn-05,,20.1848106906834,781215.751122082
,E06,SYBR,,Unkn-05,,19.8238491895882,974678.985215639
,E07,SYBR,,Unkn-13,,20.0044557567164,872534.892790279
,E08,SYBR,,Unkn-13,,20.2437427760777,753499.269668086
,E09,SYBR,,Unkn-13,,20.1787257101694,784135.03365824
,E10,SYBR,,Unkn-21,,18.3698064226096,2376503.73561416
,E11,SYBR,,Unkn-21,,18.5189951974591,2168819.2041532
,E12,SYBR,,Unkn-21,,18.6411390604584,2012369.62666606
,F01,SYBR,,Std-06,,29.3713453730482,3650
,F02,SYBR,,Std-06,,30.1013090210773,3650
,F03,SYBR,,Std-06,,29.1546356302923,3650
,F04,SYBR,,Unkn-06,,19.7610099884895,1012954.31975123
,F05,SYBR,,Unkn-06,,20.1976362393422,775098.212841467
,F06,SYBR,,Unkn-06,,19.6714832246112,1070095.51801357
,F07,SYBR,,Unkn-14,,18.7025745609319,1937997.31418437
,F08,SYBR,,Unkn-14,,18.6228560211373,2035048.82614213
,F09,SYBR,,Unkn-14,,18.7212805985431,1915902.86027855
,F10,SYBR,,Unkn-22,,24.3281016170079,61630.6029007327
,F11,SYBR,,Unkn-22,,24.6834527347002,49567.7642194244
,F12,SYBR,,Unkn-22,,24.4639710377306,56705.7338614689
,G01,SYBR,,Std-07,,31.2450579090287,365
,G02,SYBR,,Std-07,,31.6552567494379,365
,G03,SYBR,,Std-07,,32.2987611509492,365
,G04,SYBR,,Unkn-07,,20.3141007096355,721693.901406757
,G05,SYBR,,Unkn-07,,20.0526907908245,847114.824526935
,G06,SYBR,,Unkn-07,,19.72279457013,1036962.58511635
,G07,SYBR,,Unkn-15,,19.1064047368658,1513040.67166518
,G08,SYBR,,Unkn-15,,19.395889244209,1267032.32057184
,G09,SYBR,,Unkn-15,,19.3804249136596,1279099.7443431
,G10,SYBR,,Unkn-23,,23.3353699370835,113258.004233733
,G11,SYBR,,Unkn-23,,23.542948296019,99726.3710519365
,G12,SYBR,,Unkn-23,,23.6518045449665,93289.2668839573
,H01,SYBR,,NTC,,32.3214025479749,NaN
,H02,SYBR,,NTC,,33.0795220009236,NaN
,H03,SYBR,,NTC,,33.1339948595319,NaN
,H04,SYBR,,Unkn-08,,20.4809344165263,651539.384516513
,H05,SYBR,,Unkn-08,,20.3402342263678,710225.237429709
,H06,SYBR,,Unkn-08,,19.9121418193069,923331.078641231
,H07,SYBR,,Unkn-16,,25.5670231115168,28839.410928465
,H08,SYBR,,Unkn-16,,27.0390613715417,11698.1976166346
,H09,SYBR,,Unkn-16,,25.3035939590015,33893.2462344633
,H10,SYBR,,Unkn-24,,24.7981534361595,46202.466238151
,H11,SYBR,,Unkn-24,,24.8022264665261,46087.2598542938
,H12,SYBR,,Unkn-24,,25.033664845104,39991.7386777877
