,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,20332.4400616749,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,20044.2383277258,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,21070.0067444648,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,13126.9204980633,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,6587.38776922863,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,12034.5946696189,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,10690.0938849508,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,11600.3354852839,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,10981.7253367132,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,11786.4888237379,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,13722.2689167576,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,14309.1345150066,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,19123.4018152464,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,20177.9813927988,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,20035.7793989301,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,13402.4776638667,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,3584.80968587117,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,12188.2174719259,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,14017.957392285,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,16124.0339943175,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,13226.2045556247,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,7815.95205213911,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,12814.4002949345,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,10515.5803969146,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,20082.8418908746,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,21759.0137072048,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,20665.605820359,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,10834.3168510255,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,6015.99037922206,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,9381.83651114891,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,16666.9908626725,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,16986.4682298425,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,17552.300576039,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,18098.6540011721,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,19715.295881654,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,17322.5506968135,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,19684.551047392,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,20349.3671815561,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,20824.2921526056,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,13931.5548609888,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,6839.86899344349,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,12718.6821799751,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,14870.5489548476,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,11272.1259955675,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,14245.2545597897,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,13351.6488117617,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,8578.13360672886,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,6688.34438802765,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,19512.3726149827,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,20228.877630843,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,20432.3763288066,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,1538.24623833872,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,5870.39605580615,,Unknown,Unassigned,False
