,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,35.2243615441003,35.0052040913794,34.9703944011177,21.5509418387696,21.520843967361,21.5349868960846,23.0437743293405,23.0471579815448,23.2305830684087,23.2441896771811,23.3801677683618,23.359264204635
A,copy number,365000000,365000000,365000000,35900.9749619764,42150.7799351426,39088.9515078182,12.5333790188252,12.3092744586592,4.62875751897342,4.3048182867161,2.08479106171044,2.33061276785535
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,10.3260087916953,10.4174513638215,10.3529443706846,19.8818866470561,19.8614626101887,19.8886341699334,20.322414693991,20.5101463412904,20.4677230606175,16.6616766499963,16.7820445565867,16.9687746597127
B,copy number,36500000,36500000,36500000,263168168.623228,293447541.434679,253867865.420211,25123330.973556,9232859.89468465,11576526.6714259,7.54151991764171E+15,3.96931894740208E+15,1.46654149728294E+15
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,13.239400817107,13.0932364208403,13.110456318261,19.8935606998114,19.9260451179647,20.0814357864891,19.4979668517725,19.4972853574094,19.4810618588347,16.8837455159299,16.9734371840861,17.2864425411049
C,copy number,3650000,3650000,3650000,247285745.543947,207956762.214921,90808381.9849663,2038442719.07155,2045863658.36774,2230726757.70447,2.30781629573551E+15,1.43053036387724E+15,269558214085379
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,17.2113902253491,17.1746375357629,17.0151070586568,18.9516998647427,19.0961953063141,19.1305625691856,19.7392695894362,19.8815719333621,20.0690880335582,16.6240607197699,16.5823285541078,16.9775237252664
D,copy number,365000,365000,365000,37524973701.2638,17366167709.0397,14458317026.8864,562988964.734206,263610168.57523,96988521.5660802,9.21654728949732E+15,1.15135654029033E+16,1.39969574355837E+15
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,20.5060400119519,20.6320644169169,20.3143434234005,22.8398700676576,22.9007521478008,23.0903700117333,21.5993183910457,21.7905035208388,21.692235748614,20.1933055660358,20.1965229558708,20.5891768353771
E,copy number,36500,36500,36500,37.1758580409869,26.8703217027221,9.77606029010078,27738.1746317763,10007.8197693119,16900.665579993,50010667.8271843,49160009.6323534,6057881.64585784
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,24.1744696785416,24.1976999269154,24.1010489797709,20.858429160121,20.8172982268316,21.0344331517439,20.3649069018732,20.4583024625245,20.4412435579528,19.7224574322527,19.8805490175089,20.2250749161047
F,copy number,3650,3650,3650,1441443.71126123,1794927.68389112,563916.91305286,20029751.891256,12172901.2128522,13332094.5252956,615790183.925562,265051937.933433,42217502.9716071
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,27.3807628576629,27.6265411467998,27.3627378077541,20.0500994592718,19.9824747676537,20.0903591898403,19.1843175216319,19.3611123816608,19.2580721355613,19.5138598929507,19.6349795914198,19.8474021363311
G,copy number,365,365,365,107323115.899302,153920214.99421,86588755.7626795,10855111975.9968,4228830525.89773,7325487063.92124,1872811564.66237,981771068.00255,316294123.661605
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,34.1298949953174,36.4381150121063,35.8083465529954,20.024908668529,19.1778651247904,19.2073920874821,19.6971596646881,19.9044195369109,19.6993755719528,21.9394817313227,22.0033739237331,22.2552591136484
H,copy number,NaN,NaN,NaN,122752129.831238,11235088410.7934,9598408039.21722,704719448.70901,233374096.208571,696441678.14064,4522.11980490759,3216.497652469,839.611184997374
