,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,,9.10453232952266,365000000
,A02,SYBR,,Std-01,,8.89439428692437,365000000
,A03,SYBR,,Std-01,,8.63746095228632,365000000
,A04,SYBR,,Unkn-01,,13.5211413341137,22894656.1918681
,A05,SYBR,,Unkn-01,,13.3990391151909,24923222.1101074
,A06,SYBR,,Unkn-01,,13.4953332747728,23309187.9486683
,A07,SYBR,,Unkn-09,,13.4550099123194,23971941.6130876
,A08,SYBR,,Unkn-09,,13.3108656459627,26498976.6975999
,A09,SYBR,,Unkn-09,,13.2790910318828,27090921.9718566
,A10,SYBR,,Unkn-17,,10.814093666271,150368171.170713
,A11,SYBR,,Unkn-17,,11.0990070425078,123345496.661702
,A12,SYBR,,Unkn-17,,11.2356445897305,112166750.801131
,B01,SYBR,,Std-02,,13.0690965453736,36500000
,B02,SYBR,,Std-02,,12.8687132840682,36500000
,B03,SYBR,,Std-02,,13.0137629054563,36500000
,B04,SYBR,,Unkn-02,,14.1286890085445,15006473.781946
,B05,SYBR,,Unkn-02,,13.9312325782201,17214829.269612
,B06,SYBR,,Unkn-02,,14.5854160307798,10923582.1496807
,B07,SYBR,,Unkn-10,,12.0853326059521,62128636.0812011
,B08,SYBR,,Unkn-10,,12.2548932086526,55219337.8898375
,B09,SYBR,,Unkn-10,,29.7247893446006,293.001963009207
,B10,SYBR,,Unkn-18,,11.2766105297633,109016952.881902
,B11,SYBR,,Unkn-18,,11.2157480477408,113729233.396227
,B12,SYBR,,Unkn-18,,11.3113187827243,106417613.02998
,C01,SYBR,,Std-03,,16.410559010086,3650000
,C02,SYBR,,Std-03,,16.1603543850964,3650000
,C03,SYBR,,Std-03,,16.2619123715825,3650000
,C04,SYBR,,Unkn-03,,13.87373771815,17916942.6459664
,C05,SYBR,,Unkn-03,,13.6116333926567,21498545.9777411
,C06,SYBR,,Unkn-03,,13.8693550873684,17971622.4115391
,C07,SYBR,,Unkn-11,,13.708690481553,20095632.0087039
,C08,SYBR,,Unkn-11,,13.8005281985666,18852558.425678
,C09,SYBR,,Unkn-11,,13.6391146626476,21091663.1513211
,C10,SYBR,,Unkn-19,,14.5649834949587,11079876.0062678
,C11,SYBR,,Unkn-19,,14.6588616747036,10379761.7932224
,C12,SYBR,,Unkn-19,,14.8030425530163,9389672.38484452
,D01,SYBR,,Std-04,,20.0950760312541,365000
,D02,SYBR,,Std-04,,19.7560711333152,365000
,D03,SYBR,,Std-04,,19.7580043147269,365000
,D04,SYBR,,Unkn-04,,14.4174292453179,12276949.5998022
,D05,SYBR,,Unkn-04,,14.3744081403597,12649726.9877076
,D06,SYBR,,Unkn-04,,14.2580007735227,13716130.0141275
,D07,SYBR,,Unkn-12,,13.7069875555077,20119439.8811797
,D08,SYBR,,Unkn-12,,14.041433745201,15945065.4854489
,D09,SYBR,,Unkn-12,,14.0287921091549,16085834.0308498
,D10,SYBR,,Unkn-20,,14.1308171779306,14984285.1988562
,D11,SYBR,,Unkn-20,,14.4028411017311,12402108.2535816
,D12,SYBR,,Unkn-20,,14.4725520966511,11815321.4762562
,E01,SYBR,,Std-05,,23.2671717949416,36500
,E02,SYBR,,Std-05,,23.3985329448345,36500
,E03,SYBR,,Std-05,,23.5440352955503,36500
,E04,SYBR,,Unkn-05,,11.4707268707618,95252974.9125206
,E05,SYBR,,Unkn-05,,11.3872080612877,100948051.31009
,E06,SYBR,,Unkn-05,,11.4311582880374,97909921.4346703
,E07,SYBR,,Unkn-13,,12.9222092917682,34720663.5837407
,E08,SYBR,,Unkn-13,,13.0381122026895,32032431.2000648
,E09,SYBR,,Unkn-13,,12.9588760567527,33846681.7408824
,E10,SYBR,,Unkn-21,,14.924178521886,8631219.22279776
,E11,SYBR,,Unkn-21,,14.8917503189385,8828037.87151001
,E12,SYBR,,Unkn-21,,15.0201878696237,8073857.96722744
,F01,SYBR,,Std-06,,26.3213995052783,3650
,F02,SYBR,,Std-06,,26.4469283464547,3650
,F03,SYBR,,Std-06,,26.7389927956701,3650
,F04,SYBR,,Unkn-06,,11.5489932681568,90208025.8097155
,F05,SYBR,,Unkn-06,,11.5630774149943,89328968.8313044
,F06,SYBR,,Unkn-06,,11.7105018877341,80626152.4862887
,F07,SYBR,,Unkn-14,,12.9848653470909,33240561.8267497
,F08,SYBR,,Unkn-14,,12.9811960630416,33325473.9680085
,F09,SYBR,,Unkn-14,,12.9623285776864,33765530.1091488
,F10,SYBR,,Unkn-22,,15.9829809132886,4133857.68253829
,F11,SYBR,,Unkn-22,,16.0756153161868,3875998.31214221
,F12,SYBR,,Unkn-22,,16.1356103669146,3717640.89251331
,G01,SYBR,,Std-07,,29.0364591977588,365
,G02,SYBR,,Std-07,,28.9504189135848,365
,G03,SYBR,,Std-07,,27.2140293419539,365
,G04,SYBR,,Unkn-07,,11.8462150792873,73366178.1665172
,G05,SYBR,,Unkn-07,,11.7820686601805,76712403.2600201
,G06,SYBR,,Unkn-07,,11.840846929969,73640523.2725799
,G07,SYBR,,Unkn-15,,14.1988700640523,14291793.7062385
,G08,SYBR,,Unkn-15,,14.3371166765848,12982003.0246915
,G09,SYBR,,Unkn-15,,14.3661857297148,12722252.0858896
,G10,SYBR,,Unkn-23,,11.565149150685,89200386.9097378
,G11,SYBR,,Unkn-23,,12.0167737450785,65161923.5067639
,G12,SYBR,,Unkn-23,,12.104056546803,61325052.235863
,H01,SYBR,,NTC,,31.2914954100717,NaN
,H02,SYBR,,NTC,,29.3840717128401,NaN
,H03,SYBR,,NTC,,30.4352868269466,NaN
,H04,SYBR,,Unkn-08,,12.8806984004534,35737376.8103154
,H05,SYBR,,Unkn-08,,12.9768988105771,33425193.9434865
,H06,SYBR,,Unkn-08,,13.0736466609992,31250710.4489269
,H07,SYBR,,Unkn-16,,10.0458208209237,256533485.707999
,H08,SYBR,,Unkn-16,,9.95866031968244,272560615.472569
,H09,SYBR,,Unkn-16,,10.104698646545,246243784.715381
,H10,SYBR,,Unkn-24,,11.2856076165173,108337116.708698
,H11,SYBR,,Unkn-24,,11.5739590039441,88655668.5991815
,H12,SYBR,,Unkn-24,,11.6411230143455,84610765.2900937
