,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,24074.6454385634,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,24313.9064327651,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,25451.2073424104,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,15868.6357306422,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,16498.928946356,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,16135.9215458094,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,15264.1130839789,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,15625.5978423801,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,16287.8923519003,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,18061.5583361986,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,17893.6177840686,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,17955.2833355885,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,21314.5456485447,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,23299.0922697566,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,23186.9031338942,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,16691.1585275986,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,17714.9175053227,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,17809.0885604497,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,15751.2096108399,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,15442.6501133063,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,20540.2560135113,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,18508.2990147667,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,18366.7079556442,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,17926.3130654839,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,23065.7694082359,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,25529.9914647348,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,24281.7022712611,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,17091.9141751903,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,18790.5701202062,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,17681.4633119288,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,16854.9191796786,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,16945.4858178813,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,18016.9639884403,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,19001.9946044404,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,19092.5657373009,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,17200.7320551551,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,24269.1273512653,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,24630.1144091054,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,24226.4648854598,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,17616.4942984875,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,18756.4183371141,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,18438.4657552358,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,18874.2279967121,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,17395.5635761727,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-12,,17649.0454344879,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-20,,17367.3243645463,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-20,,18378.8707382306,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-20,,18190.4569286879,,Unknown,Unassigned,False
,E01,SYBR,,Std-05,,23792.9111914386,,Standard,Unassigned,False
,E02,SYBR,,Std-05,,24591.9541914687,,Standard,Unassigned,False
,E03,SYBR,,Std-05,,24562.6610267323,,Standard,Unassigned,False
,E04,SYBR,,Unkn-05,,14929.2487734391,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-05,,15364.4122241788,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-05,,16439.8685782591,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-13,,16725.7823178173,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-13,,16624.3074175166,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-13,,18061.3276633528,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-21,,19252.1426578983,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-21,,18774.9703457858,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-21,,18353.7219175001,,Unknown,Unassigned,False
,F01,SYBR,,Std-06,,21221.4651651574,,Standard,Unassigned,False
,F02,SYBR,,Std-06,,23008.2119852006,,Standard,Unassigned,False
,F03,SYBR,,Std-06,,23448.1649557448,,Standard,Unassigned,False
,F04,SYBR,,Unkn-06,,14324.3822274377,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-06,,14986.3722823663,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-06,,15616.3150600944,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-14,,17838.9946801847,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-14,,17737.1999754497,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-14,,17841.7401515435,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-22,,20814.1818630993,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-22,,19916.2754630799,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-22,,20380.5089345176,,Unknown,Unassigned,False
,G01,SYBR,,Std-07,,20677.108610975,,Standard,Unassigned,False
,G02,SYBR,,Std-07,,20974.1979917175,,Standard,Unassigned,False
,G03,SYBR,,Std-07,,21216.1665516745,,Standard,Unassigned,False
,G04,SYBR,,Unkn-07,,15494.4514320747,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-07,,15812.1931537396,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-07,,16898.7945561608,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-15,,19595.8348481213,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-15,,18267.6200618887,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-15,,18605.0073728948,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-23,,18289.1969610825,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-23,,18670.5547196655,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-23,,19229.493105809,,Unknown,Unassigned,False
,H01,SYBR,,NTC,,20404.7289003857,,NTC,Unassigned,False
,H02,SYBR,,NTC,,19883.4226765594,,NTC,Unassigned,False
,H03,SYBR,,NTC,,20507.0077526869,,NTC,Unassigned,False
,H04,SYBR,,Unkn-08,,15404.464476447,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-08,,16839.6672812718,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-08,,17093.0234531746,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-16,,18692.8678355121,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-16,,18431.5574687722,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-16,,19697.9552971147,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-24,,18322.9806675545,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-24,,17709.6471403744,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-24,,18712.4064255998,,Unknown,Unassigned,False
