,Well,Fluor,Target,Content,Sample,Melt Temperature,Peak Height,Begin Temperature,End Temperature,Well Note
,A01,SYBR,,Std-01,,91,2354.981662684,85,95,
,A02,SYBR,,Std-01,,91,2426.64351567806,84.5,95,
,A03,SYBR,,Std-01,,91,2490.17112585989,83.5,95,
,A04,SYBR,,Unkn-01,,91.5,1669.59790193436,83,95,
,A05,SYBR,,Unkn-01,,91.5,1702.88472776186,82.5,95,
,A06,SYBR,,Unkn-01,,91.5,1673.25314472016,81.5,95,
,A07,SYBR,,Unkn-09,,91,1736.17932461655,81.5,95,
,A08,SYBR,,Unkn-09,,91,1734.18798684952,80.5,95,
,A09,SYBR,,Unkn-09,,91,1738.7694175824,81,95,
,A10,SYBR,,Unkn-17,,89.5,1671.70429304399,79,95,
,A11,SYBR,,Unkn-17,,90.5,1883.5501171348,79,95,
,A12,SYBR,,Unkn-17,,90.5,1939.4709515275,83.5,95,
,B01,SYBR,,Std-02,,91,2270.20430016298,82,95,
,B02,SYBR,,Std-02,,91,2384.61955774056,83.5,95,
,B03,SYBR,,Std-02,,91,2316.63878394919,83,95,
,B04,SYBR,,Unkn-02,,91,2019.16790767659,80,95,
,B05,SYBR,,Unkn-02,,91,1984.64737187117,82,95,
,B06,SYBR,,Unkn-02,,91.5,1709.30859867028,80.5,95,
,B07,SYBR,,Unkn-10,,91,1691.8232077592,82.5,95,
,B08,SYBR,,Unkn-10,,91,1883.31188318668,83.5,95,
,B09,SYBR,,Unkn-10,,91,1955.75210920285,82,95,
,B10,SYBR,,Unkn-18,,89.5,1750.63709008318,79,95,
,B11,SYBR,,Unkn-18,,89.5,1754.93888046326,80,95,
,B12,SYBR,,Unkn-18,,90,1810.68223509663,79,95,
,C01,SYBR,,Std-03,,90.5,2360.27502026481,82.5,95,
,C02,SYBR,,Std-03,,90.5,2614.23306768116,83,95,
,C03,SYBR,,Std-03,,90.5,2489.10978764154,83,95,
,C04,SYBR,,Unkn-03,,90.5,1642.47421004039,82,95,
,C05,SYBR,,Unkn-03,,90.5,1684.53342284671,82.5,95,
,C06,SYBR,,Unkn-03,,90.5,1626.31219061909,82,95,
,C07,SYBR,,Unkn-11,,90,1878.72879287507,80.5,95,
,C08,SYBR,,Unkn-11,,90.5,1825.69782819305,81.5,95,
,C09,SYBR,,Unkn-11,,90.5,1813.32609975786,81.5,95,
,C10,SYBR,,Unkn-19,,89.5,1814.6684060665,66,95,
,C11,SYBR,,Unkn-19,,89.5,1805.45377623664,78,95,
,C12,SYBR,,Unkn-19,,90,1781.31298083343,77,95,
,D01,SYBR,,Std-04,,90.5,2415.11489471608,82.5,95,
,D02,SYBR,,Std-04,,90.5,2465.88045418538,82.5,95,
,D03,SYBR,,Std-04,,90.5,2329.17824548097,84,95,
,D04,SYBR,,Unkn-04,,90.5,1735.28591642801,80.5,95,
,D05,SYBR,,Unkn-04,,90,1786.36003216323,81,95,
,D06,SYBR,,Unkn-04,,90,1780.90952990456,82,95,
,D07,SYBR,,Unkn-12,,91,1742.4361098632,78,95,
,D08,SYBR,,Unkn-12,,91,1764.11768297522,78,95,
,D09,SYBR,,Unkn-12,,91,1817.90259360754,78,95,
,D10,SYBR,,Unkn-20,,89,1657.75415483025,66,95,
,D11,SYBR,,Unkn-20,,89,1547.37446444153,66,95,
,D12,SYBR,,Unkn-20,,89,1524.36762970584,66.5,95,
,E01,SYBR,,Std-05,,90.5,2251.11233630472,83.5,95,
,E02,SYBR,,Std-05,,90.5,2401.95840461198,80,95,
,E03,SYBR,,Std-05,,90.5,2281.64544604625,83.5,95,
,E04,SYBR,,Unkn-05,,89.5,1801.22312936673,66.5,95,
,E05,SYBR,,Unkn-05,,90.5,1604.21955897969,77,95,
,E06,SYBR,,Unkn-05,,89.5,1908.29573681857,66.5,95,
,E07,SYBR,,Unkn-13,,90.5,1750.81859131188,66,95,
,E08,SYBR,,Unkn-13,,90.5,1750.65310567299,66.5,95,
,E09,SYBR,,Unkn-13,,90.5,1687.55564840632,79,95,
,E10,SYBR,,Unkn-21,,90.5,2113.46085971748,80.5,95,
,E11,SYBR,,Unkn-21,,90.5,2088.53421269564,80.5,95,
,E12,SYBR,,Unkn-21,,90.5,2122.45474526329,80,95,
,F01,SYBR,,Std-06,,90.5,2199.57807676936,81.5,95,
,F02,SYBR,,Std-06,,90.5,2162.17577645952,83,95,
,F03,SYBR,,Std-06,,90.5,2234.87210946829,83.5,95,
,F04,SYBR,,Unkn-06,,90.5,1729.85586259805,78.5,95,
,F05,SYBR,,Unkn-06,,90.5,1843.6619327796,78,95,
,F06,SYBR,,Unkn-06,,90.5,1732.54157690343,78.5,95,
,F07,SYBR,,Unkn-14,,91,2291.03118012036,84.5,95,
,F08,SYBR,,Unkn-14,,91,2251.88568918651,84.5,95,
,F09,SYBR,,Unkn-14,,91,2300.6820193009,84.5,95,
,F10,SYBR,,Unkn-22,,91,1708.08206481249,82,95,
,F11,SYBR,,Unkn-22,,91,1876.57207524662,82,95,
,F12,SYBR,,Unkn-22,,91,1890.5662584563,82,95,
,G01,SYBR,,Std-07,,90.5,1994.19776784438,82,95,
,G02,SYBR,,Std-07,,90.5,2031.53651405417,81.5,95,
,G03,SYBR,,Std-07,,90,1986.38241675349,81.5,95,
,G04,SYBR,,Unkn-07,,91,1880.97634848993,66,95,
,G05,SYBR,,Unkn-07,,90.5,1929.46789947305,66.5,95,
,G06,SYBR,,Unkn-07,,91,1964.98231827295,66.5,95,
,G07,SYBR,,Unkn-15,,91,1898.63964720561,82,95,
,G08,SYBR,,Unkn-15,,91,1768.24136575731,81.5,95,
,G09,SYBR,,Unkn-15,,91,1692.70757447906,80.5,95,
,G10,SYBR,,Unkn-23,,90.5,1578.06036646605,80.5,95,
,G11,SYBR,,Unkn-23,,90.5,1638.20607533714,80.5,95,
,G12,SYBR,,Unkn-23,,90.5,1661.40522519494,79.5,95,
,H01,SYBR,,NTC,,None,None,None,None,
,H02,SYBR,,NTC,,None,None,None,None,
,H03,SYBR,,NTC,,None,None,None,None,
,H04,SYBR,,Unkn-08,,91.5,1838.89804850716,82,95,
,H05,SYBR,,Unkn-08,,91.5,1875.39928997175,81.5,95,
,H06,SYBR,,Unkn-08,,91.5,1871.72999922426,80.5,95,
,H07,SYBR,,Unkn-16,,90.5,1541.14749064978,79.5,95,
,H08,SYBR,,Unkn-16,,90.5,1528.29743354758,80.5,95,
,H09,SYBR,,Unkn-16,,90.5,1469.98801650194,79.5,95,
,H10,SYBR,,Unkn-24,,90.5,1615.08138132238,66,95,
,H11,SYBR,,Unkn-24,,90.5,1634.30060707677,66.5,95,
,H12,SYBR,,Unkn-24,,91,1826.04093444123,83.5,95,
