,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,65,21249.0621632595,21597.1921322327,20217.3854240239,19345.0679029111,19378.2422851327,18006.7553314851,19369.5546314087,19625.5527011113,19519.2315737646,21587.9841220153,21690.3624814792,21878.7751696602,21316.6320894199,21575.2891700995,21654.7575415689,19579.9371934275,20315.5150738147,20132.2505162786,20608.7874690152,19517.7371203273,20173.4843440633,21107.143508286,21738.1527037705,20846.4824280337,21311.417935045,22826.6673902393,22493.4187277824,20011.3740763748,21123.5180638803,20125.9865373759,19759.1076036631,19411.0030595278,19880.1064788429,20809.5387900172,21120.2820282601,19974.3022331572,22629.099973124,21740.5043220713,21261.781461184,20711.4908524786,21004.1183899782,20134.8618674593,19997.2159961081,20026.5989123136,20169.8308953378,21653.7947210204,21496.1804411176,20464.1921515717,20573.8563058398,22351.865474886,22037.0939203127,21269.66973974,20185.6187848104,21304.6711392913,20701.4417649982,19317.8881896903,19970.1715303075,21065.2152470622,20227.9592890819,20037.321144617,21317.7509125423,20853.8134709535,21816.8140290552,19997.9656555727,20224.5132523842,21144.735350994,20783.1581552368,19920.1667860213,19657.3622296504,21229.5237623257,21257.7095635951,19664.0455635438,20127.9305471369,20469.7657305144,21570.8614158221,19212.3936833111,19331.7322441041,19890.509343043,20947.1364810418,19923.5773986843,20082.442228631,19952.19141404,22404.0404079964,21416.9054632983,21095.9516634523,20489.2166354211,19513.0584712671,19421.3752344233,19925.3520487152,20681.3249028734,21963.483818559,20729.194301815,20894.6555984428,19916.7321680124,20290.4863451706,20159.0055472285
,65.5,21191.4171197765,21523.001416457,20153.6839838935,19377.2552975922,19417.77626807,18033.0627622952,19358.7561599161,19640.299458246,19527.0910697112,21515.011765379,21635.0617782012,21833.5325178658,21246.4547467293,21499.488883259,21595.03306545,19633.6816024033,20354.1932234433,20163.3362902143,20629.4385060537,19510.2762071064,20208.3378191738,21073.3561710686,21713.3423288749,20836.6698928201,21242.2050457766,22748.7317005733,22395.6914569141,20030.8357727031,21149.1117223996,20141.8116686435,19807.000712084,19426.2358357512,19968.7892490836,20801.658284844,21104.9026043097,20000.0165644311,22543.317269179,21645.7092175994,21224.3269813611,20715.509548418,21013.069181444,20141.5342166595,20021.5217267331,20050.1481353961,20179.0765350159,21618.3457796342,21457.6547356374,20454.3942194274,20455.5405564369,22247.3131282793,21945.4604611718,21299.4858079007,20229.5379093766,21339.1535886536,20729.9928900994,19339.3033666547,20023.3990984523,21063.3347536518,20213.8703124142,20072.1437916108,21197.3575728476,20743.3335689567,21710.9619233773,20024.0295746104,20258.2370366622,21167.1978093749,20819.4603279211,19959.0451153407,19683.8948594743,21244.946132322,21271.8878387622,19701.9626576981,20042.7886334749,20379.5896502187,21471.6796220004,19254.7160007255,19386.3689304712,19927.0921858229,20977.1960557339,19945.6473972947,20118.593901651,19931.1520408213,22345.5144263951,21373.8673764132,20987.6473353604,20373.3010782724,19431.6002844487,19424.8834914934,19938.2074372737,20695.3435675261,21945.9900251744,20717.9584880276,20895.7370541747,19930.083767538,20306.1155245102,20209.1287943233
,66,21133.7720762935,21448.8107006813,20089.9825437631,19409.4426922733,19457.3102510073,18059.3701931052,19347.9576884235,19655.0462153806,19534.9505656578,21442.0394087427,21579.7610749232,21788.2898660713,21176.2774040388,21423.6885964186,21535.308589331,19687.4260113792,20392.8713730719,20194.42206415,20650.0895430923,19502.8152938855,20243.1912942843,21039.5688338512,21688.5319539793,20826.8573576064,21172.9921565082,22670.7960109074,22297.9641860459,20050.2974690314,21174.7053809188,20157.6367999112,19854.8938205049,19441.4686119746,20057.4720193244,20793.7777796709,21089.5231803592,20025.7308957049,22457.534565234,21550.9141131275,21186.8725015382,20719.5282443573,21022.0199729098,20148.2065658597,20045.8274573582,20073.6973584786,20188.3221746939,21582.8968382481,21419.1290301572,20444.5962872831,20337.2248070339,22142.7607816726,21853.8270020309,21329.3018760614,20273.4570339427,21373.6360380159,20758.5440152006,19360.718543619,20076.626666597,21061.4542602414,20199.7813357464,20106.9664386045,21076.964233153,20632.8536669599,21605.1098176994,20050.0934936481,20291.9608209401,21189.6602677558,20855.7625006053,19997.9234446602,19710.4274892982,21260.3685023182,21286.0661139294,19739.8797518524,19957.6467198129,20289.4135699229,21372.4978281786,19297.0383181399,19441.0056168383,19963.6750286029,21007.255630426,19967.7173959051,20154.745574671,19910.1126676027,22286.9884447938,21330.829289528,20879.3430072685,20257.3855211238,19350.1420976304,19428.3917485635,19951.0628258322,20709.3622321787,21928.4962317897,20706.7226742402,20896.8185099065,19943.4353670636,20321.7447038498,20259.252041418
,66.5,21076.1270328105,21374.6199849056,20026.2811036326,19441.6300869545,19496.8442339445,18085.6776239153,19337.1592169309,19669.7929725153,19542.8100616044,21369.0670521064,21524.4603716451,21743.0472142769,21106.1000613483,21347.8883095781,21475.5841132121,19741.1704203551,20431.5495227004,20225.5078380857,20670.7405801309,19495.3543806647,20278.0447693949,21005.7814966338,21663.7215790838,20817.0448223928,21103.7792672399,22592.8603212414,22200.2369151776,20069.7591653597,21200.2990394381,20173.4619311789,19902.7869289259,19456.7013881979,20146.1547895651,20785.8972744977,21074.1437564088,20051.4452269788,22371.751861289,21456.1190086556,21149.4180217153,20723.5469402967,21030.9707643756,20154.8789150599,20070.1331879832,20097.2465815612,20197.567814372,21547.4478968619,21380.603324677,20434.7983551388,20218.9090576309,22038.208435066,21762.19354289,21359.1179442222,20317.3761585089,21408.1184873783,20787.0951403018,19382.1337205834,20129.8542347418,21059.573766831,20185.6923590787,20141.7890855983,20956.5708934584,20522.3737649631,21499.2577120215,20076.1574126859,20325.684605218,21212.1227261367,20892.0646732896,20036.8017739796,19736.9601191222,21275.7908723144,21300.2443890965,19777.7968460067,19872.5048061509,20199.2374896271,21273.3160343568,19339.3606355543,19495.6423032054,20000.2578713829,21037.3152051181,19989.7873945156,20190.897247691,19889.073294384,22228.4624631925,21287.7912026428,20771.0386791766,20141.4699639752,19268.683910812,19431.9000056336,19963.9182143906,20723.3808968313,21911.002438405,20695.4868604527,20897.8999656383,19956.7869665893,20337.3738831894,20309.3752885128
,67,21018.4819893275,21300.4292691299,19962.5796635022,19473.8174816356,19536.3782168818,18111.9850547253,19326.3607454384,19684.53972965,19550.6695575509,21296.0946954702,21469.1596683671,21697.8045624824,21035.9227186578,21272.0880227377,21415.8596370932,19794.9148293309,20470.227672329,20256.5936120214,20691.3916171694,19487.8934674438,20312.8982445054,20971.9941594164,21638.9112041882,20807.2322871791,21034.5663779715,22514.9246315754,22102.5096443093,20089.2208616879,21225.8926979574,20189.2870624465,19950.6800373468,19471.9341644213,20234.8375598059,20778.0167693245,21058.7643324584,20077.1595582527,22285.969157344,21361.3239041837,21111.9635418924,20727.5656362361,21039.9215558415,20161.5512642601,20094.4389186083,20120.7958046437,20206.81345405,21511.9989554758,21342.0776191968,20425.0004229945,20100.5933082279,21933.6560884593,21670.5600837491,21388.9340123829,20361.2952830751,21442.6009367406,20815.646265403,19403.5488975477,20183.0818028865,21057.6932734206,20171.6033824109,20176.6117325921,20836.1775537637,20411.8938629663,21393.4056063436,20102.2213317236,20359.408389496,21234.5851845176,20928.3668459738,20075.680103299,19763.4927489461,21291.2132423107,21314.4226642636,19815.713940161,19787.3628924889,20109.0614093314,21174.134240535,19381.6829529688,19550.2789895726,20036.8407141629,21067.3747798102,20011.857393126,20227.048920711,19868.0339211654,22169.9364815912,21244.7531157576,20662.7343510847,20025.5544068266,19187.2257239936,19435.4082627037,19976.7736029491,20737.3995614839,21893.5086450204,20684.2510466653,20898.9814213702,19970.1385661149,20353.003062529,20359.4985356075
,67.5,20960.8369458447,21226.2385533541,19898.8782233717,19506.0048763171,19575.9121998193,18138.2924855349,19315.562273946,19699.2864867847,19558.5290534977,21223.122338834,21413.8589650892,21652.5619106877,20965.7453759676,21196.2877358976,21356.1351609744,19848.6592383064,20508.9058219579,20287.6793859573,20712.0426542079,19480.432554223,20347.7517196158,20938.2068221991,21614.1008292928,20797.4197519653,20965.3534887032,22436.9889419093,22004.7823734409,20108.6825580163,21251.4863564766,20205.1121937141,19998.5731457676,19487.1669406446,20323.5203300465,20770.1362641515,21043.3849085081,20102.8738895264,22200.1864533986,21266.528799712,21074.5090620696,20731.5843321751,21048.8723473073,20168.2236134602,20118.7446492335,20144.3450277264,20216.0590937282,21476.5500140892,21303.5519137168,20415.2024908503,19982.2775588249,21829.1037418529,21578.9266246084,21418.7500805435,20405.214407641,21477.0833861029,20844.1973905038,19424.9640745119,20236.3093710315,21055.8127800104,20157.5144057433,20211.4343795857,20715.784214069,20301.4139609696,21287.5535006657,20128.2852507614,20393.1321737739,21257.0476428984,20964.669018658,20114.5584326184,19790.0253787702,21306.6356123066,21328.6009394309,19853.6310343153,19702.220978827,20018.8853290357,21074.9524467133,19424.0052703833,19604.9156759395,20073.4235569428,21097.434354502,20033.9273917363,20263.2005937308,19846.994547947,22111.4104999898,21201.7150288724,20554.430022993,19909.6388496778,19105.767537175,19438.916519774,19989.6289915079,20751.4182261366,21876.0148516358,20673.0152328781,20900.0628771023,19983.4901656406,20368.6322418689,20409.6217827024
,68,20903.1919023617,21152.0478375784,19835.1767832412,19538.1922709982,19615.4461827566,18164.599916345,19304.7638024534,19714.0332439194,19566.3885494443,21150.1499821977,21358.5582618111,21607.3192588932,20895.568033277,21120.4874490571,21296.4106848555,19902.4036472823,20547.5839715864,20318.765159893,20732.6936912464,19472.9716410022,20382.6051947263,20904.4194849817,21589.2904543972,20787.6072167516,20896.1405994348,22359.0532522434,21907.0551025727,20128.1442543446,21277.0800149958,20220.9373249817,20046.4662541885,19502.399716868,20412.2031002873,20762.2557589783,21028.0054845576,20128.5882208003,22114.4037494536,21171.7336952401,21037.0545822467,20735.6030281144,21057.8231387731,20174.8959626604,20143.0503798586,20167.8942508089,20225.3047334062,21441.1010727031,21265.0262082365,20405.404558706,19863.9618094219,21724.5513952462,21487.2931654675,21448.5661487042,20449.1335322072,21511.5658354652,20872.748515605,19446.3792514763,20289.5369391762,21053.9322866,20143.4254290755,20246.2570265794,20595.3908743744,20190.9340589728,21181.7013949878,20154.3491697991,20426.8559580519,21279.5101012793,21000.9711913422,20153.4367619378,19816.5580085942,21322.0579823029,21342.779214598,19891.5481284696,19617.079065165,19928.7092487399,20975.7706528915,19466.3275877977,19659.5523623066,20110.0063997228,21127.4939291941,20055.9973903467,20299.3522667508,19825.9551747283,22052.8845183885,21158.6769419872,20446.1256949011,19793.7232925292,19024.3093503567,19442.4247768441,20002.4843800664,20765.4368907892,21858.5210582511,20661.7794190907,20901.1443328342,19996.8417651662,20384.2614212085,20459.7450297971
,68.5,20842.6040879157,21082.98364229,19781.6585960217,19568.0156696741,19652.2040596929,18187.0319760709,19296.0679700319,19728.9071063046,19578.5538921886,21080.4684046476,21308.0098211966,21559.9040814382,20829.5149605813,21049.9679702594,21247.8408946513,19956.5717343671,20581.8848402759,20347.4225156312,20739.4758418297,19451.1517336575,20407.1347447387,20871.0945935657,21563.9120124361,20776.2217322722,20828.9392658137,22287.2946196819,21819.2833424035,20151.1952184583,21305.8231577609,20236.3508315092,20083.2031028956,19508.1279800844,20507.0227070561,20752.4571922842,21012.092289226,20147.2461950768,22030.7091356401,21082.3063920313,21012.1627234169,20733.1754343397,21059.7734316868,20180.4266105882,20168.9019678846,20183.9443798033,20228.0771635754,21405.4091346052,21223.5841985228,20393.6133466636,19757.5193788707,21626.6942345765,21405.6120709468,21474.0954223742,20479.3868702869,21537.2303407543,20898.9418879924,19463.625885386,20341.7595364097,21054.0169497569,20132.8927862788,20290.6077278294,20478.2236381939,20083.8502102192,21081.9529167216,20172.2088612235,20453.0509092746,21293.13441235,21039.0242590158,20187.8656829901,19847.2440991021,21331.3286045031,21354.5225215372,19921.255434898,19532.5321549995,19841.7810163624,20880.9765759732,19507.1146427575,19709.7266927953,20144.0923149448,21159.5175376831,20076.3010036829,20334.6586736141,19791.9833953051,21994.7470736299,21113.5882302146,20337.741998822,19681.0893485722,18941.4088131925,19446.6913235759,20022.0036939209,20784.8853734431,21840.0561150594,20650.1405375943,20900.9086180463,20007.9318273143,20396.3602318724,20500.3684464835
,69,20774.9243660989,21016.9737533492,19738.2741158674,19600.0641186793,19687.4635284117,18209.183768943,19290.0427081332,19741.7726291692,19593.847424257,21017.1759044013,21261.7255906688,21506.4586128447,20765.9144028094,20982.4850001205,21204.8798891228,20025.8484682144,20612.097258507,20371.7728272962,20736.3605869254,19419.7457628277,20422.6896018784,20831.5434787377,21534.1267336892,20762.0957624446,20762.882837975,22217.4793555365,21738.1949306484,20174.9730999695,21332.9321812158,20250.201842466,20110.1933622803,19508.3448155991,20605.1967029898,20743.5540937164,20997.7447882599,20160.2662985456,21945.613581438,20996.3768165263,20991.610190584,20721.6781156163,21052.5688680463,20185.2197451329,20196.0437835296,20192.1519118288,20224.5964815092,21369.3153925879,21178.5942368193,20377.2487238191,19660.8026079423,21532.7802233814,21328.9262162505,21498.7914382931,20497.1618260172,21553.4441814002,20924.4257208757,19478.0227138873,20390.5640821318,21054.1688780007,20126.1510331008,20339.33430826,20366.7413978569,19981.2847655053,20986.4276184942,20180.2780434189,20474.9076717768,21297.5504897485,21079.1330595927,20220.9606147362,19880.6558286913,21335.9949769665,21365.7681400702,19941.2596079081,19447.9450011491,19756.9714207172,20787.0070277796,19546.3795169067,19753.1077109396,20181.0566045482,21194.4324728884,20092.3784322595,20366.1268024773,19749.4453065225,21937.5094467796,21063.3036443762,20227.864322719,19573.4779622926,18861.3594027276,19452.0092122731,20046.1771362241,20804.6377990668,21822.228196635,20638.9832406284,20896.8882243713,20017.7901794455,20402.6483959167,20526.0192898749
,69.5,20692.3022052537,20949.0062488945,19701.8775389011,19628.1844392309,19720.5844516458,18225.9202305188,19282.8717925308,19750.0325769641,19610.4061801037,20954.6566873991,21218.3493470474,21441.5194284902,20698.8949983783,20913.6443541274,21161.100023143,20100.0436595578,20633.4999624227,20390.3545191051,20722.0900709614,19380.5865366909,20428.505873868,20783.3361472795,21495.9494487564,20735.2793541735,20691.9765071314,22139.9832204145,21659.5912120983,20194.9428584181,21352.7610454733,20259.7276202815,20123.3588907959,19502.3356739177,20698.7626929572,20731.0232740514,20983.6358257906,20163.0397102887,21853.1016874962,20909.6792548435,20951.2464790448,20699.9611286382,21033.9575232544,20184.1847207781,20219.7959545648,20188.8587252695,20210.569530845,21324.8932342233,21124.1836871232,20350.9865982374,19567.413205627,21439.7386148474,21251.5925900036,21519.3951607622,20499.6181610802,21556.4480559862,20942.5267307446,19485.4762637634,20431.7380142429,21048.7758205405,20117.4391750814,20384.3864976071,20257.885066149,19879.3134361103,20890.3641352496,20175.8019464927,20497.2095182203,21287.1171896537,21116.731037044,20244.8179274019,19912.4115315682,21333.244617997,21373.9943054485,19944.717506112,19356.4407539759,19665.2203807724,20689.2837623597,19580.4641719562,19784.2338901109,20212.2529338303,21227.4610707749,20101.4001810467,20389.3655188009,19695.9723359634,21874.5962646433,21001.9146272399,20111.5623367533,19467.7437816588,18784.7421960978,19453.6431267555,20071.2867037456,20817.8020070997,21800.3985970001,20624.9539786162,20883.8647627341,20022.2040834619,20399.9316387249,20528.9112371997
