,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,,18482.9236382007,,Standard,Unassigned,False
,A02,SYBR,,Std-01,,18529.3514281994,,Standard,Unassigned,False
,A03,SYBR,,Std-01,,19491.7165105759,,Standard,Unassigned,False
,A04,SYBR,,Unkn-01,,16219.5598472663,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-01,,16557.2424219552,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-01,,16777.6322927241,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-09,,13842.3258692132,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-09,,13711.6083903247,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-09,,13934.421575445,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-17,,15523.3628259618,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-17,,15752.0668312211,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-17,,15796.5437808574,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,,18250.9476737611,,Standard,Unassigned,False
,B02,SYBR,,Std-02,,18631.8146054116,,Standard,Unassigned,False
,B03,SYBR,,Std-02,,19052.2444799925,,Standard,Unassigned,False
,B04,SYBR,,Unkn-02,,15489.7982565734,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-02,,15429.1570752119,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-02,,16042.7190325977,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-10,,16085.8895579476,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-10,,15627.222114137,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-10,,16685.212012637,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-18,,16379.3448709624,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-18,,16563.296291196,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-18,,15644.5414739895,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,,17394.5349467057,,Standard,Unassigned,False
,C02,SYBR,,Std-03,,19297.2007990785,,Standard,Unassigned,False
,C03,SYBR,,Std-03,,18142.4380550537,,Standard,Unassigned,False
,C04,SYBR,,Unkn-03,,15905.9059070469,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-03,,16842.343358637,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-03,,17000.9079230529,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-11,,16061.1322490153,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-11,,15812.3041031271,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-11,,16154.8387990095,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-19,,16138.160243182,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-19,,16787.1153373581,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-19,,15462.5763713555,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,,19500.7034443347,,Standard,Unassigned,False
,D02,SYBR,,Std-04,,18581.2103613812,,Standard,Unassigned,False
,D03,SYBR,,Std-04,,18900.2383375757,,Standard,Unassigned,False
,D04,SYBR,,Unkn-04,,15474.3341053479,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-04,,16198.8726823731,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-04,,16507.145686305,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-12,,16658.1006670816,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-12,,16545.7045626094,,Unknown,Unassigned,False
