,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-17
A,Sample,,,,,,,,,,,,
A,Cq,7.39605821029349,7.67597223606039,7.70828667701703,23.5012119389701,23.4903580228336,23.3202392470818,23.4813674126652,23.5229396670999,23.4375627566333,26.4989562952089,26.1189423413827,26.5360046001735
A,copy number,365000000,365000000,365000000,21373.3984211822,21521.2874852064,23977.5688542589,21644.5627982185,21080.3956290838,22255.3696877899,3182.55591715876,4051.57993531056,3108.52360780013
B,Content,Std-2,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-18
B,Sample,,,,,,,,,,,,
B,Cq,12.0285304985355,12.0307922766312,11.9765953756054,24.0763931144641,24.1205826054822,23.9729976393787,22.9292001634594,22.9229596018793,22.6846256216416,25.5204943624684,25.6742363238818,25.8398085299727
B,copy number,36500000,36500000,36500000,14831.2338472173,14420.6590569821,15838.1619523099,30739.402526953,30861.5144606893,35906.6723906026,5925.70703002985,5374.29807040123,4837.7038713725
C,Content,Std-3,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-19
C,Sample,,,,,,,,,,,,
C,Cq,15.4409859374392,15.689142702025,15.6688551811753,24.1036117827507,24.0954583288517,24.0661019029341,24.4033426741631,24.5632886656599,24.2235168860178,23.7586454508351,23.6531290772795,23.8532822206645
C,copy number,3650000,3650000,3650000,14576.9771016385,14652.6799457725,14928.5179977016,12049.5195831195,10885.2791924962,13507.8073727755,18148.7186966711,19407.0102867216,17089.7243216849
D,Content,Std-4,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-20
D,Sample,,,,,,,,,,,,
D,Cq,19.2997069024683,19.4310929532967,19.5589811172856,23.9889104887873,24.0311517365817,23.9310630196822,24.1697786997175,24.1068331572417,23.8764163442611,24.4998388579946,24.5661733639998,24.719463709926
D,copy number,365000,365000,365000,15678.8541030398,15263.6949740489,16265.7771917347,13976.923256652,14547.1753228672,16840.3920974102,11333.0236507895,10865.3486138705,9857.11543765355
E,Content,Std-5,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-21
E,Sample,,,,,,,,,,,,
E,Cq,22.8063299873579,22.791424267216,22.865010783147,23.7414867244667,24.0431035422117,23.8481095570137,23.6497820062268,23.5108799670941,23.2845644360897,25.0258928792365,24.9643650410224,25.0068000826368
E,copy number,36500,36500,36500,18347.6385334844,15148.2371747157,17145.9767016043,19448.3210493342,21242.5235534384,24527.2051501599,8113.42084755696,8436.84250654212,8212.43287410171
F,Content,Std-6,Std-6,Std-6,Unkn-6,Unkn-6,Unkn-6,Unkn-14,Unkn-14,Unkn-14,Unkn-22,Unkn-22,Unkn-22
F,Sample,,,,,,,,,,,,
F,Cq,26.3634607943252,26.3625190299571,26.138949776619,23.9490350123075,24.3176671259801,24.0951640701769,23.9501965195655,23.7114331012682,23.6720277130595,25.5391898480409,25.5031207317723,25.7228478518734
F,copy number,3650,3650,3650,16081.1175720198,12723.5465631829,14655.4194044638,16069.2556311648,18701.3160311629,19175.397573873,5855.74245557557,5991.47395543154,5210.86122081317
G,Content,Std-7,Std-7,Std-7,Unkn-7,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-23
G,Sample,,,,,,,,,,,,
G,Cq,28.6639257838188,29.8409916000084,29.9850725362836,22.9633972079565,23.1628305636431,23.0276417038488,24.4273489051242,24.5369903983509,24.4461647505567,25.4431493333,25.4405515872526,25.5789871048639
G,copy number,365,365,365,30078.7809355646,26499.3515036788,28875.8480937446,11867.1451290576,11068.6699799419,11726.1335775896,6224.15188753626,6234.43236096406,5709.54684542187
H,Content,NTC,NTC,NTC,Unkn-8,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-24
H,Sample,,,,,,,,,,,,
H,Cq,32.6335022106804,32.728518248449,32.8527636960927,23.4946773676249,23.5988576218037,23.5443141175149,26.2558684400507,26.2481156669524,26.0606032993793,24.9788836230392,25.1183061308893,25.4374736660445
H,copy number,NaN,NaN,NaN,21462.3124493959,20087.8053008027,20796.0764230675,3714.03159096361,3732.36952684326,4204.55986212551,8359.38194867911,7650.79516882382,6246.63508858235
